distid,schid,lunch,enrol,staff,exppp,avgsal,avgben,math4,story4,bs,lavgsal,lenrol,lstaff
3100.0,3403,19.700000762939453,175.0,67.0999984741211,2731.0,29179.0,9150.0,64.30000305175781,71.4000015258789,0.3135816752910614,10.281204223632812,5.164785861968994,4.206183910369873
3100.0,4975,21.100000381469727,223.0,77.0999984741211,3026.0,30736.0,10551.0,51.70000076293945,55.20000076293945,0.3432782292366028,10.333189964294434,5.407171726226807,4.3451032638549805
3440.0,1415,0.0,31.0,135.5,5569.0,27632.0,5396.0,60.0,60.0,0.19528083503246307,10.226729393005371,3.4339871406555176,4.908971786499023
4010.0,106,39.099998474121094,527.0,71.19999694824219,2910.0,31464.0,10445.0,65.19999694824219,69.5999984741211,0.33196669816970825,10.356598854064941,6.267200469970703,4.265492916107178
4010.0,1110,35.599998474121094,523.0,63.20000076293945,2899.0,34258.0,11206.0,63.400001525878906,71.80000305175781,0.3271060883998871,10.441675186157227,6.259581565856934,4.146304130554199
4010.0,1688,37.099998474121094,278.0,87.80000305175781,3178.0,27510.0,9837.0,64.0999984741211,69.19999694824219,0.3575790524482727,10.222305297851562,5.627621173858643,4.475061416625977
4010.0,2185,71.69999694824219,272.0,91.5999984741211,3272.0,28944.0,10448.0,60.0,51.400001525878906,0.36097291111946106,10.273118019104004,5.605802059173584,4.517431259155273
4010.0,2251,44.599998474121094,193.0,74.30000305175781,2522.0,25574.0,9659.0,51.900001525878906,59.29999923706055,0.37768828868865967,10.149331092834473,5.26269006729126,4.308111190795898
4010.0,2353,36.5,159.0,93.80000305175781,3326.0,26667.0,8981.0,45.79999923706055,75.0,0.3367832899093628,10.191182136535645,5.068904399871826,4.541164875030518
4010.0,2859,54.099998474121094,157.0,85.69999694824219,3212.0,29352.0,11042.0,38.900001525878906,61.099998474121094,0.3761924207210541,10.287116050720215,5.056245803833008,4.450852870941162
4010.0,3392,29.0,276.0,78.9000015258789,3052.0,29679.0,9554.0,67.5999984741211,78.4000015258789,0.32191112637519836,10.298194885253906,5.620400905609131,4.368181228637695
4010.0,5499,39.400001525878906,287.0,73.5,2928.0,30790.0,10343.0,71.4000015258789,79.5999984741211,0.3359207510948181,10.334945678710938,5.659482002258301,4.297285556793213
5010.0,40,0.0,112.0,87.5,2125.0,17177.0,6843.0,27.299999237060547,45.5,0.3983815610408783,9.751326560974121,4.718498706817627,4.4716386795043945
5035.0,5858,37.70000076293945,282.0,81.5999984741211,3566.0,31169.0,10466.0,48.79999923706055,53.70000076293945,0.33578234910964966,10.347179412841797,5.641907215118408,4.401829242706299
5040.0,5894,25.5,266.0,74.80000305175781,3542.0,35378.0,12317.0,79.69999694824219,83.0999984741211,0.348154217004776,10.473845481872559,5.58349609375,4.314817905426025
5060.0,2090,36.599998474121094,385.0,77.4000015258789,3584.0,35957.0,12087.0,82.5,83.9000015258789,0.33615151047706604,10.490078926086426,5.953243255615234,4.348986625671387
5060.0,7458,23.0,258.0,77.5,3810.0,37102.0,12444.0,82.9000015258789,90.19999694824219,0.33539971709251404,10.5214262008667,5.552959442138672,4.350277900695801
5065.0,5859,41.70000076293945,292.0,78.80000305175781,3367.0,30571.0,10513.0,60.900001525878906,82.5999984741211,0.34388798475265503,10.327807426452637,5.676753997802734,4.366912841796875
5070.0,2332,46.29999923706055,510.0,90.19999694824219,3288.0,27685.0,11026.0,60.29999923706055,71.19999694824219,0.3982661962509155,10.228646278381348,6.234410762786865,4.5020294189453125
6010.0,6950,49.599998474121094,519.0,69.4000015258789,3072.0,34649.0,11198.0,44.70000076293945,73.69999694824219,0.32318392395973206,10.453023910522461,6.251904010772705,4.23988676071167
6020.0,146,35.599998474121094,305.0,82.0,3240.0,29226.0,12823.0,60.5,69.80000305175781,0.4387531578540802,10.282814025878906,5.720311641693115,4.406719207763672
6050.0,4049,49.20000076293945,715.0,69.69999694824219,3005.0,33252.0,10397.0,50.0,65.5,0.3126729130744934,10.411870002746582,6.572282314300537,4.244200229644775
6050.0,4068,48.400001525878906,437.0,70.5,2999.0,32110.0,10056.0,54.70000076293945,67.9000015258789,0.31317347288131714,10.376922607421875,6.079933166503906,4.255612850189209
7010.0,128,59.5,37.0,54.099998474121094,4177.0,51357.0,20512.0,88.9000015258789,77.80000305175781,0.3994002640247345,10.846556663513184,3.610917806625366,3.9908342361450195
7020.0,2992,50.0,95.0,63.20000076293945,2567.0,28846.0,10387.0,59.099998474121094,68.19999694824219,0.360084593296051,10.269726753234863,4.553876876831055,4.146304130554199
7040.0,5002,38.0,387.0,86.4000015258789,3095.0,27616.0,10336.0,45.79999923706055,66.69999694824219,0.3742757737636566,10.226150512695312,5.9584245681762695,4.458987712860107
8010.0,901,40.900001525878906,791.0,78.5999984741211,3089.0,30695.0,10201.0,67.0999984741211,66.30000305175781,0.3323342502117157,10.331854820251465,6.673297882080078,4.3643717765808105
8030.0,77,28.100000381469727,422.0,77.0,3142.0,33256.0,11111.0,78.69999694824219,61.70000076293945,0.33410513401031494,10.41199016571045,6.0450053215026855,4.343805313110352
8030.0,1606,0.0,586.0,71.19999694824219,3178.0,33850.0,11343.0,70.9000015258789,68.19999694824219,0.33509600162506104,10.429694175720215,6.373319625854492,4.265492916107178
8030.0,3075,31.799999237060547,200.0,84.30000305175781,3524.0,29796.0,10026.0,51.20000076293945,60.5,0.33648812770843506,10.302129745483398,5.2983174324035645,4.43438196182251
8030.0,3541,33.79999923706055,358.0,79.30000305175781,3155.0,31384.0,10497.0,68.0999984741211,68.0999984741211,0.3344697952270508,10.354053497314453,5.880533218383789,4.3732380867004395
8050.0,7253,18.700000762939453,416.0,69.5,2858.0,33755.0,10902.0,53.400001525878906,64.69999694824219,0.32297438383102417,10.426883697509766,6.0306854248046875,4.241326808929443
9010.0,150,32.099998474121094,412.0,50.0,2836.0,44605.0,15998.0,78.4000015258789,70.5999984741211,0.3586593568325043,10.705601692199707,6.021023273468018,3.9120230674743652
9010.0,804,70.5999984741211,284.0,82.0,2547.0,24615.0,8795.0,53.70000076293945,53.70000076293945,0.3573024570941925,10.111111640930176,5.648974418640137,4.406719207763672
9010.0,1553,32.20000076293945,462.0,52.20000076293945,2950.0,44541.0,15978.0,80.30000305175781,73.69999694824219,0.3587256669998169,10.7041654586792,6.135564804077148,3.955082416534424
9010.0,2235,55.29999923706055,440.0,59.79999923706055,3139.0,41251.0,14798.0,63.900001525878906,66.19999694824219,0.3587307035923004,10.62743091583252,6.086774826049805,4.091005802154541
9010.0,2309,17.100000381469727,304.0,51.0,3336.0,50979.0,18245.0,74.5,80.9000015258789,0.3578924536705017,10.8391695022583,5.71702766418457,3.931825637817383
9010.0,3201,55.900001525878906,157.0,57.29999923706055,3162.0,42629.0,15228.0,64.30000305175781,78.5999984741211,0.3572216033935547,10.660289764404297,5.056245803833008,4.048300743103027
9010.0,4361,64.5999984741211,624.0,61.400001525878906,2603.0,33909.0,12133.0,57.599998474121094,70.5999984741211,0.3578106164932251,10.431435585021973,6.436150550842285,4.117409706115723
9010.0,5463,32.400001525878906,646.0,52.5,2928.0,44057.0,15803.0,80.0,81.0999984741211,0.3586944043636322,10.693239212036133,6.470799446105957,3.960813283920288
9010.0,6966,64.30000305175781,559.0,54.70000076293945,2993.0,42845.0,15388.0,60.400001525878906,70.80000305175781,0.3591550886631012,10.66534423828125,6.3261494636535645,4.001863956451416
9010.0,6967,67.4000015258789,637.0,57.900001525878906,2905.0,39722.0,14257.0,55.599998474121094,52.79999923706055,0.35891950130462646,10.58966064453125,6.4567694664001465,4.058717250823975
9030.0,186,44.599998474121094,368.0,79.5999984741211,2939.0,32672.0,9562.0,73.80000305175781,69.0,0.292666494846344,10.39427375793457,5.908082962036133,4.37701416015625
9030.0,191,49.599998474121094,302.0,79.30000305175781,3129.0,34024.0,9129.0,76.0999984741211,69.5999984741211,0.2683106064796448,10.434821128845215,5.7104268074035645,4.3732380867004395
9030.0,192,40.70000076293945,167.0,85.5999984741211,3584.0,24425.0,16108.0,67.9000015258789,71.4000015258789,0.6594882011413574,10.103362083435059,5.1179938316345215,4.449685096740723
9030.0,194,23.0,310.0,70.30000305175781,2908.0,33709.0,9009.0,72.5,78.4000015258789,0.2672579884529114,10.425519943237305,5.736572265625,4.252771854400635
9050.0,1789,22.0,246.0,91.0999984741211,3737.0,31890.0,10527.0,78.4000015258789,86.5,0.33010348677635193,10.370047569274902,5.505331516265869,4.51195764541626
9050.0,4290,35.79999923706055,245.0,75.9000015258789,3452.0,33427.0,11032.0,77.0999984741211,72.9000015258789,0.330032616853714,10.417119026184082,5.501258373260498,4.329416751861572
9050.0,4321,24.399999618530273,254.0,80.69999694824219,3613.0,33489.0,11089.0,71.4000015258789,71.4000015258789,0.3311236500740051,10.41897201538086,5.537334442138672,4.390738487243652
9090.0,1368,43.79999923706055,202.0,74.30000305175781,3444.0,38892.0,11727.0,70.80000305175781,79.19999694824219,0.3015272915363312,10.568543434143066,5.308267593383789,4.308111190795898
9090.0,2236,29.700000762939453,239.0,66.9000015258789,3832.0,45829.0,13792.0,78.5999984741211,82.0999984741211,0.30094480514526367,10.732672691345215,5.476463317871094,4.2031989097595215
9090.0,2628,50.599998474121094,253.0,71.0999984741211,3498.0,37115.0,10999.0,68.4000015258789,76.30000305175781,0.2963491976261139,10.52177619934082,5.533389568328857,4.264087200164795
9090.0,3041,50.599998474121094,441.0,59.0,3029.0,41152.0,12073.0,50.0,81.0,0.29337579011917114,10.625027656555176,6.08904504776001,4.077537536621094
10015.0,848,49.5,392.0,64.0,2986.0,34033.0,12010.0,61.20000076293945,69.4000015258789,0.35289278626441956,10.435086250305176,5.971261978149414,4.158883094787598
10015.0,3067,40.70000076293945,442.0,62.0,3033.0,35002.0,12898.0,75.80000305175781,66.0999984741211,0.3684932291507721,10.463160514831543,6.091310024261475,4.127134323120117
10015.0,5591,70.30000305175781,192.0,79.69999694824219,3534.0,33349.0,10457.0,78.30000305175781,69.5999984741211,0.31356263160705566,10.414783477783203,5.257495403289795,4.378269672393799
10025.0,1298,38.099998474121094,317.0,77.9000015258789,4055.0,38028.0,14977.0,63.400001525878906,70.69999694824219,0.39384138584136963,10.546077728271484,5.758901596069336,4.355425834655762
11010.0,202,97.69999694824219,169.0,71.0,3518.0,33880.0,12150.0,52.900001525878906,41.20000076293945,0.3586186468601227,10.430580139160156,5.129898548126221,4.2626800537109375
11010.0,373,61.599998474121094,253.0,84.30000305175781,3225.0,26164.0,9383.0,63.29999923706055,73.30000305175781,0.3586225211620331,10.172140121459961,5.533389568328857,4.43438196182251
11010.0,500,93.5999984741211,381.0,82.69999694824219,3906.0,34341.0,12273.0,7.900000095367432,26.299999237060547,0.35738620162010193,10.444095611572266,5.9427995681762695,4.415219783782959
11010.0,1181,93.9000015258789,337.0,57.900001525878906,3333.0,41383.0,14831.0,84.5999984741211,79.5,0.3583838641643524,10.63062572479248,5.820083141326904,4.058717250823975
11010.0,1182,96.19999694824219,183.0,91.0999984741211,3344.0,28995.0,10378.0,36.400001525878906,40.900001525878906,0.3579237759113312,10.27487850189209,5.20948600769043,4.51195764541626
11010.0,1183,81.5,124.0,88.69999694824219,3785.0,29186.0,10467.0,85.19999694824219,88.9000015258789,0.35863083600997925,10.281444549560547,4.820281505584717,4.485260009765625
11010.0,1184,92.5,293.0,62.599998474121094,3339.0,41451.0,14840.0,33.29999923706055,36.099998474121094,0.3580130636692047,10.632266998291016,5.680172443389893,4.136765480041504
11010.0,1629,93.5999984741211,477.0,58.70000076293945,3336.0,44392.0,15855.0,37.099998474121094,40.0,0.35715895891189575,10.700814247131348,6.167516708374023,4.072439670562744
11010.0,1792,95.5999984741211,599.0,69.5999984741211,3409.0,37250.0,13339.0,41.70000076293945,55.0,0.3580939471721649,10.525406837463379,6.395261764526367,4.242764472961426
11010.0,2068,64.69999694824219,156.0,67.30000305175781,3782.0,38433.0,13784.0,60.0,80.0,0.3586501181125641,10.556672096252441,5.049856185913086,4.209160327911377
11010.0,2405,95.30000305175781,196.0,68.9000015258789,3234.0,36915.0,13214.0,76.5,64.69999694824219,0.35795748233795166,10.516373634338379,5.2781147956848145,4.232656002044678
11010.0,3502,90.19999694824219,314.0,78.0,3318.0,32259.0,11553.0,73.5,49.0,0.35813260078430176,10.381552696228027,5.749392986297607,4.356709003448486
11010.0,4070,99.0,507.0,64.4000015258789,3419.0,39645.0,14185.0,55.900001525878906,58.79999923706055,0.3578004837036133,10.587719917297363,6.228510856628418,4.16511344909668
11020.0,422,7.099999904632568,294.0,79.19999694824219,3540.0,35056.0,11917.0,69.19999694824219,98.0999984741211,0.3399417996406555,10.464701652526855,5.683579921722412,4.371976375579834
11020.0,992,2.700000047683716,384.0,68.4000015258789,3260.0,36899.0,12521.0,74.4000015258789,84.0999984741211,0.3393316864967346,10.515939712524414,5.9506425857543945,4.225372791290283
11020.0,2211,21.299999237060547,375.0,66.0999984741211,3146.0,37026.0,12568.0,82.4000015258789,92.5999984741211,0.3394371569156647,10.519375801086426,5.926926136016846,4.191168785095215
11030.0,1700,20.200000762939453,455.0,63.70000076293945,2660.0,33016.0,10600.0,62.900001525878906,75.69999694824219,0.32105645537376404,10.40474796295166,6.120297431945801,4.154184341430664
11030.0,2098,11.5,487.0,64.80000305175781,2463.0,29662.0,9391.0,76.80000305175781,82.9000015258789,0.31660035252571106,10.297621726989746,6.188263893127441,4.1713056564331055
11030.0,2099,17.200000762939453,449.0,63.599998474121094,2580.0,31038.0,9910.0,73.0,86.5,0.319286048412323,10.342967987060547,6.107022762298584,4.152613639831543
11033.0,670,15.800000190734863,273.0,74.0,3291.0,35730.0,12418.0,93.80000305175781,78.0999984741211,0.3475510776042938,10.483745574951172,5.609471797943115,4.304065227508545
11033.0,4180,32.20000076293945,260.0,84.19999694824219,3450.0,34005.0,11949.0,66.69999694824219,78.80000305175781,0.35138949751853943,10.434263229370117,5.5606818199157715,4.433195114135742
11033.0,6685,34.79999923706055,179.0,114.5,4673.0,31705.0,11311.0,76.9000015258789,92.30000305175781,0.35675761103630066,10.364229202270508,5.1873860359191895,4.740574836730957
11160.0,1354,27.100000381469727,298.0,83.5999984741211,2716.0,25053.0,8600.0,40.0,62.5,0.34327226877212524,10.128748893737793,5.697093486785889,4.426043510437012
11200.0,2678,39.400001525878906,299.0,111.19999694824219,4496.0,32498.0,11537.0,83.30000305175781,81.0,0.35500645637512207,10.388934135437012,5.700443744659424,4.711330413818359
11210.0,386,30.100000381469727,861.0,58.20000076293945,2818.0,40518.0,13570.0,74.0,77.9000015258789,0.33491286635398865,10.609501838684082,6.758094310760498,4.06388521194458
11240.0,299,55.20000076293945,366.0,132.6999969482422,3178.0,23815.0,8089.0,75.80000305175781,85.69999694824219,0.3396598696708679,10.078070640563965,5.902633190155029,4.888091087341309
11250.0,2288,65.0999984741211,444.0,70.9000015258789,3683.0,38529.0,13366.0,59.599998474121094,63.79999923706055,0.34690752625465393,10.55916690826416,6.095824718475342,4.261270523071289
11300.0,184,48.29999923706055,792.0,51.79999923706055,2419.0,37750.0,13472.0,84.30000305175781,75.30000305175781,0.35687416791915894,10.538741111755371,6.674561500549316,3.947390079498291
11300.0,1056,50.099998474121094,392.0,65.80000305175781,2848.0,37751.0,13488.0,63.29999923706055,61.20000076293945,0.35728853940963745,10.538766860961914,5.971261978149414,4.186619758605957
11300.0,1771,44.599998474121094,512.0,68.80000305175781,2842.0,37222.0,13341.0,62.099998474121094,69.5,0.3584170639514923,10.52465534210205,6.2383246421813965,4.231203556060791
11300.0,2796,61.5,314.0,63.70000076293945,2859.0,36611.0,13002.0,82.0999984741211,84.5999984741211,0.3551391661167145,10.50810432434082,5.749392986297607,4.154184341430664
11310.0,1528,31.899999618530273,218.0,75.5999984741211,3098.0,33765.0,11014.0,45.5,65.9000015258789,0.32619577646255493,10.427180290222168,5.384495258331299,4.325456142425537
11310.0,2583,42.29999923706055,326.0,88.80000305175781,3319.0,29855.0,11860.0,78.0,73.19999694824219,0.3972533941268921,10.304107666015625,5.7868971824646,4.486386775970459
11310.0,5325,25.5,282.0,71.5,2707.0,30803.0,10922.0,86.0,83.69999694824219,0.35457584261894226,10.335367202758789,5.641907215118408,4.269697666168213
11320.0,2722,53.400001525878906,383.0,60.70000076293945,2627.0,36371.0,10310.0,70.5999984741211,76.5,0.2834675908088684,10.501526832580566,5.948034763336182,4.10594367980957
11330.0,752,73.19999694824219,479.0,86.30000305175781,2788.0,27253.0,9184.0,75.30000305175781,75.30000305175781,0.3369904160499573,10.212919235229492,6.171700477600098,4.457829475402832
11330.0,4390,57.400001525878906,452.0,82.5999984741211,2842.0,26136.0,9266.0,64.30000305175781,72.9000015258789,0.3545301556587219,10.171069145202637,6.113682270050049,4.4140095710754395
11340.0,400,22.0,368.0,98.9000015258789,3788.0,30728.0,10856.0,60.79999923706055,63.5,0.35329341888427734,10.332929611206055,5.908082962036133,4.594109058380127
11670.0,3217,0.0,60.0,83.30000305175781,3612.0,28967.0,9063.0,66.69999694824219,83.30000305175781,0.3128732740879059,10.27391242980957,4.094344615936279,4.422448635101318
11830.0,5841,0.0,73.0,82.19999694824219,3049.0,26681.0,5835.0,100.0,100.0,0.21869495511054993,10.191706657409668,4.290459632873535,4.409155368804932
12010.0,1080,26.299999237060547,364.0,74.9000015258789,3072.0,31205.0,10746.0,64.30000305175781,69.0,0.3443678915500641,10.348333358764648,5.897153854370117,4.3161540031433105
12010.0,1406,14.699999809265137,143.0,93.5,4114.0,31861.0,10162.0,36.400001525878906,63.599998474121094,0.3189479410648346,10.36913776397705,4.9628448486328125,4.537961483001709
12010.0,1897,24.200000762939453,286.0,77.80000305175781,3265.0,32365.0,10962.0,64.0999984741211,66.69999694824219,0.33869922161102295,10.384833335876465,5.655992031097412,4.3541412353515625
12010.0,2091,22.0,441.0,63.5,2966.0,33451.0,11073.0,53.70000076293945,62.70000076293945,0.3310214877128601,10.417837142944336,6.08904504776001,4.151040077209473
12010.0,2192,38.79999923706055,399.0,71.0,3533.0,35598.0,11764.0,74.0999984741211,70.69999694824219,0.33046799898147583,10.4800443649292,5.988961219787598,4.2626800537109375
12010.0,4385,28.100000381469727,186.0,82.69999694824219,3449.0,29839.0,9720.0,54.099998474121094,73.0,0.32574817538261414,10.303571701049805,5.2257466316223145,4.415219783782959
12020.0,3305,45.79999923706055,252.0,70.5999984741211,2885.0,29717.0,9519.0,44.599998474121094,57.0,0.3203217089176178,10.299474716186523,5.529428958892822,4.257030010223389
12040.0,1921,38.20000076293945,756.0,64.80000305175781,2919.0,33292.0,10300.0,56.900001525878906,65.0999984741211,0.3093836307525635,10.41307258605957,6.6280412673950195,4.1713056564331055
13010.0,1581,81.4000015258789,443.0,70.69999694824219,3346.0,34066.0,11981.0,54.20000076293945,66.0999984741211,0.3516996502876282,10.436055183410645,6.093569755554199,4.258445739746094
13010.0,2724,73.69999694824219,245.0,85.0,3781.0,35973.0,15221.0,38.20000076293945,44.099998474121094,0.4231228828430176,10.490524291992188,5.501258373260498,4.442651271820068
13010.0,3690,76.4000015258789,217.0,86.80000305175781,3740.0,33307.0,11650.0,57.099998474121094,57.099998474121094,0.34977632761001587,10.413522720336914,5.379897117614746,4.463606834411621
13010.0,7821,42.5,197.0,77.0,3273.0,32870.0,11152.0,70.4000015258789,70.4000015258789,0.33927592635154724,10.400315284729004,5.283203601837158,4.343805313110352
13020.0,104,86.0,299.0,171.39999389648438,4473.0,34155.0,11846.0,11.100000381469727,33.29999923706055,0.3468306362628937,10.438664436340332,5.700443744659424,5.144000053405762
13020.0,738,63.20000076293945,299.0,70.4000015258789,3997.0,48053.0,16683.0,37.099998474121094,65.69999694824219,0.3471791446208954,10.780059814453125,5.700443744659424,4.254193305969238
13020.0,965,53.20000076293945,322.0,76.5999984741211,3508.0,38967.0,13530.0,27.899999618530273,53.5,0.3472168743610382,10.570470809936523,5.7745513916015625,4.338596820831299
13020.0,1306,89.4000015258789,310.0,75.80000305175781,3845.0,40787.0,14162.0,48.5,63.599998474121094,0.34721848368644714,10.616118431091309,5.736572265625,4.328098297119141
13020.0,1326,45.599998474121094,291.0,74.69999694824219,3879.0,39487.0,13715.0,62.5,66.69999694824219,0.3473294973373413,10.58372688293457,5.673323154449463,4.313479900360107
13020.0,2122,56.0,303.0,77.4000015258789,3702.0,40608.0,14100.0,69.19999694824219,66.69999694824219,0.3472222089767456,10.611720085144043,5.713732719421387,4.348986625671387
13020.0,2169,50.599998474121094,187.0,95.5,4181.0,37182.0,12925.0,72.19999694824219,88.9000015258789,0.34761443734169006,10.523579597473145,5.231108665466309,4.559126377105713
13020.0,2221,86.80000305175781,215.0,105.30000305175781,4044.0,36711.0,12752.0,11.5,30.799999237060547,0.34736183285713196,10.510831832885742,5.370637893676758,4.656813621520996
13020.0,2483,78.9000015258789,256.0,78.0999984741211,4106.0,41695.0,14483.0,51.70000076293945,65.5,0.34735581278800964,10.638136863708496,5.545177459716797,4.357990264892578
13020.0,3105,80.80000305175781,430.0,68.5999984741211,3575.0,41729.0,14481.0,66.69999694824219,58.29999923706055,0.3470248579978943,10.638951301574707,6.063785076141357,4.228292465209961
13020.0,3279,82.0,203.0,82.80000305175781,4137.0,38755.0,13473.0,25.0,40.0,0.34764546155929565,10.565014839172363,5.313206195831299,4.416428089141846
13020.0,3570,42.5,412.0,92.0999984741211,3832.0,36573.0,12688.0,45.70000076293945,45.70000076293945,0.3469226062297821,10.507065773010254,6.021023273468018,4.52287483215332
13020.0,4266,60.5,438.0,69.30000305175781,3576.0,41182.0,14291.0,54.70000076293945,52.79999923706055,0.34702053666114807,10.62575626373291,6.082219123840332,4.238444805145264
13020.0,4294,46.599998474121094,479.0,62.20000076293945,3252.0,39987.0,13878.0,36.900001525878906,58.5,0.3470627963542938,10.596309661865234,6.171700477600098,4.130354881286621
13020.0,4382,68.0,255.0,72.4000015258789,3567.0,40837.0,14187.0,8.800000190734863,29.399999618530273,0.3474055528640747,10.61734390258789,5.541263580322266,4.2822065353393555
13020.0,4556,80.0999984741211,277.0,82.9000015258789,4035.0,40572.0,14089.0,50.0,50.0,0.34725919365882874,10.610833168029785,5.624017715454102,4.417634963989258
13050.0,1027,38.900001525878906,346.0,73.69999694824219,3209.0,32654.0,11105.0,59.20000076293945,61.79999923706055,0.3400808572769165,10.393722534179688,5.846438884735107,4.300002574920654
13070.0,234,33.599998474121094,475.0,66.0,3074.0,37207.0,12283.0,67.69999694824219,71.0,0.3301260471343994,10.524251937866211,6.1633148193359375,4.18965482711792
13070.0,3499,25.100000381469727,411.0,79.0999984741211,2989.0,29888.0,10771.0,74.5,76.5,0.3603787422180176,10.305212020874023,6.0185933113098145,4.370712757110596
13070.0,4400,19.600000381469727,484.0,53.900001525878906,2950.0,43973.0,14471.0,89.80000305175781,76.30000305175781,0.3290883004665375,10.691330909729004,6.182085037231445,3.9871304035186768
13080.0,2179,37.900001525878906,394.0,76.5,3571.0,35267.0,10498.0,77.4000015258789,81.0,0.2976720333099365,10.470703125,5.976350784301758,4.3372907638549805
13090.0,2578,12.100000381469727,409.0,63.599998474121094,3116.0,41341.0,13358.0,64.30000305175781,71.4000015258789,0.3231174945831299,10.629610061645508,6.0137152671813965,4.152613639831543
13090.0,3117,37.79999923706055,411.0,64.5,3133.0,40885.0,13459.0,64.4000015258789,75.5999984741211,0.3291916251182556,10.618518829345703,6.0185933113098145,4.166665077209473
13090.0,3215,10.199999809265137,391.0,52.400001525878906,3075.0,42379.0,14398.0,59.29999923706055,66.69999694824219,0.3397437334060669,10.65440845489502,5.96870756149292,3.958906650543213
13090.0,4483,13.399999618530273,396.0,53.0,3248.0,43801.0,15309.0,69.0,69.0,0.34951257705688477,10.68741226196289,5.981414318084717,3.97029185295105
