dcode,bcode,math4,read4,lunch,enroll,exppp,lenroll,lexppp
9030.0,194,79.5999984741211,71.4000015258789,23.079999923706055,273,4985.619140625,5.609471797943115,8.514312744140625
9050.0,1789,67.4000015258789,58.70000076293945,34.95000076293945,206,6784.11669921875,5.327876091003418,8.822339057922363
9050.0,4290,69.19999694824219,61.5,32.720001220703125,217,7128.115234375,5.379897117614746,8.87180233001709
9050.0,4321,77.5,62.5,11.559999465942383,225,6826.29345703125,5.41610050201416,8.828536987304688
9090.0,1368,80.0,80.0,26.489999771118164,185,4710.83251953125,5.220355987548828,8.457619667053223
9090.0,2236,80.0,76.0,45.599998474121094,250,4164.23583984375,5.521461009979248,8.334287643432617
9090.0,2628,54.20000076293945,54.20000076293945,45.0,220,4456.931640625,5.393627643585205,8.402215957641602
9090.0,3041,50.0,46.20000076293945,42.0,450,4758.404296875,6.10924768447876,8.467667579650879
10015.0,848,66.69999694824219,69.0,38.33000183105469,360,3663.39453125,5.886104106903076,8.206145286560059
10015.0,3067,85.0,70.0,41.67000198364258,480,3725.28759765625,6.173786163330078,8.222899436950684
10015.0,5591,62.5,62.5,61.36000061035156,220,4367.4638671875,5.393627643585205,8.381937980651855
10025.0,1298,75.5999984741211,73.19999694824219,44.77000045776367,344,5120.06396484375,5.840641498565674,8.540922164916992
11010.0,373,60.0,72.0,70.4000015258789,223,4871.7490234375,5.407171726226807,8.49120807647705
11010.0,500,84.30000305175781,76.0,99.23999786376953,396,4089.489990234375,5.981414318084717,8.31617546081543
11010.0,1181,77.30000305175781,81.80000305175781,94.05000305175781,252,5102.45654296875,5.529428958892822,8.537477493286133
11010.0,1182,52.20000076293945,56.5,94.3499984741211,177,4616.56494140625,5.176149845123291,8.437406539916992
11010.0,1183,70.80000305175781,45.79999923706055,80.0,115,4658.73046875,4.744932174682617,8.446497917175293
11010.0,1184,60.900001525878906,65.19999694824219,91.98999786376953,287,5505.69677734375,5.659482002258301,8.61353874206543
11010.0,1792,62.900001525878906,100.0,99.33000183105469,600,4428.84814453125,6.396929740905762,8.395895004272461
11010.0,2068,76.9000015258789,53.79999923706055,77.30000305175781,141,4243.6806640625,4.948760032653809,8.35318660736084
11010.0,3502,47.400001525878906,52.599998474121094,95.24000549316406,252,5222.02392578125,5.529428958892822,8.560640335083008
11010.0,4070,39.29999923706055,32.099998474121094,94.44000244140625,450,4314.73095703125,6.10924768447876,8.369790077209473
11020.0,422,82.5,71.4000015258789,9.460000038146973,296,4345.8544921875,5.690359592437744,8.376977920532227
11020.0,992,81.0999984741211,73.30000305175781,4.830000400543213,373,4177.25732421875,5.921578407287598,8.337409973144531
11020.0,2211,82.30000305175781,60.29999923706055,13.359999656677246,292,4694.15087890625,5.676753997802734,8.454072952270508
11030.0,1700,81.80000305175781,72.69999694824219,17.25,313,4954.833984375,5.746203422546387,8.508118629455566
11030.0,2098,84.69999694824219,79.69999694824219,17.56999969482422,296,5103.81103515625,5.690359592437744,8.537742614746094
11030.0,2099,77.30000305175781,63.599998474121094,15.690000534057617,357,5134.99462890625,5.877735614776611,8.54383373260498
11033.0,670,94.30000305175781,94.30000305175781,24.35999870300293,234,4948.66650390625,5.455321311950684,8.50687313079834
11033.0,4180,74.4000015258789,59.0,37.97999954223633,258,5025.83740234375,5.552959442138672,8.522347450256348
11160.0,1354,29.399999618530273,57.599998474121094,58.22999954223633,158,5480.95556640625,5.062594890594482,8.609034538269043
11200.0,2678,73.5,61.79999923706055,40.92000198364258,347,5281.830078125,5.849324703216553,8.572028160095215
11210.0,386,81.30000305175781,73.19999694824219,37.95000076293945,498,4949.2490234375,6.210599899291992,8.506991386413574
11240.0,299,78.5,67.0,53.0099983215332,332,5679.02734375,5.8051347732543945,8.644535064697266
11250.0,2288,52.900001525878906,47.099998474121094,58.369998931884766,490,5944.40185546875,6.194405555725098,8.690205574035645
11300.0,184,70.9000015258789,68.9000015258789,46.18000030517578,719,4173.31689453125,6.577861309051514,8.336466789245605
11300.0,1056,68.5999984741211,49.0,48.17000198364258,382,4681.44775390625,5.945420742034912,8.451362609863281
11300.0,1771,80.0,70.0,35.970001220703125,481,4656.357421875,6.175867080688477,8.445988655090332
11300.0,2796,81.80000305175781,61.400001525878906,59.79999923706055,296,4673.59130859375,5.690359592437744,8.44968318939209
11310.0,1528,75.0,72.19999694824219,38.46000289916992,208,4831.375,5.337538242340088,8.48288631439209
11310.0,2583,71.0999984741211,47.400001525878906,43.93000030517578,305,5760.51171875,5.720311641693115,8.658782005310059
11310.0,5325,88.5999984741211,68.19999694824219,40.560001373291016,249,4639.90771484375,5.517452716827393,8.442449569702148
11320.0,2722,62.0,60.900001525878906,55.159996032714844,310,3889.464599609375,5.736572265625,8.266026496887207
11330.0,752,62.70000076293945,44.79999923706055,60.630001068115234,287,6774.85009765625,5.659482002258301,8.820972442626953
11330.0,4390,73.5,57.79999923706055,54.939998626708984,324,5570.57421875,5.780743598937988,8.625253677368164
12010.0,1080,70.0,60.0,26.30000114440918,327,4877.99072265625,5.7899603843688965,8.492488861083984
12010.0,1406,45.5,18.200000762939453,23.1299991607666,134,5970.24609375,4.8978400230407715,8.694543838500977
12010.0,1897,74.0999984741211,69.19999694824219,39.709999084472656,277,4717.4150390625,5.624017715454102,8.459015846252441
12010.0,2091,62.099998474121094,50.900001525878906,25.15999984741211,318,4635.40869140625,5.762051582336426,8.441479682922363
12010.0,2192,71.0999984741211,42.20000076293945,55.94000244140625,345,5472.13330078125,5.8435444831848145,8.607423782348633
12010.0,4385,70.0,35.0,32.40999984741211,145,5579.38623046875,4.976733684539795,8.62683391571045
12020.0,3305,77.5999984741211,48.0,49.0099983215332,202,4752.16357421875,5.308267593383789,8.466355323791504
12040.0,1921,75.0,64.5999984741211,27.599998474121094,703,4409.38525390625,6.555356979370117,8.391490936279297
13010.0,1581,46.70000076293945,51.70000076293945,58.56999588012695,449,4474.5390625,6.107022762298584,8.406158447265625
13010.0,2724,48.70000076293945,59.0,80.0,240,6183.79150390625,5.4806389808654785,8.729686737060547
13010.0,3690,33.29999923706055,42.400001525878906,89.9000015258789,198,6462.318359375,5.288267135620117,8.773743629455566
13020.0,104,37.5,26.799999237060547,77.02000427246094,409,7891.2958984375,6.0137152671813965,8.973515510559082
13020.0,738,43.900001525878906,31.700000762939453,66.77999877929688,283,4599.32861328125,5.64544677734375,8.43366527557373
13020.0,965,35.70000076293945,46.400001525878906,55.43000030517578,258,5274.248046875,5.552959442138672,8.57059097290039
13020.0,1306,42.20000076293945,42.20000076293945,91.73999786376953,327,4729.1806640625,5.7899603843688965,8.461506843566895
13020.0,1326,72.19999694824219,75.69999694824219,33.64999771118164,318,4368.587890625,5.762051582336426,8.382195472717285
13020.0,2122,80.5999984741211,74.19999694824219,49.43000030517578,265,6118.03759765625,5.579730033874512,8.71899700164795
13020.0,2169,69.19999694824219,61.5,53.85000228881836,156,6421.55126953125,5.049856185913086,8.767415046691895
13020.0,2483,34.599998474121094,30.799999237060547,77.27000427246094,198,5571.87890625,5.288267135620117,8.625487327575684
13020.0,3105,40.900001525878906,22.700000762939453,83.06999969482422,319,5012.60205078125,5.765191078186035,8.519710540771484
13020.0,3279,37.5,33.29999923706055,88.41000366210938,164,5659.01220703125,5.0998663902282715,8.64100456237793
13020.0,3570,56.29999923706055,42.20000076293945,55.0,380,5559.00244140625,5.940171241760254,8.623173713684082
13020.0,4266,48.900001525878906,34.0,60.86000061035156,373,4340.32421875,5.921578407287598,8.375704765319824
13020.0,4294,56.400001525878906,61.79999923706055,48.18000030517578,413,4760.88623046875,6.023447513580322,8.468189239501953
13020.0,4382,55.599998474121094,60.0,78.3699951171875,356,4794.275390625,5.8749308586120605,8.475177764892578
13020.0,4556,9.100000381469727,12.100000381469727,81.12999725341797,302,4623.63232421875,5.7104268074035645,8.438936233520508
13050.0,1027,71.19999694824219,54.20000076293945,39.02000045776367,287,5263.515625,5.659482002258301,8.568554878234863
13070.0,234,73.30000305175781,61.70000076293945,27.25,455,4554.80419921875,6.120297431945801,8.423937797546387
13070.0,3499,74.5,68.5999984741211,21.59000015258789,454,4670.4580078125,6.118097305297852,8.449012756347656
13070.0,4400,77.30000305175781,67.69999694824219,19.06999969482422,535,3739.27294921875,6.282266616821289,8.226646423339844
13080.0,2179,82.4000015258789,68.0999984741211,40.099998474121094,404,5262.416015625,6.001414775848389,8.568345069885254
13090.0,2578,88.69999694824219,67.69999694824219,4.28000020980835,397,4328.42578125,5.983936309814453,8.37295913696289
13090.0,3117,53.099998474121094,44.70000076293945,28.420001983642578,278,5394.71240234375,5.627621173858643,8.593174934387207
13090.0,3215,56.79999923706055,54.099998474121094,7.579999923706055,330,5610.6728515625,5.799092769622803,8.632426261901855
13090.0,4483,65.19999694824219,62.099998474121094,8.470000267028809,413,4385.82080078125,6.023447513580322,8.38613224029541
13120.0,2996,66.69999694824219,59.20000076293945,21.860000610351562,279,4965.9892578125,5.631211757659912,8.510367393493652
13135.0,4248,79.69999694824219,58.20000076293945,57.41999816894531,364,5716.8955078125,5.897153854370117,8.6511812210083
13135.0,6888,62.5,50.0,64.0,75,5152.82666015625,4.317488193511963,8.547300338745117
14010.0,6658,81.4000015258789,60.20000076293945,55.44999694824219,431,4154.248046875,6.066108226776123,8.331886291503906
14020.0,1983,70.69999694824219,55.20000076293945,51.7400016784668,201,5554.08935546875,5.303304672241211,8.622289657592773
14020.0,2464,83.30000305175781,77.80000305175781,55.55999755859375,180,5333.31103515625,5.192956924438477,8.581727981567383
14020.0,3484,71.0999984741211,71.0999984741211,55.51000213623047,263,4906.52490234375,5.5721540451049805,8.498321533203125
14020.0,5140,81.4000015258789,55.79999923706055,40.15999984741211,244,4668.041015625,5.497168064117432,8.448494911193848
14020.0,7257,96.0,80.0,49.279998779296875,138,6513.275390625,4.927253723144531,8.781598091125488
14030.0,995,73.19999694824219,57.70000076293945,26.350000381469727,482,3517.180419921875,6.177944183349609,8.165414810180664
14050.0,2369,74.5,67.30000305175781,56.06999969482422,387,4338.78564453125,5.9584245681762695,8.375349998474121
15020.0,595,85.5999984741211,67.69999694824219,30.389999389648438,431,5753.33642578125,6.066108226776123,8.657535552978516
15030.0,372,100.0,73.30000305175781,45.130001068115234,308,4522.84423828125,5.730099678039551,8.416895866394043
15050.0,5796,64.4000015258789,61.099998474121094,23.8700008392334,574,5010.982421875,6.3526291847229,8.519387245178223
15060.0,1015,76.4000015258789,56.20000076293945,35.01000213623047,617,4258.4248046875,6.424869060516357,8.356654167175293
16015.0,342,57.099998474121094,47.599998474121094,32.12000274658203,165,6140.74560546875,5.105945587158203,8.722701072692871
16015.0,1007,72.5,65.0,73.32999420166016,225,7999.66650390625,5.41610050201416,8.987154960632324
16015.0,1847,87.0,73.9000015258789,40.59000015258789,170,5907.8115234375,5.135798454284668,8.684030532836914
16015.0,4445,80.4000015258789,67.4000015258789,46.119998931884766,258,4949.19775390625,5.552959442138672,8.506980895996094
16050.0,1841,69.4000015258789,58.29999923706055,39.56999969482422,369,3889.238525390625,5.910796642303467,8.265968322753906
16100.0,4577,100.0,92.30000305175781,52.27000045776367,176,5739.10791015625,5.1704840660095215,8.655058860778809
17010.0,428,90.0,76.69999694824219,36.959999084472656,184,4781.4130859375,5.214935779571533,8.472491264343262
17010.0,2214,83.0999984741211,50.79999923706055,41.560001373291016,397,4679.45849609375,5.983936309814453,8.450937271118164
17010.0,2487,66.69999694824219,47.599998474121094,37.40999984741211,278,5144.81640625,5.627621173858643,8.545744895935059
17010.0,3501,56.29999923706055,31.299999237060547,41.08000183105469,314,4953.36962890625,5.749392986297607,8.50782299041748
17010.0,4379,63.400001525878906,51.20000076293945,52.1099967956543,284,4921.8203125,5.648974418640137,8.501433372497559
17050.0,934,76.9000015258789,84.5999984741211,40.31999969482422,62,8448.1455078125,4.127134323120117,9.041702270507812
17110.0,5517,60.0,57.79999923706055,48.80999755859375,293,4978.99658203125,5.680172443389893,8.512983322143555
17110.0,7363,49.099998474121094,41.5,67.79000091552734,357,4992.509765625,5.877735614776611,8.515693664550781
17140.0,404,65.0999984741211,51.20000076293945,41.58000183105469,570,5557.17041015625,6.345636367797852,8.622844696044922
17901.0,8063,61.900001525878906,40.0,75.68000030517578,185,7890.44873046875,5.220355987548828,8.973408699035645
18010.0,696,78.0,62.70000076293945,40.959999084472656,564,4764.63818359375,6.335054397583008,8.468976974487305
18020.0,1209,57.79999923706055,43.0,54.189998626708984,633,5100.31103515625,6.450470447540283,8.537056922912598
18060.0,477,80.5,56.099998474121094,75.55999755859375,270,5220.4853515625,5.598422050476074,8.560345649719238
18060.0,1585,62.20000076293945,56.79999923706055,70.77999877929688,462,4495.24462890625,6.135564804077148,8.410775184631348
18060.0,6392,44.099998474121094,48.5,54.43000030517578,327,4660.54150390625,5.7899603843688965,8.446887016296387
19010.0,3424,89.5999984741211,78.0,9.539999961853027,388,4346.8271484375,5.961005210876465,8.377201080322266
19070.0,1283,92.0,84.0,14.470000267028809,235,6233.69384765625,5.459585666656494,8.737724304199219
19100.0,219,86.30000305175781,72.5999984741211,23.579999923706055,424,4689.60400390625,6.049733638763428,8.453103065490723
19120.0,985,87.30000305175781,70.9000015258789,24.229999542236328,326,4357.150390625,5.7868971824646,8.379573822021484
19120.0,5073,86.4000015258789,69.69999694824219,36.75,234,5261.92724609375,5.455321311950684,8.568252563476562
19125.0,3019,76.5,70.5999984741211,18.81999969482422,170,5993.8115234375,5.135798454284668,8.698482513427734
19140.0,1010,100.0,72.69999694824219,13.179999351501465,129,5725.984375,4.859812259674072,8.652770042419434
19140.0,1161,87.5,62.5,12.119999885559082,132,4873.54541015625,4.8828020095825195,8.4915771484375
19140.0,3009,64.5999984741211,54.20000076293945,32.0,300,4468.6533203125,5.703782558441162,8.404842376708984
19140.0,4115,89.80000305175781,73.5,19.059999465942383,341,4200.0673828125,5.831882476806641,8.342855453491211
19140.0,5709,88.0,76.0,6.710000514984131,164,4376.10986328125,5.0998663902282715,8.383915901184082
19140.0,5710,78.0,56.0,5.840000152587891,291,3915.36767578125,5.673323154449463,8.272664070129395
20015.0,1313,56.5,30.399999618530273,69.86000061035156,146,4971.4658203125,4.983606815338135,8.511469841003418
21010.0,1259,96.0,88.0,16.969999313354492,165,5000.47900390625,5.105945587158203,8.517289161682129
21010.0,1954,80.4000015258789,70.5999984741211,42.2599983215332,336,5466.97021484375,5.817111015319824,8.60647964477539
21010.0,3500,89.0999984741211,60.900001525878906,25.389999389648438,319,5035.7587890625,5.765191078186035,8.524319648742676
21010.0,4421,85.69999694824219,67.9000015258789,51.59000015258789,283,5288.89404296875,5.64544677734375,8.5733642578125
21010.0,4430,62.5,62.5,38.150001525878906,173,5468.3525390625,5.153291702270508,8.606732368469238
21010.0,5104,84.0,76.0,38.17000198364258,186,4856.978515625,5.2257466316223145,8.488171577453613
21010.0,5711,72.0,76.0,33.880001068115234,183,4628.88525390625,5.20948600769043,8.440071105957031
21025.0,1247,85.19999694824219,74.0999984741211,26.28999900817871,175,4749.240234375,5.164785861968994,8.465740203857422
21025.0,1885,70.80000305175781,62.5,43.02000045776367,265,4824.15478515625,5.579730033874512,8.481390953063965
21025.0,6259,64.19999694824219,60.400001525878906,29.940000534057617,324,4730.47216796875,5.780743598937988,8.461780548095703
21060.0,3151,92.0,76.0,31.09000015258789,357,4097.0224609375,5.877735614776611,8.318016052246094
21090.0,4840,86.5,67.5999984741211,50.30999755859375,324,4640.75,5.780743598937988,8.442631721496582
21135.0,3243,80.0,73.30000305175781,46.97999954223633,315,5151.44140625,5.752572536468506,8.54703140258789
22010.0,619,62.20000076293945,48.900001525878906,30.770000457763672,247,4556.275390625,5.509388446807861,8.424261093139648
22010.0,1009,65.9000015258789,61.400001525878906,38.85000228881836,260,3661.357666015625,5.5606818199157715,8.205589294433594
22010.0,7561,95.19999694824219,85.69999694824219,30.669998168945312,163,4343.21484375,5.09375,8.376370429992676
23010.0,265,54.400001525878906,50.70000076293945,30.889999389648438,314,4829.46826171875,5.749392986297607,8.482491493225098
23030.0,1353,57.900001525878906,68.4000015258789,24.040000915527344,287,4779.01025390625,5.659482002258301,8.471988677978516
23030.0,2162,68.0,48.0,33.95000076293945,271,4690.05908203125,5.602118968963623,8.453200340270996
23030.0,4386,59.5,56.79999923706055,31.040000915527344,364,4335.513671875,5.897153854370117,8.374595642089844
23030.0,5797,79.80000305175781,60.599998474121094,23.219999313354492,534,4588.26953125,6.280395984649658,8.431258201599121
23050.0,2779,63.79999923706055,57.400001525878906,26.010000228881836,469,4511.2216796875,6.1506028175354,8.414322853088379
23050.0,4254,70.4000015258789,64.80000305175781,14.0,350,4132.2685546875,5.857933044433594,8.326581954956055
23050.0,6026,82.0999984741211,62.70000076293945,23.18000030517578,358,4579.7236328125,5.880533218383789,8.429393768310547
23060.0,483,82.0999984741211,69.19999694824219,16.920000076293945,260,6531.72705078125,5.5606818199157715,8.78442668914795
23060.0,898,70.0,61.29999923706055,15.629999160766602,384,5383.24755859375,5.9506425857543945,8.591047286987305
23060.0,1500,100.0,80.5,36.529998779296875,219,6731.73046875,5.389071941375732,8.814587593078613
23060.0,4122,75.0,67.30000305175781,34.220001220703125,263,8010.83251953125,5.5721540451049805,8.988550186157227
23060.0,4323,87.69999694824219,78.9000015258789,11.609999656677246,310,5757.7548828125,5.736572265625,8.658303260803223
23060.0,8351,83.80000305175781,70.0,7.349999904632568,422,4768.66845703125,6.0450053215026855,8.46982192993164
23065.0,2359,68.9000015258789,59.20000076293945,35.36000061035156,379,4374.263671875,5.937536239624023,8.383493423461914
23080.0,6354,71.30000305175781,56.29999923706055,19.670000076293945,478,5081.15283203125,6.169610500335693,8.533293724060059
23090.0,2170,77.5999984741211,67.30000305175781,21.110000610351562,450,5755.759765625,6.10924768447876,8.65795612335205
24020.0,1566,95.0999984741211,81.5,19.76999855041504,258,5618.66650390625,5.552959442138672,8.63385009765625
24030.0,2241,85.69999694824219,69.19999694824219,57.790000915527344,488,5729.580078125,6.190315246582031,8.653397560119629
24040.0,2993,59.599998474121094,54.400001525878906,39.09000015258789,353,5409.15283203125,5.8664679527282715,8.595848083496094
24070.0,2220,83.80000305175781,70.30000305175781,17.510000228881836,217,5570.4287109375,5.379897117614746,8.625226974487305
24070.0,2867,89.5,77.19999694824219,21.579999923706055,366,5303.890625,5.902633190155029,8.57619571685791
24070.0,3463,68.4000015258789,60.5,44.86000061035156,243,5544.52685546875,5.493061542510986,8.620566368103027
25010.0,94,54.79999923706055,28.600000381469727,58.84000015258789,294,6451.9658203125,5.683579921722412,8.772140502929688
25010.0,425,30.0,26.0,86.2699966430664,335,6199.9580078125,5.8141303062438965,8.732297897338867
25010.0,530,20.700000762939453,16.700000762939453,78.79999542236328,316,8080.041015625,5.755742073059082,8.997152328491211
25010.0,693,36.0,28.0,89.09000396728516,385,6078.51416015625,5.953243255615234,8.712515830993652
25010.0,740,84.69999694824219,89.80000305175781,67.83999633789062,426,5796.43896484375,6.054439544677734,8.664999008178711
25010.0,779,26.0,25.5,92.75,386,5529.26171875,5.955837249755859,8.617809295654297
25010.0,789,90.19999694824219,68.30000305175781,58.14999771118164,356,5558.05908203125,5.8749308586120605,8.623003959655762
25010.0,850,58.29999923706055,54.20000076293945,59.130001068115234,252,6903.0712890625,5.529428958892822,8.8397216796875
25010.0,938,48.099998474121094,62.29999923706055,87.37000274658203,388,5905.0205078125,5.961005210876465,8.683558464050293
25010.0,974,51.20000076293945,46.29999923706055,80.16999816894531,459,8502.509765625,6.129050254821777,9.048116683959961
25010.0,1098,77.80000305175781,43.20000076293945,74.13999938964844,321,6529.46435546875,5.7714409828186035,8.784080505371094
25010.0,1320,91.0999984741211,73.19999694824219,69.7300033569336,370,5768.197265625,5.913503170013428,8.660115242004395
25010.0,1370,41.900001525878906,24.399999618530273,74.40999603271484,508,5967.56103515625,6.2304816246032715,8.694093704223633
25010.0,1522,38.29999923706055,28.799999237060547,78.70999908447266,465,5406.236328125,6.142037391662598,8.595308303833008
25010.0,1747,61.20000076293945,71.4000015258789,94.19000244140625,413,6278.68994140625,6.023447513580322,8.744916915893555
25010.0,2403,53.70000076293945,7.699999809265137,95.92000579833984,319,6146.11279296875,5.765191078186035,8.7235746383667
25010.0,2522,92.0,69.4000015258789,90.61000061035156,362,6222.146484375,5.89164400100708,8.735870361328125
25010.0,2670,56.400001525878906,80.0,45.47999954223633,332,5840.56005859375,5.8051347732543945,8.672581672668457
25010.0,3033,74.5999984741211,66.69999694824219,40.47999954223633,420,5401.70458984375,6.040254592895508,8.594470024108887
25010.0,3035,23.600000381469727,21.799999237060547,90.70999908447266,409,5807.71875,6.0137152671813965,8.666943550109863
25010.0,3108,89.80000305175781,50.79999923706055,67.38999938964844,552,5285.0888671875,6.3135480880737305,8.57264518737793
25010.0,3129,63.599998474121094,47.900001525878906,54.88999938964844,665,5023.90380859375,6.499786853790283,8.52196216583252
25010.0,3423,91.9000015258789,81.0999984741211,69.26000213623047,309,7333.5048828125,5.733341217041016,8.900208473205566
25010.0,3498,82.69999694824219,77.5999984741211,73.98999786376953,296,6247.11474609375,5.690359592437744,8.739874839782715
25010.0,4073,37.900001525878906,39.29999923706055,80.7699966430664,234,6501.13671875,5.455321311950684,8.779732704162598
25010.0,4387,53.099998474121094,39.099998474121094,80.87000274658203,392,6130.02783203125,5.971261978149414,8.720954895019531
