wage,lwage,belavg,abvavg,exper,looks,union,goodhlth,black,female,married,south,bigcity,smllcity,service,expersq,educ
6.730000019073486,1.9065752029418945,0,0,23,3,0,1,0,0,1,0,0,1,1,529,17
10.050000190734863,2.307572603225708,0,0,24,3,0,1,0,0,1,0,0,0,0,576,16
6.539999961853027,1.8779371976852417,0,1,4,4,0,1,0,0,1,0,0,1,0,16,17
9.199999809265137,2.219203472137451,0,0,40,3,0,1,0,1,0,0,0,0,1,1600,17
4.619999885559082,1.5303946733474731,0,0,1,3,0,1,0,1,0,0,0,1,1,1,16
3.369999885559082,1.2149126529693604,0,0,36,3,0,1,1,1,0,0,1,0,1,1296,13
5.539999961853027,1.7119945287704468,0,1,7,4,0,1,0,1,0,0,0,1,1,49,17
6.110000133514404,1.8099267482757568,0,1,7,5,0,1,0,1,1,0,0,0,0,49,12
4.989999771118164,1.6074358224868774,0,0,14,3,0,1,0,1,0,0,0,1,1,196,13
5.880000114440918,1.7715567350387573,0,0,7,3,0,1,0,1,1,0,0,1,1,49,17
5.659999847412109,1.7334238290786743,0,1,11,4,1,1,0,1,0,1,0,1,1,121,16
4.0,1.3862943649291992,0,0,6,3,0,1,0,0,1,0,0,1,1,36,16
6.869999885559082,1.927164077758789,0,0,23,3,0,1,0,1,1,0,0,0,1,529,16
4.369999885559082,1.474763035774231,1,0,19,2,0,1,0,1,0,0,0,0,1,361,17
5.769999980926514,1.7526720762252808,0,0,30,3,0,1,0,0,1,1,0,1,0,900,13
5.769999980926514,1.7526720762252808,0,1,21,4,0,1,0,0,1,1,0,0,1,441,17
12.3100004196167,2.5104119777679443,0,1,9,4,0,1,0,0,1,0,1,0,1,81,17
19.079999923706055,2.9486405849456787,0,0,29,3,1,1,0,0,1,1,0,1,1,841,17
7.550000190734863,2.021547555923462,0,0,9,3,0,1,0,1,0,0,0,0,1,81,17
5.900000095367432,1.7749524116516113,0,1,18,4,0,1,0,1,0,0,0,0,1,324,17
6.369999885559082,1.8515994548797607,0,0,26,3,0,1,0,1,0,1,0,0,1,676,17
6.150000095367432,1.816452145576477,0,1,21,4,1,1,0,0,1,0,0,0,1,441,17
1.9199999570846558,0.6523251533508301,1,0,12,2,1,1,0,1,1,1,0,1,1,144,17
3.2699999809265137,1.184790015220642,0,0,11,3,0,1,0,0,0,0,0,1,1,121,17
2.180000066757202,0.7793248891830444,0,1,18,4,0,1,0,0,0,0,0,1,1,324,17
5.619999885559082,1.7263315916061401,0,0,22,3,0,1,0,0,1,0,0,1,1,484,17
9.289999961853027,2.228938579559326,0,1,38,4,0,1,0,1,0,0,0,0,1,1444,17
6.409999847412109,1.8578592538833618,0,0,10,3,1,1,0,1,1,0,0,1,1,100,17
7.460000038146973,2.0095553398132324,0,0,22,3,1,1,0,1,1,0,0,1,1,484,16
6.590000152587891,1.8855533599853516,1,0,16,2,1,1,0,1,0,0,1,0,1,256,17
6.730000019073486,1.9065752029418945,1,0,20,2,1,1,0,1,1,1,0,1,1,400,17
5.610000133514404,1.724550724029541,0,0,14,3,1,1,0,1,1,1,0,1,1,196,16
3.6500000953674316,1.2947272062301636,0,1,14,4,0,1,0,1,1,0,1,0,1,196,16
13.010000228881836,2.565718412399292,0,1,15,4,1,1,0,0,1,0,1,0,1,225,17
6.96999979019165,1.9416152238845825,0,0,18,3,1,1,0,0,0,0,0,0,1,324,17
7.690000057220459,2.0399208068847656,0,0,21,3,1,1,0,1,1,1,0,1,1,441,17
6.730000019073486,1.9065752029418945,0,0,15,3,0,1,0,0,1,1,0,1,1,225,16
5.130000114440918,1.6351057291030884,0,0,10,3,1,1,0,1,0,0,0,0,1,100,17
2.140000104904175,0.7608059048652649,0,1,6,4,0,1,0,1,1,0,0,1,1,36,16
4.53000020980835,1.510722041130066,1,0,8,2,1,1,0,1,1,0,0,1,1,64,14
9.100000381469727,2.2082743644714355,1,0,18,2,0,1,0,1,0,1,1,0,1,324,17
9.779999732971191,2.280339479446411,0,0,15,3,1,1,0,1,0,0,0,1,1,225,17
3.630000114440918,1.2892327308654785,0,1,11,4,0,1,0,1,1,0,1,0,1,121,13
7.210000038146973,1.9754689931869507,0,0,20,3,1,0,1,1,1,0,1,0,1,400,17
10.619999885559082,2.362739086151123,0,0,18,3,1,1,0,1,1,0,0,1,1,324,17
4.619999885559082,1.5303946733474731,0,0,10,3,1,1,0,1,1,0,0,1,1,100,17
6.539999961853027,1.8779371976852417,0,0,26,3,1,1,0,1,0,1,0,0,1,676,14
12.119999885559082,2.4948570728302,0,0,35,3,1,0,0,1,0,0,1,0,1,1225,17
7.210000038146973,1.9754689931869507,0,1,30,4,1,1,0,1,1,0,0,1,1,900,16
6.25,1.8325815200805664,0,1,6,4,1,0,0,1,0,0,0,1,1,36,16
3.8499999046325684,1.348073124885559,0,0,13,3,1,1,0,1,1,0,0,1,1,169,17
3.0299999713897705,1.1085625886917114,0,0,10,3,0,0,0,1,1,0,0,1,1,100,16
2.009999990463257,0.69813472032547,0,0,16,3,0,1,0,1,1,0,1,0,1,256,16
3.9000000953674316,1.3609765768051147,0,1,5,4,1,1,0,1,1,0,0,0,1,25,17
6.349999904632568,1.8484548330307007,0,0,11,3,1,1,0,1,0,0,1,0,1,121,17
2.0,0.6931471824645996,0,1,6,4,0,1,0,1,1,0,0,0,1,36,14
7.690000057220459,2.0399208068847656,0,0,22,3,1,1,0,0,1,1,0,1,1,484,17
2.630000114440918,0.9669839143753052,0,0,4,3,0,1,0,1,0,0,1,0,1,16,12
5.0,1.6094379425048828,0,1,15,4,1,1,0,1,1,1,1,0,1,225,17
6.539999961853027,1.8779371976852417,0,0,7,3,0,1,0,1,0,0,1,0,1,49,17
5.190000057220459,1.6467337608337402,0,0,10,3,0,1,0,1,1,0,0,1,1,100,16
9.75,2.2772672176361084,0,0,8,3,1,1,0,1,1,0,1,0,1,64,16
2.809999942779541,1.0331844091415405,0,0,14,3,0,1,1,1,1,0,1,0,0,196,13
4.619999885559082,1.5303946733474731,0,0,11,3,1,1,0,0,1,0,0,1,1,121,17
7.329999923706055,1.9919755458831787,0,0,34,3,1,1,0,0,1,0,0,1,1,1156,17
7.690000057220459,2.0399208068847656,0,1,12,4,1,1,0,0,1,0,0,0,1,144,17
3.259999990463257,1.1817271709442139,0,0,10,3,1,1,0,0,1,0,0,0,1,100,17
5.769999980926514,1.7526720762252808,1,0,11,2,0,1,0,1,0,0,0,1,1,121,17
5.590000152587891,1.7209793329238892,0,1,8,4,1,1,0,0,0,0,0,1,1,64,17
5.130000114440918,1.6351057291030884,0,0,28,3,0,1,1,0,0,0,0,0,1,784,16
14.739999771118164,2.6905648708343506,1,0,24,2,1,1,0,0,1,0,1,0,1,576,17
3.6700000762939453,1.3001916408538818,0,0,8,3,1,1,0,1,0,0,0,0,1,64,17
9.729999542236328,2.2752139568328857,0,1,13,4,0,1,0,0,1,0,0,0,1,169,17
3.4600000381469727,1.2412686347961426,0,0,4,3,1,1,0,0,1,0,0,0,1,16,13
6.369999885559082,1.8515994548797607,0,1,43,4,1,1,0,0,1,0,0,1,1,1849,17
6.579999923706055,1.8840347528457642,0,0,30,3,0,1,0,1,1,0,0,1,1,900,16
10.149999618530273,2.3174736499786377,0,0,16,3,1,1,1,0,0,0,1,0,1,256,16
9.229999542236328,2.222459077835083,0,0,19,3,1,1,0,0,1,1,0,0,1,361,17
6.75,1.9095425605773926,0,0,21,3,0,0,0,0,1,1,0,1,1,441,17
10.220000267028809,2.3243465423583984,0,0,26,3,0,1,0,1,0,0,1,0,1,676,17
4.760000228881836,1.5602476596832275,0,0,8,3,1,1,0,0,1,0,0,1,1,64,16
1.7599999904632568,0.5653138160705566,0,0,24,3,0,1,0,1,0,0,1,0,1,576,17
12.729999542236328,2.5439612865448,0,1,15,4,1,1,0,0,1,0,0,1,1,225,17
5.849999904632568,1.7664417028427124,0,0,26,3,1,1,0,0,1,0,0,0,0,676,12
3.1700000762939453,1.1537315845489502,0,0,6,3,0,0,0,0,1,0,0,0,0,36,16
5.989999771118164,1.7900913953781128,1,0,19,2,0,1,0,0,1,0,0,1,0,361,12
4.619999885559082,1.5303946733474731,0,0,4,3,0,1,0,0,1,0,1,0,0,16,12
1.7999999523162842,0.5877866148948669,0,1,23,4,0,1,0,0,1,1,0,0,1,529,13
5.949999809265137,1.7833912372589111,0,1,25,4,0,1,0,0,1,0,0,1,1,625,13
7.460000038146973,2.0095553398132324,0,0,18,3,0,1,0,0,1,0,1,0,0,324,12
8.699999809265137,2.163322925567627,1,0,27,2,0,1,0,0,1,0,0,1,0,729,13
3.75,1.3217558860778809,0,0,16,3,0,1,0,0,1,0,0,0,0,256,10
7.690000057220459,2.0399208068847656,0,0,20,3,0,1,0,0,1,0,0,1,1,400,12
5.239999771118164,1.656321406364441,0,0,12,3,0,0,0,0,1,0,0,0,0,144,14
10.100000381469727,2.312535524368286,0,1,35,4,0,1,0,0,1,0,1,0,0,1225,12
3.75,1.3217558860778809,1,0,36,1,0,1,0,0,0,0,0,1,0,1296,12
5.789999961853027,1.7561322450637817,0,0,35,3,0,1,0,0,1,0,0,1,0,1225,13
5.059999942779541,1.6213665008544922,0,0,5,3,0,1,0,0,1,0,0,1,1,25,17
7.960000038146973,2.0744290351867676,0,1,15,4,1,1,0,0,1,0,0,1,0,225,13
12.819999694824219,2.551006317138672,0,0,44,3,1,1,0,0,1,0,1,0,0,1936,12
8.460000038146973,2.1353492736816406,0,0,28,3,0,1,0,0,1,1,0,1,0,784,13
3.759999990463257,1.3244189023971558,0,1,2,4,1,1,0,1,0,1,1,0,1,4,13
2.859999895095825,1.0508215427398682,0,0,43,3,0,1,0,0,1,0,0,1,1,1849,12
11.8100004196167,2.468946695327759,0,0,30,3,1,1,0,0,1,0,1,0,0,900,10
7.690000057220459,2.0399208068847656,0,0,26,3,0,1,0,0,1,0,0,1,0,676,12
7.210000038146973,1.9754689931869507,0,0,40,3,1,0,0,0,1,0,1,0,0,1600,12
2.880000114440918,1.0577902793884277,0,1,7,4,0,1,1,1,0,0,0,1,1,49,13
5.730000019073486,1.7457154989242554,0,0,10,3,1,1,0,1,0,1,0,1,0,100,12
4.489999771118164,1.5018526315689087,1,0,37,2,0,1,0,0,1,0,0,0,1,1369,12
9.569999694824219,2.2586331367492676,0,1,27,4,1,1,0,0,1,0,0,1,1,729,17
3.609999895095825,1.2837077379226685,0,0,5,3,0,1,0,0,1,0,1,0,1,25,17
7.769999980926514,2.0502700805664062,1,0,14,2,0,1,0,0,1,0,0,0,0,196,13
9.229999542236328,2.222459077835083,1,0,16,2,0,1,0,0,0,0,1,0,0,256,16
5.579999923706055,1.7191888093948364,0,0,4,3,0,1,0,0,1,0,0,1,0,16,17
5.340000152587891,1.6752257347106934,0,0,39,3,0,1,0,0,1,0,1,0,1,1521,16
5.170000076293945,1.64287269115448,0,0,32,3,1,1,0,0,1,1,0,1,1,1024,12
6.409999847412109,1.8578592538833618,0,1,16,4,0,1,0,0,1,1,0,0,1,256,17
7.400000095367432,2.0014801025390625,0,1,10,4,0,1,0,1,0,0,0,1,1,100,17
6.75,1.9095425605773926,0,1,15,4,0,1,0,0,1,0,0,1,0,225,17
8.460000038146973,2.1353492736816406,0,1,10,4,0,1,0,0,1,1,0,1,1,100,17
4.610000133514404,1.5282279253005981,0,0,10,3,0,1,0,1,0,0,0,0,0,100,13
8.609999656677246,2.1529242992401123,0,0,12,3,0,0,0,1,1,1,0,1,0,144,12
5.239999771118164,1.656321406364441,0,1,4,4,0,1,0,0,0,0,0,0,0,16,16
15.380000114440918,2.7330679893493652,0,0,12,3,0,1,0,0,0,1,1,0,0,144,17
2.369999885559082,0.8628898859024048,0,1,15,4,0,1,0,1,1,0,0,1,0,225,12
6.71999979019165,1.9050880670547485,0,1,37,4,0,1,0,1,0,1,1,0,0,1369,12
9.399999618530273,2.2407095432281494,0,1,23,4,0,1,0,0,1,0,0,1,0,529,14
7.840000152587891,2.059238910675049,0,0,15,3,0,1,0,0,1,0,0,1,0,225,16
15.0,2.70805025100708,0,1,10,4,0,1,0,0,0,0,1,0,0,100,17
4.699999809265137,1.5475624799728394,0,1,14,4,0,1,0,1,1,0,0,1,0,196,12
11.279999732971191,2.4230313301086426,0,0,17,3,0,1,0,0,0,1,1,0,0,289,13
11.970000267028809,2.482403516769409,0,0,24,3,0,1,0,0,1,0,0,1,0,576,16
13.989999771118164,2.63834285736084,0,1,13,4,0,1,0,0,1,1,0,0,0,169,17
3.0,1.0986123085021973,0,0,5,3,0,1,0,1,1,1,0,1,0,25,13
3.4100000858306885,1.2267123460769653,0,0,20,3,0,1,0,1,1,0,0,1,0,400,12
9.619999885559082,2.2638442516326904,0,1,29,4,0,1,0,0,1,0,0,1,0,841,14
6.730000019073486,1.9065752029418945,0,1,10,4,0,1,0,0,0,0,1,0,0,100,16
9.619999885559082,2.2638442516326904,0,0,36,3,0,1,0,0,1,1,1,0,1,1296,13
5.190000057220459,1.6467337608337402,0,0,15,3,0,1,0,1,1,0,0,0,1,225,13
4.619999885559082,1.5303946733474731,0,0,26,3,0,1,0,1,1,0,0,0,1,676,12
5.03000020980835,1.6154199838638306,0,1,13,4,0,1,0,1,1,0,0,0,1,169,14
9.84000015258789,2.2864556312561035,0,0,26,3,0,1,0,0,1,0,0,1,0,676,14
5.289999961853027,1.665818214416504,0,0,9,3,1,1,0,0,1,0,0,1,0,81,12
10.989999771118164,2.3969857692718506,1,0,40,1,0,1,0,0,1,0,0,1,0,1600,12
7.079999923706055,1.9572738409042358,0,0,28,3,1,0,0,0,1,0,1,0,0,784,16
8.170000076293945,2.100468873977661,1,0,12,2,0,1,0,0,0,0,1,0,0,144,16
5.880000114440918,1.7715567350387573,0,1,25,4,0,1,0,1,1,0,0,0,1,625,13
7.920000076293945,2.0693912506103516,0,1,18,4,0,1,0,1,1,0,0,1,0,324,13
4.440000057220459,1.4906543493270874,0,0,9,3,0,1,0,0,0,0,0,1,0,81,17
6.639999866485596,1.8931119441986084,0,0,9,3,1,1,0,0,1,0,0,0,0,81,13
15.800000190734863,2.760010004043579,0,1,30,4,0,0,0,0,1,0,0,1,0,900,17
9.229999542236328,2.222459077835083,0,0,40,3,0,1,0,1,0,0,1,0,0,1600,14
12.819999694824219,2.551006317138672,0,0,36,3,0,1,0,0,1,0,1,0,0,1296,17
14.180000305175781,2.6518325805664062,0,1,30,4,0,1,0,0,1,0,0,1,0,900,16
11.539999961853027,2.445819139480591,0,0,27,3,1,1,0,0,1,0,1,0,1,729,12
9.399999618530273,2.2407095432281494,0,0,22,3,1,1,0,0,1,0,0,1,1,484,12
10.390000343322754,2.340843915939331,0,0,40,3,1,1,0,0,1,1,0,1,0,1600,13
5.539999961853027,1.7119945287704468,0,0,40,3,0,1,1,0,1,0,1,0,1,1600,12
7.860000133514404,2.061786651611328,0,0,21,3,0,1,0,0,1,0,1,0,0,441,14
8.170000076293945,2.100468873977661,0,0,36,3,1,0,0,0,1,1,0,0,0,1296,13
4.050000190734863,1.398716926574707,0,1,16,4,0,1,0,1,1,0,0,1,1,256,12
7.809999942779541,2.0554049015045166,0,0,36,3,1,0,0,0,1,0,1,0,0,1296,10
2.559999942779541,0.940007209777832,0,0,18,3,0,1,0,0,1,0,0,0,0,324,13
12.979999542236328,2.5634095668792725,0,1,11,4,0,1,0,0,0,1,0,0,0,121,16
41.66999816894531,3.72978138923645,0,1,16,4,0,0,0,0,1,0,0,1,0,256,13
4.809999942779541,1.5706970691680908,0,1,12,4,0,1,0,1,1,0,0,0,0,144,13
1.3200000524520874,0.2776317894458771,0,0,2,3,1,1,0,0,1,0,0,1,0,4,10
3.7100000381469727,1.3110319375991821,0,0,4,3,0,1,0,0,0,0,1,0,0,16,16
4.809999942779541,1.5706970691680908,0,0,21,3,1,1,0,0,1,0,1,0,1,441,16
4.679999828338623,1.5432981252670288,0,0,4,3,0,1,0,0,0,0,1,0,0,16,12
8.210000038146973,2.1053528785705566,1,0,32,2,1,1,0,1,0,1,0,0,1,1024,17
4.03000020980835,1.3937664031982422,0,0,7,3,0,1,0,1,0,0,1,0,0,49,16
4.809999942779541,1.5706970691680908,0,0,5,3,0,0,0,0,0,0,1,0,0,25,13
15.630000114440918,2.749192237854004,0,0,23,3,0,1,0,0,1,1,1,0,0,529,16
7.690000057220459,2.0399208068847656,0,0,23,3,1,1,0,0,1,0,1,0,0,529,5
7.170000076293945,1.9699056148529053,0,0,14,3,0,1,0,0,1,0,0,1,0,196,13
8.079999923706055,2.0893919467926025,0,1,13,4,0,1,0,0,1,0,0,1,0,169,16
9.029999732971191,2.200552225112915,0,0,28,3,0,1,0,0,1,0,0,1,0,784,13
6.75,1.9095425605773926,0,1,35,4,0,1,0,0,1,0,1,0,0,1225,14
8.4399995803833,2.1329822540283203,0,1,16,4,0,1,0,0,1,0,0,0,0,256,13
6.0,1.7917594909667969,0,1,12,4,0,1,0,0,1,0,0,0,1,144,17
6.150000095367432,1.816452145576477,0,0,7,3,0,1,0,0,1,1,0,0,1,49,17
4.099999904632568,1.4109869003295898,0,0,25,3,0,1,0,0,1,0,0,1,1,625,12
14.170000076293945,2.6511270999908447,0,0,22,3,1,1,0,0,1,1,0,1,0,484,13
6.409999847412109,1.8578592538833618,0,0,22,3,0,1,0,0,1,0,0,1,1,484,17
31.09000015258789,3.4368863105773926,0,0,32,3,0,0,0,0,1,0,0,1,0,1024,13
10.289999961853027,2.331172466278076,0,1,35,4,0,1,0,0,1,1,0,1,1,1225,13
5.059999942779541,1.6213665008544922,0,0,28,3,0,1,0,0,1,0,1,0,0,784,12
6.369999885559082,1.8515994548797607,0,0,18,3,0,1,0,0,1,1,0,1,0,324,13
2.9800000190734863,1.0919233560562134,0,0,11,3,0,1,0,1,0,0,0,1,0,121,17
13.279999732971191,2.586259126663208,0,0,40,3,0,1,0,0,1,0,1,0,0,1600,13
4.199999809265137,1.4350844621658325,1,0,10,2,0,1,0,0,1,1,0,0,0,100,13
