salary,teamsal,nl,years,games,atbats,runs,hits,doubles,triples,hruns,rbis,bavg,bb,so,sbases,fldperc,frstbase,scndbase,shrtstop,thrdbase,outfield,catcher,yrsallst,hispan,black,whitepop,blackpop,hisppop,pcinc,gamesyr,hrunsyr,atbatsyr,allstar,slugavg,rbisyr,sbasesyr,runsyr,percwhte,percblck,perchisp,blckpb,hispph,whtepw,blckph,hisppb,lsalary
212500.0,38407380.0,1,2,169,447,41,111,18,1,14,44,248.0,47,109,3,993,0,0,0,0,0,1,0,0,0,5772110.0,1547725.0,893422.0,18840,84.5,7.0,223.5,0.0,38.70246124267578,22.0,1.5,20.5,70.27796936035156,18.844228744506836,10.877803802490234,0.0,0.0,70.27796936035156,0.0,0.0,12.26669692993164
180000.0,38407380.0,1,2,87,278,25,70,14,3,1,21,252.0,14,20,2,977,0,0,1,0,0,0,0,1,0,5772110.0,1547725.0,893422.0,18840,43.5,0.5,139.0,0.0,33.4532356262207,10.5,1.0,12.5,70.27796936035156,18.844228744506836,10.877803802490234,0.0,10.877803802490234,0.0,0.0,18.844228744506836,12.100711822509766
3400000.0,18297546.0,1,7,789,2872,312,758,124,15,85,375,264.0,139,516,62,980,0,0,0,0,0,1,4,1,0,2438598.0,591440.0,1061846.0,15682,112.71428680419922,12.142857551574707,410.28570556640625,57.14285659790039,40.633705139160156,53.57143020629883,8.857142448425293,44.57143020629883,59.595970153808594,14.453977584838867,25.95005226135254,0.0,25.95005226135254,0.0,0.0,14.453977584838867,15.039285659790039
2000000.0,18297546.0,1,2,45,66,7,12,1,0,1,4,182.0,10,22,0,1000,1,0,0,0,0,0,0,1,0,2438598.0,591440.0,1061846.0,15682,22.5,0.5,33.0,0.0,24.24242401123047,2.0,0.0,3.5,59.595970153808594,14.453977584838867,25.95005226135254,0.0,25.95005226135254,0.0,0.0,14.453977584838867,14.508657455444336
1250000.0,18297546.0,1,4,442,1617,230,419,69,22,35,209,259.0,122,383,46,973,0,0,0,0,1,0,0,1,0,2438598.0,591440.0,1061846.0,15682,110.5,8.75,404.25,0.0,39.39393997192383,52.25,11.5,57.5,59.595970153808594,14.453977584838867,25.95005226135254,0.0,25.95005226135254,0.0,0.0,14.453977584838867,14.038654327392578
825000.0,18297546.0,1,6,528,1608,178,395,60,7,8,130,246.0,159,203,32,970,0,0,1,0,0,0,2,0,0,2438598.0,591440.0,1061846.0,15682,88.0,1.3333333730697632,268.0,33.33333206176758,30.659204483032227,21.66666603088379,5.333333492279053,29.66666603088379,59.595970153808594,14.453977584838867,25.95005226135254,0.0,0.0,59.595970153808594,0.0,0.0,13.623138427734375
750000.0,18297546.0,1,7,701,2088,275,610,110,11,21,254,292.0,347,248,5,989,0,0,0,1,0,0,0,0,0,2438598.0,591440.0,1061846.0,15682,100.14286041259766,3.0,298.28570556640625,0.0,38.55363845825195,36.28571319580078,0.7142857313156128,39.28571319580078,59.595970153808594,14.453977584838867,25.95005226135254,0.0,0.0,59.595970153808594,0.0,0.0,13.527828216552734
200000.0,18297546.0,1,5,478,1348,155,351,69,9,26,123,260.0,112,218,59,972,0,0,0,0,1,0,0,0,1,2438598.0,591440.0,1061846.0,15682,95.5999984741211,5.199999809265137,269.6000061035156,0.0,38.2789306640625,24.600000381469727,11.800000190734863,31.0,59.595970153808594,14.453977584838867,25.95005226135254,14.453977584838867,0.0,0.0,25.95005226135254,0.0,12.206072807312012
190000.0,18297546.0,1,2,168,421,42,114,23,2,3,42,271.0,67,84,9,957,0,1,0,0,0,0,0,0,0,2438598.0,591440.0,1061846.0,15682,84.0,1.5,210.5,0.0,35.62945556640625,21.0,4.5,21.0,59.595970153808594,14.453977584838867,25.95005226135254,0.0,0.0,59.595970153808594,0.0,0.0,12.154779434204102
138000.0,18297546.0,1,3,109,330,19,71,10,1,8,33,215.0,23,61,0,987,0,0,0,0,0,1,0,0,0,2438598.0,591440.0,1061846.0,15682,36.33333206176758,2.6666667461395264,110.0,0.0,32.42424392700195,11.0,0.0,6.333333492279053,59.595970153808594,14.453977584838867,25.95005226135254,0.0,0.0,59.595970153808594,0.0,0.0,11.83500862121582
136000.0,18297546.0,1,2,86,197,19,44,8,1,4,27,223.0,24,62,0,1000,0,0,0,0,1,0,0,0,0,2438598.0,591440.0,1061846.0,15682,43.0,2.0,98.5,0.0,33.50253677368164,13.5,0.0,9.5,59.595970153808594,14.453977584838867,25.95005226135254,0.0,0.0,59.595970153808594,0.0,0.0,11.820409774780273
125000.0,18297546.0,1,2,37,111,13,28,7,2,0,11,252.0,10,28,0,992,0,0,0,0,1,0,0,0,0,2438598.0,591440.0,1061846.0,15682,18.5,0.0,55.5,0.0,35.135135650634766,5.5,0.0,6.5,59.595970153808594,14.453977584838867,25.95005226135254,0.0,0.0,59.595970153808594,0.0,0.0,11.736068725585938
123000.0,18297546.0,1,1,32,99,14,29,6,0,0,7,293.0,11,13,0,967,0,0,0,0,1,0,0,0,1,2438598.0,591440.0,1061846.0,15682,32.0,0.0,99.0,0.0,35.35353469848633,7.0,0.0,14.0,59.595970153808594,14.453977584838867,25.95005226135254,14.453977584838867,0.0,0.0,25.95005226135254,0.0,11.719939231872559
123000.0,18297546.0,1,3,38,77,9,16,3,0,0,4,208.0,9,10,12,1000,0,0,0,0,1,0,0,0,1,2438598.0,591440.0,1061846.0,15682,12.666666984558105,0.0,25.66666603088379,0.0,24.675325393676758,1.3333333730697632,4.0,3.0,59.595970153808594,14.453977584838867,25.95005226135254,14.453977584838867,0.0,0.0,25.95005226135254,0.0,11.719939231872559
3000000.0,14671833.0,1,4,433,1481,207,409,79,9,58,212,276.0,137,324,54,990,0,0,0,0,1,0,1,0,0,,38645.0,,17889,108.25,14.5,370.25,25.0,45.914920806884766,53.0,13.5,51.75,,,,,,,,,14.914122581481934
1537500.0,14671833.0,1,3,415,1592,234,433,62,18,21,152,272.0,215,355,144,972,0,1,0,0,0,0,0,0,1,,38645.0,,17889,138.3333282470703,7.0,530.6666870117188,0.0,37.31155776977539,50.66666793823242,48.0,78.0,,,,,,,,,14.245668411254883
1500000.0,14671833.0,1,4,431,1573,230,422,78,17,24,136,268.0,115,231,177,983,0,0,0,0,1,0,0,0,0,,38645.0,,17889,107.75,6.0,393.25,0.0,38.52511215209961,34.0,44.25,57.5,,,,,,,,,14.220975875854492
210000.0,14671833.0,1,2,131,361,57,100,28,3,9,56,277.0,25,49,16,979,0,0,0,0,1,0,0,0,1,,38645.0,,17889,65.5,4.5,180.5,0.0,44.59833908081055,28.0,8.0,28.5,,,,,,,,,12.254862785339355
170000.0,14671833.0,1,4,145,389,22,92,19,2,4,41,237.0,21,49,0,994,0,0,0,0,0,1,0,0,0,,38645.0,,17889,36.25,1.0,97.25,0.0,32.6478157043457,10.25,0.0,5.5,,,,,,,,,12.043553352355957
142500.0,14671833.0,1,2,126,274,25,64,12,3,5,28,234.0,25,54,3,987,0,0,0,0,1,0,0,0,0,,38645.0,,17889,63.0,2.5,137.0,0.0,35.401458740234375,14.0,1.5,12.5,,,,,,,,,11.867096900939941
126500.0,14671833.0,1,1,45,126,17,38,4,1,2,8,302.0,9,31,0,947,0,0,1,0,0,0,0,1,0,,38645.0,,17889,45.0,2.0,126.0,0.0,39.68254089355469,8.0,0.0,17.0,,,,,,,,,11.747997283935547
117500.0,14671833.0,1,2,34,83,5,15,2,0,1,4,181.0,8,26,0,957,0,0,0,0,1,0,0,0,0,,38645.0,,17889,17.0,0.5,41.5,0.0,24.096385955810547,2.0,0.0,2.5,,,,,,,,,11.674193382263184
115000.0,14671833.0,1,1,37,74,7,14,5,0,3,14,189.0,9,18,1,986,0,0,0,0,0,1,0,0,0,,38645.0,,17889,37.0,3.0,74.0,0.0,37.83783721923828,14.0,1.0,7.0,,,,,,,,,11.652687072753906
6200000.0,38553668.0,1,7,1046,3732,572,1040,224,37,135,596,279.0,463,570,32,958,0,0,0,0,1,0,4,0,1,12699119.0,3289465.0,2777951.0,19683,149.42857360839844,19.285715103149414,533.1428833007812,57.14285659790039,46.70418167114258,85.14286041259766,4.5714287757873535,81.71428680419922,67.66896057128906,17.528356552124023,14.802684783935547,17.528356552124023,0.0,0.0,14.802684783935547,0.0,15.640059471130371
3375000.0,38553668.0,1,16,2444,9124,1343,2646,462,32,414,1562,290.0,1147,1224,90,993,1,0,0,0,0,0,8,0,1,12699119.0,3289465.0,2777951.0,19683,152.75,25.875,570.25,50.0,48.37790298461914,97.625,5.625,83.9375,67.66896057128906,17.528356552124023,14.802684783935547,17.528356552124023,0.0,0.0,14.802684783935547,0.0,15.031906127929688
2312500.0,38553668.0,1,8,1021,4042,648,1071,124,62,18,255,265.0,380,716,610,974,0,0,0,0,1,0,2,0,1,12699119.0,3289465.0,2777951.0,19683,127.625,2.25,505.25,25.0,33.96833419799805,31.875,76.25,81.0,67.66896057128906,17.528356552124023,14.802684783935547,17.528356552124023,0.0,0.0,14.802684783935547,0.0,14.653840065002441
2300000.0,38553668.0,1,10,1328,5132,675,1465,251,70,48,479,285.0,396,480,181,980,0,0,1,0,0,0,4,1,0,12699119.0,3289465.0,2777951.0,19683,132.8000030517578,4.800000190734863,513.2000122070312,40.0,38.971160888671875,47.900001525878906,18.100000381469727,67.5,67.66896057128906,17.528356552124023,14.802684783935547,0.0,14.802684783935547,0.0,0.0,17.528356552124023,14.648419380187988
2150000.0,38553668.0,1,11,1279,4309,672,1092,225,17,204,672,252.99998474121094,576,1891,213,939,0,0,0,1,0,0,2,0,0,12699119.0,3289465.0,2777951.0,19683,116.2727279663086,18.545454025268555,391.7272644042969,18.18181800842285,45.55581283569336,61.09090805053711,19.363636016845703,61.09090805053711,67.66896057128906,17.528356552124023,14.802684783935547,0.0,0.0,67.66896057128906,0.0,0.0,14.580978393554688
650000.0,38553668.0,1,9,930,2935,384,817,131,29,37,265,278.0,221,266,82,985,0,0,0,0,1,0,0,0,0,12699119.0,3289465.0,2777951.0,19683,103.33333587646484,4.111111164093018,326.1111145019531,0.0,38.05792236328125,29.44444465637207,9.11111068725586,42.66666793823242,67.66896057128906,17.528356552124023,14.802684783935547,0.0,0.0,67.66896057128906,0.0,0.0,13.384727478027344
635000.0,38553668.0,1,10,411,1004,133,251,30,6,12,96,250.0,95,183,60,959,0,0,0,1,0,0,0,0,1,12699119.0,3289465.0,2777951.0,19683,41.099998474121094,1.2000000476837158,100.4000015258789,0.0,32.768924713134766,9.600000381469727,6.0,13.300000190734863,67.66896057128906,17.528356552124023,14.802684783935547,17.528356552124023,0.0,0.0,14.802684783935547,0.0,13.361380577087402
500000.0,38553668.0,1,7,339,889,87,182,48,3,12,92,205.0,87,11,0,988,0,0,0,0,0,1,0,0,0,12699119.0,3289465.0,2777951.0,19683,48.42856979370117,1.7142857313156128,127.0,0.0,30.596176147460938,13.142857551574707,0.0,12.428571701049805,67.66896057128906,17.528356552124023,14.802684783935547,0.0,0.0,67.66896057128906,0.0,0.0,13.122363090515137
475000.0,38553668.0,1,6,533,1555,199,422,70,8,8,136,271.0,127,195,19,993,0,0,0,0,1,0,0,0,0,12699119.0,3289465.0,2777951.0,19683,88.83333587646484,1.3333333730697632,259.1666564941406,0.0,34.21221923828125,22.66666603088379,3.1666667461395264,33.16666793823242,67.66896057128906,17.528356552124023,14.802684783935547,0.0,0.0,67.66896057128906,0.0,0.0,13.071069717407227
195000.0,38553668.0,1,3,180,485,45,97,23,1,8,41,200.0,31,108,3,995,0,0,0,0,0,1,0,0,0,12699119.0,3289465.0,2777951.0,19683,60.0,2.6666667461395264,161.6666717529297,0.0,30.103092193603516,13.666666984558105,1.0,15.0,67.66896057128906,17.528356552124023,14.802684783935547,0.0,0.0,67.66896057128906,0.0,0.0,12.180754661560059
109000.0,38553668.0,1,1,30,108,15,24,7,1,3,10,222.0,8,24,2,988,0,0,0,0,1,0,0,0,1,12699119.0,3289465.0,2777951.0,19683,30.0,3.0,108.0,0.0,38.88888931274414,10.0,2.0,15.0,67.66896057128906,17.528356552124023,14.802684783935547,17.528356552124023,0.0,0.0,14.802684783935547,0.0,11.599102973937988
2466667.0,27037334.0,1,8,931,3219,533,916,190,28,52,283,285.0,384,342,220,989,0,0,0,0,1,0,1,0,0,4540541.0,1100347.0,225868.0,18431,116.375,6.5,402.375,12.5,40.944393157958984,35.375,27.5,66.625,77.3944091796875,18.75562858581543,3.849964141845703,0.0,0.0,77.3944091796875,0.0,0.0,14.718378067016602
2450000.0,27037334.0,1,7,930,2946,434,875,142,29,79,446,297.0,473,530,48,994,1,0,0,0,0,0,2,0,0,4540541.0,1100347.0,225868.0,18431,132.85714721679688,11.285714149475098,420.8571472167969,28.571428298950195,44.53496170043945,63.71428680419922,6.857142925262451,62.0,77.3944091796875,18.75562858581543,3.849964141845703,0.0,0.0,77.3944091796875,0.0,0.0,14.71159839630127
2416667.0,27037334.0,1,9,706,2114,263,492,105,9,75,309,233.0,341,441,32,986,0,0,0,0,0,1,1,0,0,4540541.0,1100347.0,225868.0,18431,78.44444274902344,8.333333015441895,234.88888549804688,11.11111068725586,39.73509979248047,34.33333206176758,3.555555582046509,29.22222137451172,77.3944091796875,18.75562858581543,3.849964141845703,0.0,0.0,77.3944091796875,0.0,0.0,14.69789981842041
2000000.0,27037334.0,1,7,788,2830,368,722,123,27,53,253,255.0,146,536,147,959,0,0,0,0,1,0,0,1,0,4540541.0,1100347.0,225868.0,18431,112.57142639160156,7.5714287757873535,404.28570556640625,0.0,37.38515853881836,36.14285659790039,21.0,52.57143020629883,77.3944091796875,18.75562858581543,3.849964141845703,0.0,3.849964141845703,0.0,0.0,18.75562858581543,14.508657455444336
1375000.0,27037334.0,1,9,980,2982,398,838,124,35,37,258,281.0,251,498,191,981,0,0,0,0,1,0,0,0,1,4540541.0,1100347.0,225868.0,18431,108.88888549804688,4.111111164093018,331.3333435058594,0.0,38.329978942871094,28.66666603088379,21.22222137451172,44.22222137451172,77.3944091796875,18.75562858581543,3.849964141845703,18.75562858581543,0.0,0.0,3.849964141845703,0.0,14.133964538574219
1050000.0,27037334.0,1,7,904,3135,402,772,154,15,146,470,246.0,280,979,29,964,0,0,0,0,1,0,0,0,0,4540541.0,1100347.0,225868.0,18431,129.14285278320312,20.85714340209961,447.8571472167969,0.0,44.4657096862793,67.14286041259766,4.142857074737549,57.42856979370117,77.3944091796875,18.75562858581543,3.849964141845703,0.0,0.0,77.3944091796875,0.0,0.0,13.864300727844238
1000000.0,27037334.0,1,5,500,1697,207,477,98,7,41,245,281.0,62,233,10,993,1,0,0,0,0,0,0,0,1,4540541.0,1100347.0,225868.0,18431,100.0,8.199999809265137,339.3999938964844,0.0,41.95639419555664,49.0,2.0,41.400001525878906,77.3944091796875,18.75562858581543,3.849964141845703,18.75562858581543,0.0,0.0,3.849964141845703,0.0,13.815510749816895
600000.0,27037334.0,1,9,698,2144,251,594,121,23,25,237,277.0,150,228,67,987,0,0,0,0,1,0,0,0,0,4540541.0,1100347.0,225868.0,18431,77.55555725097656,2.777777671813965,238.22222900390625,0.0,38.99253845214844,26.33333396911621,7.44444465637207,27.88888931274414,77.3944091796875,18.75562858581543,3.849964141845703,0.0,0.0,77.3944091796875,0.0,0.0,13.30468463897705
600000.0,27037334.0,1,3,284,851,136,224,38,6,38,129,263.0,103,164,10,950,0,0,0,1,0,0,0,0,0,4540541.0,1100347.0,225868.0,18431,94.66666412353516,12.666666984558105,283.6666564941406,0.0,45.59341812133789,43.0,3.3333332538604736,45.33333206176758,77.3944091796875,18.75562858581543,3.849964141845703,0.0,0.0,77.3944091796875,0.0,0.0,13.30468463897705
300000.0,27037334.0,1,3,250,826,94,212,23,12,5,53,257.0,60,128,24,988,0,1,0,0,0,0,0,0,0,4540541.0,1100347.0,225868.0,18431,83.33333587646484,1.6666666269302368,275.3333435058594,0.0,33.171913146972656,17.66666603088379,8.0,31.33333396911621,77.3944091796875,18.75562858581543,3.849964141845703,0.0,0.0,77.3944091796875,0.0,0.0,12.61153793334961
250000.0,27037334.0,1,3,195,704,86,176,37,3,24,95,250.0,42,137,17,978,0,0,0,0,1,0,0,0,1,4540541.0,1100347.0,225868.0,18431,65.0,8.0,234.6666717529297,0.0,41.335227966308594,31.66666603088379,5.666666507720947,28.66666603088379,77.3944091796875,18.75562858581543,3.849964141845703,18.75562858581543,0.0,0.0,3.849964141845703,0.0,12.429216384887695
150000.0,27037334.0,1,4,159,362,41,66,12,3,2,23,182.0,26,82,6,972,0,0,1,0,0,0,0,1,0,4540541.0,1100347.0,225868.0,18431,39.75,0.5,90.5,0.0,24.861879348754883,5.75,1.5,10.25,77.3944091796875,18.75562858581543,3.849964141845703,0.0,3.849964141845703,0.0,0.0,18.75562858581543,11.918390274047852
122500.0,27037334.0,1,2,54,163,11,34,4,0,1,11,209.0,5,26,0,930,0,0,1,0,0,0,0,0,1,4540541.0,1100347.0,225868.0,18431,27.0,0.5,81.5,0.0,25.15337371826172,5.5,0.0,5.5,77.3944091796875,18.75562858581543,3.849964141845703,18.75562858581543,0.0,0.0,3.849964141845703,0.0,11.715866088867188
4950000.0,22987668.0,1,10,1390,4737,720,1308,251,82,144,688,276.0,558,895,220,986,0,0,0,0,1,0,2,0,0,2041897.0,178857.0,12852.0,20207,139.0,14.399999618530273,473.70001220703125,20.0,45.49292755126953,68.80000305175781,22.0,72.0,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.0,91.41706085205078,0.0,0.0,15.414897918701172
2600000.0,22987668.0,1,7,669,2444,349,627,125,26,39,239,257.0,222,445,38,968,0,0,1,0,0,0,0,0,0,2041897.0,178857.0,12852.0,20207,95.57142639160156,5.5714287757873535,349.1428527832031,0.0,37.68412399291992,34.14285659790039,5.4285712242126465,49.85714340209961,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.0,91.41706085205078,0.0,0.0,14.771021842956543
2350000.0,22987668.0,1,9,736,2134,166,574,97,5,16,243,269.0,288,200,5,992,0,0,0,0,0,1,0,0,0,2041897.0,178857.0,12852.0,20207,81.77777862548828,1.7777777910232544,237.11111450195312,0.0,34.16120147705078,27.0,0.5555555820465088,18.44444465637207,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.0,91.41706085205078,0.0,0.0,14.669925689697266
1066667.0,22987668.0,1,11,1004,3071,320,859,193,26,59,351,280.0,219,438,16,985,0,0,0,0,0,1,0,0,0,2041897.0,178857.0,12852.0,20207,91.2727279663086,5.363636493682861,279.18182373046875,0.0,41.71279525756836,31.909090042114258,1.454545497894287,29.090909957885742,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.0,91.41706085205078,0.0,0.0,13.880049705505371
1000000.0,22987668.0,1,15,1475,4888,853,1414,264,54,90,504,289.0,561,779,360,964,0,0,0,0,1,0,1,0,1,2041897.0,178857.0,12852.0,20207,98.33333587646484,6.0,325.8666687011719,6.666666507720947,42.06219482421875,33.599998474121094,24.0,56.86666488647461,91.41706085205078,8.00754451751709,0.5753924250602722,8.00754451751709,0.0,0.0,0.5753924250602722,0.0,13.815510749816895
675000.0,22987668.0,1,4,365,1175,149,270,52,7,37,155,230.0,82,155,14,975,0,0,0,1,0,0,0,0,0,2041897.0,178857.0,12852.0,20207,91.25,9.25,293.75,0.0,38.04255294799805,38.75,3.5,37.25,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.0,91.41706085205078,0.0,0.0,13.422468185424805
675000.0,22987668.0,1,6,431,931,120,232,39,2,29,123,249.0,116,137,15,983,0,0,0,0,1,0,0,0,1,2041897.0,178857.0,12852.0,20207,71.83333587646484,4.833333492279053,155.1666717529297,0.0,38.8829231262207,20.5,2.5,20.0,91.41706085205078,8.00754451751709,0.5753924250602722,8.00754451751709,0.0,0.0,0.5753924250602722,0.0,13.422468185424805
360000.0,22987668.0,1,10,952,2367,215,578,114,19,26,224,244.0,206,339,31,976,0,0,1,0,0,0,0,0,0,2041897.0,178857.0,12852.0,20207,95.19999694824219,2.5999999046325684,236.6999969482422,0.0,34.13603591918945,22.399999618530273,3.0999999046325684,21.5,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.0,91.41706085205078,0.0,0.0,12.793859481811523
305000.0,22987668.0,1,3,279,840,136,218,46,7,16,110,260.0,117,153,13,991,1,0,0,0,0,0,0,1,0,2041897.0,178857.0,12852.0,20207,93.0,5.333333492279053,280.0,0.0,38.80952453613281,36.66666793823242,4.333333492279053,45.33333206176758,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.5753924250602722,0.0,0.0,8.00754451751709,12.628067016601562
120000.0,22987668.0,1,3,38,67,7,16,1,2,0,5,239.0,1,19,0,969,0,0,1,0,0,0,0,1,0,2041897.0,178857.0,12852.0,20207,12.666666984558105,0.0,22.33333396911621,0.0,31.34328269958496,1.6666666269302368,0.0,2.3333332538604736,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.5753924250602722,0.0,0.0,8.00754451751709,11.695246696472168
112000.0,22987668.0,1,2,92,229,26,58,13,0,0,11,252.99998474121094,19,39,6,961,0,0,0,1,0,0,0,0,0,2041897.0,178857.0,12852.0,20207,46.0,0.0,114.5,0.0,31.004365921020508,5.5,3.0,13.0,91.41706085205078,8.00754451751709,0.5753924250602722,0.0,0.0,91.41706085205078,0.0,0.0,11.626254081726074
109000.0,22987668.0,1,1,12,12,1,2,0,1,0,2,167.0,0,5,0,1000,0,0,0,0,1,0,0,0,1,2041897.0,178857.0,12852.0,20207,12.0,0.0,12.0,0.0,33.33333206176758,2.0,0.0,1.0,91.41706085205078,8.00754451751709,0.5753924250602722,8.00754451751709,0.0,0.0,0.5753924250602722,0.0,11.599102973937988
109000.0,22987668.0,1,1,10,7,2,4,0,0,0,4,571.0,2,0,1,800,0,0,0,1,0,0,0,0,1,2041897.0,178857.0,12852.0,20207,10.0,0.0,7.0,0.0,57.14285659790039,4.0,1.0,2.0,91.41706085205078,8.00754451751709,0.5753924250602722,8.00754451751709,0.0,0.0,0.5753924250602722,0.0,11.599102973937988
3897184.0,23387518.0,1,15,2208,8087,1079,2108,347,57,22,681,261.0,949,524,542,979,0,0,1,0,0,0,12,0,1,1985500.0,423182.0,26014.0,18595,147.1999969482422,1.4666666984558105,539.1333618164062,80.0,32.58315658569336,45.400001525878906,36.13333511352539,71.93333435058594,81.55022430419922,17.38130760192871,1.0684701204299927,17.38130760192871,0.0,0.0,1.0684701204299927,0.0,15.175765037536621
2650000.0,23387518.0,1,6,617,2317,312,644,132,12,52,280,278.0,183,163,82,964,0,0,0,1,0,0,0,0,0,1985500.0,423182.0,26014.0,18595,102.83333587646484,8.666666984558105,386.1666564941406,0.0,41.260250091552734,46.66666793823242,13.666666984558105,52.0,81.55022430419922,17.38130760192871,1.0684701204299927,0.0,0.0,81.55022430419922,0.0,0.0,14.790070533752441
2575000.0,23387518.0,1,6,508,1487,119,379,77,8,13,151,255.0,99,228,13,993,0,0,0,0,0,1,1,0,0,1985500.0,423182.0,26014.0,18595,84.66666412353516,2.1666667461395264,247.8333282470703,16.66666603088379,34.3644905090332,25.16666603088379,2.1666667461395264,19.83333396911621,81.55022430419922,17.38130760192871,1.0684701204299927,0.0,0.0,81.55022430419922,0.0,0.0,14.761360168457031
2050000.0,23387518.0,1,9,1001,2780,288,726,94,19,12,224,261.0,380,331,33,983,0,1,0,0,0,0,0,1,0,1985500.0,423182.0,26014.0,18595,111.22222137451172,1.3333333730697632,308.8888854980469,0.0,32.15827178955078,24.88888931274414,3.6666667461395264,32.0,81.55022430419922,17.38130760192871,1.0684701204299927,0.0,1.0684701204299927,0.0,0.0,17.38130760192871,14.533349990844727
