prate,mrate,totpart,totelg,age,totemp,sole,ltotemp
88.5,0.10000000149011612,3107.0,3510.0,5,6428.0,0,8.768418312072754
100.0,0.019999999552965164,732.0,732.0,7,2284.0,0,7.7336835861206055
100.0,0.8799999952316284,173.0,173.0,7,322.0,1,5.7745513916015625
42.5,0.28999999165534973,316.0,744.0,37,775.0,0,6.652863025665283
100.0,0.12999999523162842,122.0,122.0,11,157.0,1,5.056245803833008
100.0,1.590000033378601,390.0,390.0,32,446.0,0,6.100318908691406
74.69999694824219,0.5799999833106995,2307.0,3089.0,36,4067.0,1,8.310661315917969
37.5,0.28999999165534973,1136.0,3033.0,6,3351.0,0,8.117013931274414
78.0,0.14000000059604645,2332.0,2990.0,9,9080.0,1,9.113829612731934
84.0,0.6499999761581421,905.0,1078.0,31,1253.0,1,7.133296012878418
100.0,2.390000104904175,179.0,179.0,6,179.0,1,5.1873860359191895
100.0,1.1399999856948853,307.0,307.0,20,411.0,1,6.0185933113098145
84.9000015258789,0.4099999964237213,686.0,808.0,7,1404.0,1,7.2470808029174805
79.5,0.2199999988079071,1634.0,2055.0,5,2304.0,0,7.742402076721191
100.0,0.44999998807907104,118.0,118.0,5,149.0,1,5.003946304321289
100.0,1.100000023841858,337.0,337.0,14,720.0,1,6.579251289367676
95.80000305175781,0.6299999952316284,113.0,118.0,6,130.0,0,4.867534637451172
99.30000305175781,0.49000000953674316,599.0,603.0,28,665.0,0,6.499786853790283
81.19999694824219,0.15000000596046448,108.0,133.0,7,231.0,1,5.442417621612549
93.5999984741211,0.10999999940395355,162.0,173.0,27,211.0,1,5.351858139038086
88.0999984741211,0.23999999463558197,222.0,252.0,8,425.0,1,6.052089214324951
100.0,0.6499999761581421,150.0,150.0,16,198.0,1,5.288267135620117
100.0,1.350000023841858,285.0,285.0,10,287.0,0,5.659482002258301
100.0,0.20000000298023224,2311.0,2311.0,5,3062.0,0,8.026823997497559
81.0,0.18000000715255737,102.0,126.0,27,151.0,1,5.017279624938965
100.0,1.1699999570846558,101.0,101.0,8,247.0,0,5.509388446807861
73.80000305175781,1.1200000047683716,357.0,484.0,20,24656.0,1,10.112775802612305
65.69999694824219,0.15000000596046448,334.0,508.0,6,808.0,0,6.694561958312988
94.9000015258789,1.659999966621399,1330.0,1402.0,27,2437.0,0,7.79852294921875
38.099998474121094,0.20000000298023224,69.0,181.0,6,529.0,1,6.270988464355469
91.9000015258789,0.20000000298023224,148.0,161.0,11,575.0,0,6.3543701171875
35.599998474121094,0.1899999976158142,678.0,1904.0,9,5102.0,0,8.53738784790039
71.9000015258789,0.2199999988079071,1252.0,1741.0,5,2896.0,0,7.971085548400879
77.4000015258789,2.240000009536743,212.0,274.0,6,379.0,0,5.937536239624023
100.0,0.6200000047683716,163.0,163.0,11,253.0,1,5.533389568328857
93.19999694824219,0.4399999976158142,1915.0,2054.0,8,3400.0,1,8.13153076171875
84.5999984741211,0.4399999976158142,312.0,369.0,7,591.0,0,6.3818159103393555
90.30000305175781,0.4699999988079071,940.0,1041.0,8,1102.0,0,7.004881858825684
73.0,0.11999999731779099,92.0,126.0,8,138.0,1,4.927253723144531
86.30000305175781,0.4399999976158142,320.0,371.0,7,482.0,0,6.177944183349609
95.5999984741211,0.4399999976158142,259.0,271.0,7,3661.0,1,8.20549201965332
80.5,4.659999847412109,24772.0,30767.0,16,31973.0,0,10.372647285461426
65.5999984741211,0.25999999046325684,80.0,122.0,7,306.0,1,5.72358512878418
37.70000076293945,0.3499999940395355,251.0,665.0,8,1395.0,0,7.240649700164795
78.4000015258789,0.23000000417232513,254.0,324.0,6,391.0,0,5.96870756149292
61.70000076293945,0.23000000417232513,463.0,750.0,10,926.0,1,6.830874443054199
58.70000076293945,0.25,2371.0,4039.0,14,4838.0,0,8.484256744384766
81.0999984741211,0.4099999964237213,189.0,233.0,8,424.0,1,6.049733638763428
100.0,0.6899999976158142,427.0,427.0,10,3209.0,1,8.073714256286621
58.400001525878906,0.3400000035762787,108.0,185.0,5,273.0,1,5.609471797943115
34.20000076293945,0.20999999344348907,230.0,672.0,5,798.0,1,6.682108402252197
100.0,1.100000023841858,381.0,381.0,7,478.0,1,6.169610500335693
100.0,0.5099999904632568,203.0,203.0,9,597.0,1,6.3919172286987305
96.0,0.5,25828.0,26906.0,23,93165.0,0,11.442127227783203
100.0,0.23000000417232513,753.0,753.0,7,945.0,1,6.851184844970703
100.0,0.8999999761581421,934.0,934.0,7,989.0,0,6.896694183349609
100.0,0.8399999737739563,595.0,595.0,5,3076.0,0,8.03138542175293
100.0,1.0700000524520874,801.0,801.0,7,8546.0,0,9.053218841552734
76.4000015258789,0.4399999976158142,1794.0,2347.0,8,4230.0,1,8.349957466125488
100.0,0.3499999940395355,202.0,202.0,6,267.0,1,5.587248802185059
92.69999694824219,0.3199999928474426,127.0,137.0,7,162.0,0,5.087596416473389
56.70000076293945,0.28999999165534973,161.0,284.0,8,1588.0,0,7.370230674743652
100.0,1.9900000095367432,208.0,208.0,6,208.0,1,5.337538242340088
78.69999694824219,0.12999999523162842,207.0,263.0,7,359.0,1,5.883322238922119
74.0999984741211,0.4300000071525574,235.0,317.0,6,949.0,1,6.855408668518066
45.5,0.07000000029802322,276.0,606.0,7,710.0,1,6.56526517868042
87.4000015258789,0.33000001311302185,188.0,215.0,8,1162.0,1,7.057898044586182
100.0,0.9399999976158142,156.0,156.0,7,1249.0,1,7.130098342895508
86.4000015258789,0.3700000047683716,10149.0,11753.0,5,15602.0,0,9.65515422821045
64.5999984741211,0.3700000047683716,148.0,229.0,13,4228.0,1,8.34948444366455
93.0,1.0,251.0,270.0,10,996.0,1,6.903747081756592
89.5,0.5299999713897705,213.0,238.0,15,377.0,1,5.932245254516602
100.0,1.600000023841858,580.0,580.0,33,889.0,1,6.790097236633301
100.0,2.4000000953674316,154.0,154.0,40,199.0,1,5.293304920196533
100.0,0.7599999904632568,416.0,416.0,24,435.0,1,6.075345993041992
68.5999984741211,0.44999998807907104,177.0,258.0,18,301.0,0,5.707110404968262
63.29999923706055,0.2800000011920929,927.0,1465.0,8,2468.0,0,7.811163425445557
100.0,0.699999988079071,1147.0,1147.0,25,2174.0,1,7.684324264526367
89.5999984741211,0.3799999952316284,7843.0,8756.0,19,19871.0,0,9.897016525268555
88.80000305175781,0.4000000059604645,4402.0,4956.0,10,19871.0,0,9.897016525268555
58.599998474121094,0.18000000715255737,184.0,314.0,7,644.0,0,6.467698574066162
100.0,1.0700000524520874,356.0,356.0,6,593.0,1,6.385194301605225
100.0,0.20000000298023224,3701.0,3701.0,33,6769.0,0,8.820108413696289
100.0,0.6200000047683716,241.0,241.0,7,373.0,1,5.921578407287598
56.20000076293945,0.18000000715255737,406.0,723.0,6,1035.0,0,6.942156791687012
100.0,0.8500000238418579,122.0,122.0,35,196.0,1,5.2781147956848145
61.79999923706055,0.44999998807907104,792.0,1281.0,6,1843.0,0,7.5191497802734375
75.69999694824219,0.30000001192092896,184.0,243.0,7,271.0,0,5.602118968963623
100.0,0.38999998569488525,104.0,104.0,27,207.0,1,5.332718849182129
100.0,0.4699999988079071,2014.0,2014.0,8,3511.0,0,8.163656234741211
100.0,0.10999999940395355,114.0,114.0,7,134.0,1,4.8978400230407715
100.0,0.8299999833106995,206.0,206.0,31,290.0,1,5.6698808670043945
61.20000076293945,0.7400000095367432,8322.0,13591.0,7,17986.0,0,9.797348976135254
100.0,1.149999976158142,411.0,411.0,26,690.0,1,6.536691665649414
100.0,0.6000000238418579,556.0,556.0,16,891.0,0,6.792344570159912
100.0,0.18000000715255737,125.0,125.0,5,204.0,0,5.318120002746582
68.0,0.25,385.0,566.0,5,879.0,0,6.77878475189209
79.80000305175781,0.36000001430511475,285.0,357.0,6,639.0,0,6.459904670715332
59.400001525878906,0.30000001192092896,368.0,620.0,5,903.0,0,6.805722713470459
100.0,1.409999966621399,149.0,149.0,8,250.0,1,5.521461009979248
61.599998474121094,0.20000000298023224,178.0,289.0,8,599.0,0,6.395261764526367
81.0,0.7799999713897705,328.0,405.0,20,609.0,0,6.411818504333496
33.5,0.46000000834465027,85.0,254.0,9,425.0,1,6.052089214324951
65.0999984741211,0.10999999940395355,10327.0,15857.0,8,41926.0,0,10.643661499023438
100.0,1.0800000429153442,277.0,277.0,26,465.0,1,6.142037391662598
83.69999694824219,0.3100000023841858,1626.0,1943.0,24,2364.0,0,7.768110275268555
89.80000305175781,0.17000000178813934,115.0,128.0,7,225.0,0,5.41610050201416
100.0,0.3799999952316284,174.0,174.0,7,545.0,1,6.300786018371582
75.80000305175781,0.25999999046325684,424.0,559.0,7,780.0,0,6.659294128417969
66.5999984741211,0.15000000596046448,702.0,1054.0,9,1145.0,0,7.0431599617004395
85.0999984741211,0.10000000149011612,549.0,645.0,29,1053.0,1,6.9593987464904785
100.0,0.5299999713897705,231.0,231.0,5,278.0,0,5.627621173858643
100.0,0.8199999928474426,148.0,148.0,5,189.0,1,5.24174690246582
90.5,0.4399999976158142,344.0,380.0,19,479.0,1,6.171700477600098
100.0,0.9900000095367432,76.0,76.0,7,4198.0,1,8.342363357543945
67.5999984741211,0.7699999809265137,583.0,863.0,8,978.0,0,6.885509490966797
100.0,4.059999942779541,343.0,343.0,7,3290.0,1,8.09864330291748
75.0,0.20000000298023224,645.0,860.0,11,1015.0,0,6.922643661499023
100.0,0.7400000095367432,250.0,250.0,25,441.0,1,6.08904504776001
89.9000015258789,0.38999998569488525,116.0,129.0,7,177.0,0,5.176149845123291
100.0,0.4300000071525574,596.0,596.0,11,781.0,1,6.660574913024902
100.0,0.12999999523162842,412.0,412.0,8,412.0,0,6.021023273468018
100.0,0.20999999344348907,235.0,235.0,20,768.0,0,6.643789768218994
66.9000015258789,0.6800000071525574,113.0,169.0,5,176.0,1,5.1704840660095215
89.30000305175781,0.5299999713897705,536.0,600.0,18,790.0,1,6.672032833099365
100.0,1.899999976158142,126.0,126.0,15,750.0,1,6.620073318481445
81.5,0.8399999737739563,4432.0,5440.0,8,10683.0,0,9.276409149169922
80.9000015258789,0.41999998688697815,5138.0,6353.0,13,7428.0,0,8.91301155090332
87.5999984741211,0.6299999952316284,99.0,113.0,20,154.0,1,5.036952495574951
77.0,0.550000011920929,151.0,196.0,12,221.0,0,5.398162841796875
99.5,0.9599999785423279,219.0,220.0,7,256.0,1,5.545177459716797
97.69999694824219,0.5199999809265137,213.0,218.0,6,250.0,1,5.521461009979248
100.0,4.309999942779541,292.0,292.0,23,429.0,0,6.06145715713501
100.0,1.2699999809265137,165.0,165.0,5,214.0,1,5.365975856781006
58.79999923706055,0.3199999928474426,1096.0,1864.0,9,8470.0,0,9.044285774230957
100.0,0.5600000023841858,293.0,293.0,6,412.0,1,6.021023273468018
100.0,0.28999999165534973,65.0,65.0,20,118.0,1,4.770684719085693
93.0999984741211,0.5699999928474426,511.0,549.0,9,584.0,1,6.369901180267334
100.0,1.2699999809265137,165.0,165.0,13,207.0,1,5.332718849182129
100.0,0.3499999940395355,175.0,175.0,19,207.0,1,5.332718849182129
100.0,0.3799999952316284,146.0,146.0,5,192.0,1,5.257495403289795
100.0,0.6600000262260437,121.0,121.0,19,207.0,0,5.332718849182129
56.400001525878906,0.20000000298023224,472.0,837.0,12,1522.0,1,7.327780723571777
87.30000305175781,0.2800000011920929,1832.0,2098.0,10,3450.0,1,8.146129608154297
100.0,0.6700000166893005,249.0,249.0,16,764.0,1,6.638567924499512
22.100000381469727,0.10999999940395355,166.0,752.0,7,3537.0,1,8.17103385925293
48.599998474121094,0.1899999976158142,402.0,828.0,5,1200.0,0,7.090076923370361
100.0,0.5,166.0,166.0,7,247.0,1,5.509388446807861
65.0999984741211,0.6299999952316284,3205.0,4926.0,10,31859.0,0,10.369074821472168
100.0,0.4699999988079071,534.0,534.0,7,860.0,1,6.756932258605957
83.4000015258789,0.4399999976158142,2495.0,2991.0,32,5277.0,0,8.571112632751465
100.0,0.7799999713897705,152.0,152.0,11,389.0,1,5.963579177856445
100.0,0.4699999988079071,198.0,198.0,8,308.0,1,5.730099678039551
55.70000076293945,0.20000000298023224,141.0,253.0,6,307.0,0,5.7268476486206055
100.0,0.4300000071525574,215.0,215.0,8,600.0,1,6.396929740905762
100.0,1.7999999523162842,139.0,139.0,12,204.0,1,5.318120002746582
100.0,1.2400000095367432,360.0,360.0,8,783.0,1,6.663132667541504
100.0,3.1600000858306885,247.0,247.0,11,268.0,1,5.590987205505371
55.099998474121094,0.20999999344348907,102.0,185.0,7,237.0,1,5.46806001663208
100.0,1.25,99.0,99.0,9,151.0,0,5.017279624938965
71.4000015258789,0.6200000047683716,267.0,374.0,5,416.0,1,6.0306854248046875
78.30000305175781,0.5,382.0,488.0,7,654.0,1,6.483107566833496
100.0,0.5099999904632568,574.0,574.0,13,831.0,1,6.722630023956299
100.0,0.7699999809265137,306.0,306.0,11,545.0,1,6.300786018371582
100.0,0.4000000059604645,3030.0,3030.0,6,4075.0,0,8.312625885009766
99.0999984741211,0.2800000011920929,111.0,112.0,11,144.0,1,4.969813346862793
100.0,1.0199999809265137,560.0,560.0,8,2409.0,0,7.786966800689697
78.5,0.3400000035762787,197.0,251.0,9,264.0,1,5.575949192047119
64.9000015258789,0.4699999988079071,181.0,279.0,5,309.0,1,5.733341217041016
77.5,0.6000000238418579,110.0,142.0,7,190.0,1,5.247024059295654
58.599998474121094,0.3700000047683716,140.0,239.0,7,695.0,0,6.543911933898926
100.0,0.1899999976158142,142.0,142.0,5,171.0,1,5.141663551330566
80.0,0.20000000298023224,557.0,696.0,6,889.0,0,6.790097236633301
100.0,0.4699999988079071,409.0,409.0,6,796.0,1,6.679599285125732
100.0,0.6899999976158142,161.0,161.0,5,323.0,1,5.777652263641357
100.0,1.2300000190734863,265.0,265.0,6,265.0,1,5.579730033874512
42.099998474121094,0.1899999976158142,1217.0,2892.0,6,5036.0,0,8.524367332458496
100.0,2.890000104904175,247.0,247.0,8,333.0,1,5.80814266204834
73.4000015258789,0.4000000059604645,91.0,124.0,5,173.0,1,5.153291702270508
77.5,0.10000000149011612,179.0,231.0,5,409.0,1,6.0137152671813965
100.0,0.550000011920929,852.0,852.0,5,852.0,1,6.747586727142334
59.099998474121094,0.41999998688697815,272.0,460.0,8,1521.0,1,7.327123165130615
75.30000305175781,0.4699999988079071,440.0,584.0,6,753.0,1,6.624065399169922
92.19999694824219,0.6200000047683716,379.0,411.0,17,468.0,1,6.148468494415283
82.5999984741211,0.6399999856948853,176.0,213.0,30,254.0,0,5.537334442138672
89.80000305175781,0.23000000417232513,132.0,147.0,24,540.0,0,6.291569232940674
95.30000305175781,0.4099999964237213,123.0,129.0,5,491.0,0,6.196444034576416
47.29999923706055,0.41999998688697815,156.0,330.0,7,384.0,0,5.9506425857543945
78.5999984741211,0.20000000298023224,971.0,1236.0,5,4195.0,0,8.341649055480957
75.5,0.23999999463558197,880.0,1165.0,20,1306.0,0,7.174724102020264
100.0,0.8199999928474426,470.0,470.0,16,569.0,0,6.343880653381348
90.69999694824219,0.4000000059604645,165.0,182.0,10,268.0,0,5.590987205505371
97.19999694824219,0.23999999463558197,106.0,109.0,10,124.0,0,4.820281505584717
60.599998474121094,0.1899999976158142,197.0,325.0,6,975.0,1,6.882437705993652
87.0999984741211,0.23000000417232513,546.0,627.0,6,694.0,0,6.542471885681152
100.0,0.9599999785423279,93.0,93.0,15,104.0,1,4.644391059875488
79.0,0.1599999964237213,454.0,575.0,8,880.0,0,6.779922008514404
100.0,1.7000000476837158,257.0,257.0,7,307.0,1,5.7268476486206055
100.0,0.699999988079071,213.0,213.0,7,720.0,1,6.579251289367676
100.0,0.6700000166893005,104.0,104.0,7,116.0,1,4.753590106964111
48.599998474121094,0.4699999988079071,134.0,276.0,6,287.0,1,5.659482002258301
100.0,1.340000033378601,115.0,115.0,23,194.0,1,5.267858028411865
100.0,1.0199999809265137,123.0,123.0,15,244.0,1,5.497168064117432
92.69999694824219,0.2199999988079071,102.0,110.0,9,174.0,1,5.159055233001709
100.0,2.5999999046325684,132.0,132.0,20,205.0,1,5.323009967803955
100.0,0.17000000178813934,163.0,163.0,23,394.0,0,5.976350784301758
100.0,1.3200000524520874,119.0,119.0,8,244.0,1,5.497168064117432
68.69999694824219,0.07000000029802322,572.0,833.0,22,833.0,0,6.725033760070801
100.0,1.3300000429153442,156.0,156.0,23,227.0,0,5.424950122833252
100.0,1.440000057220459,97.0,97.0,16,306.0,1,5.72358512878418
100.0,1.2300000190734863,2097.0,2097.0,10,2868.0,0,7.96136999130249
100.0,2.3399999141693115,138.0,138.0,5,237.0,1,5.46806001663208
100.0,2.619999885559082,51200.0,51200.0,17,51200.0,1,10.843494415283203
100.0,0.38999998569488525,136.0,136.0,14,334.0,1,5.811141014099121
100.0,1.4299999475479126,210.0,210.0,8,256.0,1,5.545177459716797
100.0,0.05000000074505806,234.0,234.0,17,1107.0,1,7.009408950805664
100.0,4.639999866485596,114.0,114.0,6,185.0,1,5.220355987548828
100.0,0.25999999046325684,161.0,161.0,6,737.0,0,6.602587699890137
100.0,2.509999990463257,244.0,244.0,5,244.0,1,5.497168064117432
100.0,0.6399999856948853,355.0,355.0,5,440.0,0,6.086774826049805
100.0,0.8799999952316284,403.0,403.0,5,437.0,0,6.079933166503906
100.0,1.2999999523162842,203.0,203.0,8,253.0,1,5.533389568328857
100.0,0.5899999737739563,159.0,159.0,5,183.0,1,5.20948600769043
94.5,0.28999999165534973,596.0,631.0,7,631.0,0,6.447305679321289
100.0,0.5199999809265137,257.0,257.0,7,259.0,1,5.556828022003174
100.0,0.17000000178813934,2972.0,2972.0,6,4197.0,0,8.342124938964844
100.0,0.4699999988079071,389.0,389.0,5,531.0,1,6.274762153625488
78.0,0.5600000023841858,568.0,728.0,12,3924.0,0,8.274867057800293
88.5,0.4300000071525574,1899.0,2146.0,6,2153.0,0,7.674617290496826
100.0,0.15000000596046448,261.0,261.0,7,739.0,0,6.605298042297363
99.9000015258789,0.36000001430511475,847.0,848.0,8,976.0,1,6.883462429046631
100.0,0.3700000047683716,637.0,637.0,22,751.0,0,6.621405601501465
100.0,0.20000000298023224,100.0,100.0,5,147.0,1,4.9904327392578125
75.69999694824219,0.2199999988079071,2572.0,3399.0,9,14204.0,0,9.561279296875
100.0,1.659999966621399,224.0,224.0,21,332.0,0,5.8051347732543945
66.5999984741211,0.3700000047683716,251.0,377.0,7,1524.0,0,7.329093933105469
75.9000015258789,0.41999998688697815,472.0,622.0,7,812.0,0,6.699500560760498
93.80000305175781,0.20000000298023224,105.0,112.0,6,142.0,0,4.955827236175537
86.5999984741211,0.10999999940395355,596.0,688.0,10,919.0,0,6.823286056518555
100.0,1.0700000524520874,103.0,103.0,9,106.0,1,4.6634392738342285
100.0,0.3700000047683716,437.0,437.0,7,446.0,0,6.100318908691406
100.0,0.7300000190734863,616.0,616.0,7,639.0,1,6.459904670715332
64.9000015258789,0.41999998688697815,96.0,148.0,20,225.0,1,5.41610050201416
100.0,2.5299999713897705,134.0,134.0,9,191.0,1,5.2522735595703125
100.0,0.30000001192092896,2851.0,2851.0,7,4044.0,0,8.3049898147583
100.0,0.38999998569488525,381.0,381.0,7,561.0,0,6.329720973968506
75.30000305175781,0.4300000071525574,290.0,385.0,24,1108.0,0,7.010312080383301
96.80000305175781,0.18000000715255737,274.0,283.0,8,315.0,0,5.752572536468506
100.0,0.28999999165534973,433.0,433.0,9,471.0,0,6.154858112335205
49.599998474121094,1.4500000476837158,137.0,276.0,11,328.0,0,5.793013572692871
42.400001525878906,0.6399999856948853,772.0,1821.0,8,2048.0,0,7.624619007110596
100.0,0.25,182.0,182.0,21,635.0,1,6.453625202178955
100.0,0.6299999952316284,214.0,214.0,20,268.0,0,5.590987205505371
100.0,0.3199999928474426,249.0,249.0,7,308.0,1,5.730099678039551
83.69999694824219,0.15000000596046448,431.0,515.0,15,600.0,0,6.396929740905762
83.5,0.6700000166893005,71.0,85.0,6,101.0,1,4.6151204109191895
85.0999984741211,0.23000000417232513,131.0,154.0,4,285.0,1,5.652489185333252
80.5999984741211,0.41999998688697815,1409.0,1748.0,14,3138.0,0,8.05134105682373
100.0,0.029999999329447746,255.0,255.0,25,266.0,0,5.58349609375
100.0,0.8700000047683716,126.0,126.0,7,233.0,1,5.451038360595703
77.4000015258789,0.2199999988079071,702.0,907.0,6,1334.0,0,7.195937156677246
82.5,3.990000009536743,2492.0,3022.0,9,3904.0,0,8.269757270812988
100.0,1.1100000143051147,4252.0,4252.0,33,4483.0,0,8.408047676086426
100.0,0.09000000357627869,483.0,483.0,9,546.0,1,6.302618980407715
48.79999923706055,0.23000000417232513,690.0,1413.0,5,4100.0,1,8.318741798400879
100.0,0.07999999821186066,105.0,105.0,5,156.0,1,5.049856185913086
73.5,0.3100000023841858,186.0,253.0,13,260.0,0,5.5606818199157715
100.0,0.6800000071525574,1051.0,1051.0,5,1094.0,0,6.99759578704834
82.0,0.4099999964237213,937.0,1142.0,28,6179.0,0,8.728911399841309
100.0,0.800000011920929,547.0,547.0,20,869.0,1,6.767343044281006
77.19999694824219,0.7400000095367432,982.0,1272.0,10,1719.0,0,7.449498176574707
100.0,1.4199999570846558,104.0,104.0,8,141.0,1,4.948760032653809
90.69999694824219,0.36000001430511475,411.0,453.0,5,1380.0,1,7.229838848114014
100.0,0.8899999856948853,1275.0,1275.0,8,2473.0,1,7.813187122344971
83.5999984741211,0.20999999344348907,138.0,165.0,7,1990.0,1,7.595890045166016
100.0,1.090000033378601,252.0,252.0,7,254.0,0,5.537334442138672
46.900001525878906,0.25,345.0,736.0,7,1131.0,1,7.030857563018799
91.19999694824219,0.6700000166893005,198.0,217.0,9,313.0,0,5.746203422546387
76.5,0.4699999988079071,297.0,388.0,5,703.0,0,6.555356979370117
72.30000305175781,0.46000000834465027,427.0,591.0,8,663.0,1,6.496775150299072
96.5,0.7200000286102295,245.0,254.0,9,348.0,1,5.852202415466309
82.19999694824219,0.27000001072883606,245.0,298.0,7,469.0,1,6.1506028175354
100.0,0.4399999976158142,87.0,87.0,16,117.0,0,4.762174129486084
100.0,1.5800000429153442,123.0,123.0,10,123.0,1,4.8121843338012695
100.0,0.33000001311302185,109.0,109.0,7,161.0,1,5.081404209136963
100.0,0.9200000166893005,108.0,108.0,7,278.0,1,5.627621173858643
100.0,0.7099999785423279,174.0,174.0,7,241.0,1,5.48479700088501
100.0,0.550000011920929,460.0,460.0,5,705.0,1,6.558197975158691
100.0,2.180000066757202,826.0,826.0,7,2262.0,1,7.724004745483398
100.0,0.3700000047683716,246.0,246.0,6,309.0,0,5.733341217041016
89.4000015258789,1.399999976158142,152.0,170.0,6,181.0,1,5.1984968185424805
100.0,1.4800000190734863,129.0,129.0,7,795.0,1,6.678342342376709
96.0,2.0,753.0,784.0,16,1003.0,0,6.910750865936279
100.0,0.8199999928474426,380.0,380.0,6,1929.0,0,7.564756870269775
100.0,3.809999942779541,1989.0,1989.0,6,3924.0,0,8.274867057800293
100.0,0.41999998688697815,155.0,155.0,8,210.0,1,5.347107410430908
100.0,0.5299999713897705,93.0,93.0,9,262.0,1,5.568344593048096
100.0,1.0700000524520874,892.0,892.0,16,1334.0,1,7.195937156677246
100.0,0.9700000286102295,884.0,884.0,39,1191.0,0,7.08254861831665
97.4000015258789,0.5,518.0,532.0,35,1922.0,0,7.561121463775635
100.0,0.49000000953674316,1320.0,1320.0,7,1888.0,0,7.543273448944092
93.69999694824219,0.36000001430511475,699.0,746.0,7,1011.0,0,6.918695449829102
74.0,0.23999999463558197,1232.0,1664.0,6,3733.0,1,8.224967002868652
91.5999984741211,0.75,536.0,585.0,5,894.0,0,6.795705795288086
100.0,0.25,262.0,262.0,6,305.0,0,5.720311641693115
98.5999984741211,0.3700000047683716,207.0,210.0,21,312.0,1,5.7430033683776855
77.9000015258789,0.3700000047683716,1170.0,1501.0,6,1782.0,0,7.485491752624512
92.30000305175781,0.7300000190734863,322.0,349.0,37,492.0,1,6.198478698730469
100.0,0.4099999964237213,634.0,634.0,7,2839.0,0,7.951207160949707
