id,state,year,mrdrte,exec,unem,d90,d93,cmrdrte,cexec,cunem,cexec_1,cunem_1
15,IN,90,6.199999809265137,0,5.300000190734863,1,0,0.5999999046325684,-1,-1.0999999046325684,,
15,IN,93,7.5,0,5.300000190734863,0,1,1.3000001907348633,0,0.0,-1,-1.0999999046325684
16,IA,87,2.0999999046325684,0,5.5,0,0,,,,,
16,IA,90,1.899999976158142,0,4.199999809265137,1,0,-0.19999992847442627,0,-1.3000001907348633,,
16,IA,93,2.299999952316284,0,4.0,0,1,0.3999999761581421,0,-0.19999980926513672,0,-1.3000001907348633
17,KS,87,4.400000095367432,0,4.900000095367432,0,0,,,,,
17,KS,90,4.0,0,4.400000095367432,1,0,-0.40000009536743164,0,-0.5,,
17,KS,93,6.400000095367432,0,5.0,0,1,2.4000000953674316,0,0.5999999046325684,0,-0.5
18,KY,87,7.5,0,8.800000190734863,0,0,,,,,
18,KY,90,7.199999809265137,0,5.800000190734863,1,0,-0.3000001907348633,0,-3.0,,
18,KY,93,6.599999904632568,0,6.199999809265137,0,1,-0.5999999046325684,0,0.39999961853027344,0,-3.0
19,LA,87,11.100000381469727,9,12.0,0,0,,,,,
19,LA,90,17.200000762939453,4,6.199999809265137,1,0,6.100000381469727,-5,-5.800000190734863,,
19,LA,93,20.299999237060547,2,7.400000095367432,0,1,3.0999984741210938,-2,1.200000286102295,-5,-5.800000190734863
20,ME,87,2.5,0,4.400000095367432,0,0,,,,,
20,ME,90,2.4000000953674316,0,5.099999904632568,1,0,-0.09999990463256836,0,0.6999998092651367,,
20,ME,93,1.600000023841858,0,7.900000095367432,0,1,-0.8000000715255737,0,2.8000001907348633,0,0.6999998092651367
21,MD,87,9.600000381469727,0,4.199999809265137,0,0,,,,,
21,MD,90,11.5,0,4.599999904632568,1,0,1.8999996185302734,0,0.40000009536743164,,
21,MD,93,12.699999809265137,0,6.199999809265137,0,1,1.1999998092651367,0,1.5999999046325684,0,0.40000009536743164
22,MA,87,3.0,0,3.200000047683716,0,0,,,,,
22,MA,90,4.0,0,6.0,1,0,1.0,0,2.799999952316284,,
22,MA,93,3.9000000953674316,0,6.900000095367432,0,1,-0.09999990463256836,0,0.9000000953674316,0,2.799999952316284
23,MI,87,12.199999809265137,0,8.199999809265137,0,0,,,,,
23,MI,90,10.399999618530273,0,7.099999904632568,1,0,-1.8000001907348633,0,-1.0999999046325684,,
23,MI,93,9.800000190734863,0,7.0,0,1,-0.5999994277954102,0,-0.09999990463256836,0,-1.0999999046325684
24,MN,87,2.5999999046325684,0,5.400000095367432,0,0,,,,,
24,MN,90,2.700000047683716,0,4.800000190734863,1,0,0.10000014305114746,0,-0.5999999046325684,,
24,MN,93,3.4000000953674316,0,5.099999904632568,0,1,0.7000000476837158,0,0.2999997138977051,0,-0.5999999046325684
25,MS,87,10.199999809265137,2,10.199999809265137,0,0,,,,,
25,MS,90,12.199999809265137,1,7.5,1,0,2.0,-1,-2.6999998092651367,,
25,MS,93,13.5,0,6.300000190734863,0,1,1.3000001907348633,-1,-1.1999998092651367,-1,-2.6999998092651367
26,MO,87,8.300000190734863,0,6.300000190734863,0,0,,,,,
26,MO,90,8.800000190734863,5,5.699999809265137,1,0,0.5,5,-0.6000003814697266,,
26,MO,93,11.300000190734863,6,6.400000095367432,0,1,2.5,1,0.7000002861022949,5,-0.6000003814697266
27,MT,87,4.099999904632568,0,7.400000095367432,0,0,,,,,
27,MT,90,4.900000095367432,0,5.800000190734863,1,0,0.8000001907348633,0,-1.5999999046325684,,
27,MT,93,3.0,0,6.0,0,1,-1.9000000953674316,0,0.19999980926513672,0,-1.5999999046325684
28,NE,87,3.5,0,4.900000095367432,0,0,,,,,
28,NE,90,2.700000047683716,0,2.200000047683716,1,0,-0.7999999523162842,0,-2.700000047683716,,
28,NE,93,3.9000000953674316,0,2.5999999046325684,0,1,1.2000000476837158,0,0.39999985694885254,0,-2.700000047683716
29,NV,87,8.399999618530273,1,6.300000190734863,0,0,,,,,
29,NV,90,9.699999809265137,3,4.900000095367432,1,0,1.3000001907348633,2,-1.4000000953674316,,
29,NV,93,10.399999618530273,0,6.199999809265137,0,1,0.6999998092651367,-3,1.299999713897705,2,-1.4000000953674316
30,NH,87,3.0,0,2.5,0,0,,,,,
30,NH,90,1.899999976158142,0,5.599999904632568,1,0,-1.100000023841858,0,3.0999999046325684,,
30,NH,93,2.0,0,6.599999904632568,0,1,0.10000002384185791,0,1.0,0,3.0999999046325684
31,NJ,87,4.599999904632568,0,4.0,0,0,,,,,
31,NJ,90,5.599999904632568,0,5.0,1,0,1.0,0,1.0,,
31,NJ,93,5.300000190734863,0,7.400000095367432,0,1,-0.2999997138977051,0,2.4000000953674316,0,1.0
32,NM,87,10.100000381469727,0,8.899999618530273,0,0,,,,,
32,NM,90,9.199999809265137,0,6.300000190734863,1,0,-0.9000005722045898,0,-2.59999942779541,,
32,NM,93,8.0,0,7.5,0,1,-1.1999998092651367,0,1.1999998092651367,0,-2.59999942779541
33,NY,87,11.300000190734863,0,4.900000095367432,0,0,,,,,
33,NY,90,14.5,0,5.199999809265137,1,0,3.1999998092651367,0,0.2999997138977051,,
33,NY,93,13.300000190734863,0,7.699999809265137,0,1,-1.1999998092651367,0,2.5,0,0.2999997138977051
34,NC,87,8.100000381469727,1,4.5,0,0,,,,,
34,NC,90,10.699999809265137,0,4.099999904632568,1,0,2.59999942779541,-1,-0.40000009536743164,,
34,NC,93,11.300000190734863,2,4.900000095367432,0,1,0.6000003814697266,2,0.8000001907348633,-1,-0.40000009536743164
35,ND,87,1.5,0,5.199999809265137,0,0,,,,,
35,ND,90,0.800000011920929,0,3.9000000953674316,1,0,-0.699999988079071,0,-1.299999713897705,,
35,ND,93,1.7000000476837158,0,4.300000190734863,0,1,0.9000000357627869,0,0.40000009536743164,0,-1.299999713897705
36,OH,87,5.800000190734863,0,7.0,0,0,,,,,
36,OH,90,6.099999904632568,0,5.699999809265137,1,0,0.2999997138977051,0,-1.3000001907348633,,
36,OH,93,6.0,0,6.5,0,1,-0.09999990463256836,0,0.8000001907348633,0,-1.3000001907348633
37,OK,87,7.5,0,7.400000095367432,0,0,,,,,
37,OK,90,8.0,1,5.599999904632568,1,0,0.5,1,-1.8000001907348633,,
37,OK,93,8.399999618530273,2,6.0,0,1,0.39999961853027344,1,0.40000009536743164,1,-1.8000001907348633
38,OR,87,5.599999904632568,0,6.199999809265137,0,0,,,,,
38,OR,90,3.799999952316284,0,5.5,1,0,-1.7999999523162842,0,-0.6999998092651367,,
38,OR,93,4.599999904632568,0,7.199999809265137,0,1,0.7999999523162842,0,1.6999998092651367,0,-0.6999998092651367
39,PA,87,5.400000095367432,0,5.699999809265137,0,0,,,,,
39,PA,90,6.699999809265137,0,5.400000095367432,1,0,1.299999713897705,0,-0.2999997138977051,,
39,PA,93,6.800000190734863,0,7.0,0,1,0.10000038146972656,0,1.5999999046325684,0,-0.2999997138977051
40,RI,87,3.5,0,3.799999952316284,0,0,,,,,
40,RI,90,4.800000190734863,0,6.699999809265137,1,0,1.3000001907348633,0,2.8999998569488525,,
40,RI,93,3.9000000953674316,0,7.699999809265137,0,1,-0.9000000953674316,0,1.0,0,2.8999998569488525
41,SC,87,9.300000190734863,2,5.599999904632568,0,0,,,,,
41,SC,90,11.199999809265137,1,4.699999809265137,1,0,1.8999996185302734,-1,-0.9000000953674316,,
41,SC,93,10.300000190734863,1,7.5,0,1,-0.8999996185302734,0,2.8000001907348633,-1,-0.9000000953674316
42,SD,87,1.7999999523162842,0,4.199999809265137,0,0,,,,,
42,SD,90,2.0,0,3.700000047683716,1,0,0.20000004768371582,0,-0.4999997615814209,,
42,SD,93,3.4000000953674316,0,3.5,0,1,1.4000000953674316,0,-0.20000004768371582,0,-0.4999997615814209
43,TN,87,9.100000381469727,0,6.599999904632568,0,0,,,,,
43,TN,90,10.5,0,5.199999809265137,1,0,1.3999996185302734,0,-1.4000000953674316,,
43,TN,93,10.199999809265137,0,5.699999809265137,0,1,-0.3000001907348633,0,0.5,0,-1.4000000953674316
44,TX,87,11.699999809265137,22,8.399999618530273,0,0,,,,,
44,TX,90,14.100000381469727,11,6.199999809265137,1,0,2.40000057220459,-11,-2.1999998092651367,,
44,TX,93,11.899999618530273,34,7.0,0,1,-2.200000762939453,23,0.8000001907348633,-11,-2.1999998092651367
45,UT,87,3.299999952316284,1,6.400000095367432,0,0,,,,,
45,UT,90,3.0,1,4.300000190734863,1,0,-0.2999999523162842,0,-2.0999999046325684,,
45,UT,93,3.0999999046325684,1,3.9000000953674316,0,1,0.09999990463256836,0,-0.40000009536743164,0,-2.0999999046325684
46,VT,87,2.700000047683716,0,3.5999999046325684,0,0,,,,,
46,VT,90,2.299999952316284,0,5.0,1,0,-0.40000009536743164,0,1.4000000953674316,,
46,VT,93,3.5999999046325684,0,5.400000095367432,0,1,1.2999999523162842,0,0.40000009536743164,0,1.4000000953674316
47,VA,87,7.400000095367432,4,4.199999809265137,0,0,,,,,
47,VA,90,8.800000190734863,3,4.300000190734863,1,0,1.4000000953674316,-1,0.10000038146972656,,
47,VA,93,8.300000190734863,11,5.0,0,1,-0.5,8,0.6999998092651367,-1,0.10000038146972656
48,WA,87,5.599999904632568,0,7.599999904632568,0,0,,,,,
48,WA,90,4.900000095367432,0,4.900000095367432,1,0,-0.6999998092651367,0,-2.6999998092651367,,
48,WA,93,5.199999809265137,1,7.5,0,1,0.2999997138977051,1,2.5999999046325684,0,-2.6999998092651367
49,WV,87,4.800000190734863,0,10.800000190734863,0,0,,,,,
49,WV,90,5.699999809265137,0,8.300000190734863,1,0,0.8999996185302734,0,-2.5,,
49,WV,93,6.900000095367432,0,10.800000190734863,0,1,1.200000286102295,0,2.5,0,-2.5
50,WI,87,3.5,0,6.099999904632568,0,0,,,,,
50,WI,90,4.599999904632568,0,4.400000095367432,1,0,1.0999999046325684,0,-1.6999998092651367,,
50,WI,93,4.400000095367432,0,4.699999809265137,0,1,-0.19999980926513672,0,0.2999997138977051,0,-1.6999998092651367
51,WY,87,2.0,0,8.600000381469727,0,0,,,,,
51,WY,90,4.900000095367432,0,5.400000095367432,1,0,2.9000000953674316,0,-3.200000286102295,,
51,WY,93,3.4000000953674316,1,5.400000095367432,0,1,-1.5,1,0.0,0,-3.200000286102295
