attend,termGPA,priGPA,ACT,final,atndrte,hwrte,frosh,soph,missed,stndfnl
25,2.5,2.630000114440918,25,23,78.125,100.0,0,1,7,-0.5777310729026794
18,2.1500000953674316,2.190000057220459,22,32,56.25,62.5,0,1,14,1.3130252361297607
32,3.5,3.569999933242798,21,32,100.0,87.5,0,1,0,1.3130252361297607
31,2.1600000858306885,1.9800000190734863,18,26,96.875,100.0,1,0,1,0.052521008998155594
24,2.4000000953674316,3.049999952316284,26,19,75.0,25.0,0,1,8,-1.418067216873169
31,3.5399999618530273,3.450000047683716,25,31,96.875,100.0,0,1,1,1.1029411554336548
31,3.6500000953674316,2.630000114440918,23,31,96.875,100.0,0,1,1,1.1029411554336548
32,2.5,2.619999885559082,24,19,100.0,100.0,0,0,0,-1.418067216873169
25,2.119999885559082,2.130000114440918,18,24,78.125,87.5,0,1,7,-0.36764705181121826
31,2.5,2.4200000762939453,18,26,96.875,100.0,0,1,1,0.052521008998155594
32,3.809999942779541,3.430000066757202,29,34,100.0,100.0,0,1,0,1.733193278312683
30,3.0999999046325684,2.3499999046325684,21,19,93.75,50.0,1,0,2,-1.418067216873169
30,3.140000104904175,3.609999895095825,26,24,93.75,100.0,0,1,2,-0.36764705181121826
30,3.0,2.859999895095825,24,29,93.75,87.5,0,1,2,0.6827731132507324
10,1.2100000381469727,2.049999952316284,30,29,31.25,,1,0,22,0.6827731132507324
19,2.180000066757202,2.950000047683716,29,23,59.375,87.5,0,1,13,-0.5777310729026794
30,2.809999942779541,2.4100000858306885,19,20,93.75,87.5,0,1,2,-1.207983136177063
17,2.0999999046325684,2.319999933242798,23,27,53.125,100.0,0,1,15,0.26260504126548767
27,2.069999933242798,2.299999952316284,21,25,84.375,87.5,0,1,5,-0.15756303071975708
27,1.3600000143051147,1.7899999618530273,21,22,84.375,62.5,1,0,5,-0.7878151535987854
27,3.0,2.299999952316284,21,30,84.375,87.5,0,1,5,0.8928571343421936
28,1.9600000381469727,2.4800000190734863,20,21,87.5,100.0,0,1,4,-0.9978991746902466
30,2.859999895095825,2.869999885559082,22,35,93.75,100.0,1,0,2,1.943277359008789
30,2.609999895095825,2.0199999809265137,25,24,93.75,87.5,1,0,2,-0.36764705181121826
30,2.7100000381469727,2.6600000858306885,21,23,93.75,87.5,0,1,2,-0.5777310729026794
31,2.890000104904175,2.809999942779541,25,23,96.875,100.0,0,1,1,-0.5777310729026794
26,2.859999895095825,2.3399999141693115,21,28,81.25,100.0,0,0,6,0.47268906235694885
25,2.3499999046325684,2.5299999713897705,27,31,78.125,50.0,0,1,7,1.1029411554336548
24,2.640000104904175,2.0899999141693115,19,21,75.0,100.0,0,1,8,-0.9978991746902466
19,3.2899999618530273,2.6700000762939453,21,35,59.375,87.5,0,1,13,1.943277359008789
22,1.5399999618530273,1.899999976158142,25,18,68.75,87.5,0,1,10,-1.628151297569275
28,3.319999933242798,2.799999952316284,21,21,87.5,100.0,1,0,4,-0.9978991746902466
32,4.0,3.930000066757202,25,35,100.0,100.0,0,1,0,1.943277359008789
29,2.630000114440918,2.549999952316284,26,25,90.625,100.0,0,1,3,-0.15756303071975708
19,2.380000114440918,2.1700000762939453,21,22,59.375,75.0,1,0,13,-0.7878151535987854
20,1.2999999523162842,1.5800000429153442,18,21,62.5,62.5,0,1,12,-0.9978991746902466
29,2.759999990463257,2.119999885559082,20,29,90.625,100.0,1,0,3,0.6827731132507324
26,2.3299999237060547,2.200000047683716,14,20,81.25,75.0,0,0,6,-1.207983136177063
26,2.640000104904175,2.0199999809265137,27,29,81.25,12.5,1,0,6,0.6827731132507324
23,2.309999942779541,3.450000047683716,23,25,71.875,62.5,0,1,9,-0.15756303071975708
27,2.2300000190734863,1.9600000381469727,20,20,84.375,62.5,0,1,5,-1.207983136177063
31,2.309999942779541,2.7799999713897705,23,24,96.875,100.0,0,1,1,-0.36764705181121826
31,3.880000114440918,3.5899999141693115,27,35,96.875,87.5,0,0,1,1.943277359008789
29,2.380000114440918,2.0,15,19,90.625,100.0,1,0,3,-1.418067216873169
31,3.2200000286102295,3.5899999141693115,27,25,96.875,100.0,0,1,1,-0.15756303071975708
24,2.259999990463257,2.0399999618530273,25,28,75.0,100.0,0,0,8,0.47268906235694885
25,0.75,2.119999885559082,20,22,78.125,62.5,0,1,7,-0.7878151535987854
30,2.8499999046325684,3.3499999046325684,20,28,93.75,75.0,0,1,2,0.47268906235694885
32,1.649999976158142,2.4100000858306885,19,25,100.0,62.5,1,0,0,-0.15756303071975708
30,2.9200000762939453,2.559999942779541,16,20,93.75,100.0,0,1,2,-1.207983136177063
23,2.5,2.359999895095825,20,26,71.875,75.0,0,1,9,0.052521008998155594
24,2.140000104904175,2.5899999141693115,25,25,75.0,62.5,0,1,8,-0.15756303071975708
32,3.2200000286102295,3.1700000762939453,25,28,100.0,75.0,0,1,0,0.47268906235694885
20,2.390000104904175,2.609999895095825,19,23,62.5,75.0,0,1,12,-0.5777310729026794
26,3.1500000953674316,2.950000047683716,18,27,81.25,100.0,0,1,6,0.26260504126548767
27,1.75,2.200000047683716,20,26,84.375,87.5,0,1,5,0.052521008998155594
24,1.75,2.5199999809265137,28,25,75.0,75.0,0,0,8,-0.15756303071975708
30,2.809999942779541,2.549999952316284,22,25,93.75,100.0,0,1,2,-0.15756303071975708
31,3.049999952316284,2.9000000953674316,25,27,96.875,100.0,0,1,1,0.26260504126548767
23,2.2699999809265137,2.5299999713897705,26,21,71.875,75.0,0,1,9,-0.9978991746902466
25,2.9200000762939453,2.2699999809265137,19,28,78.125,100.0,0,1,7,0.47268906235694885
29,2.5,2.7100000381469727,23,26,90.625,87.5,0,1,3,0.052521008998155594
28,3.7100000381469727,2.0,26,34,87.5,100.0,1,0,4,1.733193278312683
20,1.5,2.2899999618530273,21,21,62.5,37.5,0,0,12,-0.9978991746902466
31,2.109999895095825,1.9600000381469727,24,22,96.875,100.0,0,1,1,-0.7878151535987854
31,3.2799999713897705,2.4600000381469727,18,34,96.875,100.0,0,0,1,1.733193278312683
23,1.600000023841858,2.180000066757202,20,27,71.875,100.0,0,1,9,0.26260504126548767
25,3.3299999237060547,3.049999952316284,23,30,78.125,100.0,0,1,7,0.8928571343421936
28,2.0399999618530273,2.4700000286102295,22,23,87.5,100.0,1,0,4,-0.5777310729026794
29,2.859999895095825,2.759999990463257,25,27,90.625,100.0,0,1,3,0.26260504126548767
17,0.8209999799728394,1.75,17,22,53.125,12.5,1,0,15,-0.7878151535987854
28,2.4600000381469727,2.740000009536743,21,30,87.5,87.5,0,1,4,0.8928571343421936
32,4.0,3.069999933242798,19,35,100.0,100.0,0,1,0,1.943277359008789
20,1.3600000143051147,1.909999966621399,22,21,62.5,75.0,0,0,12,-0.9978991746902466
2,0.0,2.25,25,20,6.25,37.5,0,1,30,-1.207983136177063
21,1.8300000429153442,2.0299999713897705,17,22,65.625,50.0,0,0,11,-0.7878151535987854
28,3.75,3.059999942779541,30,33,87.5,100.0,0,0,4,1.5231091976165771
26,1.649999976158142,2.259999990463257,17,30,81.25,75.0,1,0,6,0.8928571343421936
24,3.0,3.190000057220459,28,20,75.0,100.0,0,1,8,-1.207983136177063
31,2.6700000762939453,2.569999933242798,20,20,96.875,100.0,0,1,1,-1.207983136177063
29,2.869999885559082,2.740000009536743,17,30,90.625,100.0,0,0,3,0.8928571343421936
21,2.309999942779541,2.1700000762939453,22,23,65.625,100.0,1,0,11,-0.5777310729026794
24,2.630000114440918,3.299999952316284,26,25,75.0,100.0,0,1,8,-0.15756303071975708
20,1.8300000429153442,2.5299999713897705,27,27,62.5,62.5,0,1,12,0.26260504126548767
30,2.0,2.069999933242798,23,19,93.75,87.5,0,1,2,-1.418067216873169
31,3.5899999141693115,3.25,25,30,96.875,100.0,0,1,1,0.8928571343421936
32,2.880000114440918,2.819999933242798,23,19,100.0,100.0,0,1,0,-1.418067216873169
23,1.9299999475479126,2.450000047683716,20,31,71.875,87.5,0,1,9,1.1029411554336548
30,2.700000047683716,3.0199999809265137,20,28,93.75,100.0,0,1,2,0.47268906235694885
28,2.690000057220459,2.8399999141693115,23,21,87.5,87.5,0,1,4,-0.9978991746902466
25,3.380000114440918,3.390000104904175,23,25,78.125,87.5,0,1,7,-0.15756303071975708
28,2.5,0.8569999933242798,18,30,87.5,100.0,0,1,4,0.8928571343421936
24,3.5299999713897705,2.309999942779541,32,32,75.0,100.0,0,0,8,1.3130252361297607
26,2.1500000953674316,2.9600000381469727,16,20,81.25,100.0,0,1,6,-1.207983136177063
25,2.680000066757202,2.380000114440918,21,23,78.125,100.0,1,0,7,-0.5777310729026794
27,2.7100000381469727,2.1500000953674316,20,24,84.375,100.0,0,1,5,-0.36764705181121826
23,2.619999885559082,1.899999976158142,23,29,71.875,100.0,1,0,9,0.6827731132507324
29,2.190000057220459,1.7999999523162842,19,19,90.625,87.5,1,0,3,-1.418067216873169
22,2.680000066757202,1.7400000095367432,21,29,68.75,100.0,0,1,10,0.6827731132507324
28,2.75,2.2200000286102295,21,26,87.5,62.5,0,1,4,0.052521008998155594
25,1.600000023841858,2.490000009536743,21,19,78.125,50.0,0,0,7,-1.418067216873169
25,2.380000114440918,2.9200000762939453,20,20,78.125,100.0,0,0,7,-1.207983136177063
27,2.299999952316284,1.9800000190734863,22,27,84.375,87.5,0,0,5,0.26260504126548767
23,3.359999895095825,1.8300000429153442,17,30,71.875,100.0,1,0,9,0.8928571343421936
32,3.25,3.2799999713897705,21,26,100.0,100.0,0,1,0,0.052521008998155594
27,1.5,1.9800000190734863,16,23,84.375,62.5,1,0,5,-0.5777310729026794
31,2.9600000381469727,3.0199999809265137,19,25,96.875,87.5,0,1,1,-0.15756303071975708
25,3.0999999046325684,2.869999885559082,26,20,78.125,62.5,0,1,7,-1.207983136177063
26,2.0399999618530273,2.75,19,26,81.25,100.0,0,1,6,0.052521008998155594
29,3.2100000381469727,3.450000047683716,30,31,90.625,100.0,0,1,3,1.1029411554336548
28,3.119999885559082,3.2100000381469727,24,22,87.5,100.0,0,1,4,-0.7878151535987854
30,1.5,2.430000066757202,18,32,93.75,100.0,0,0,2,1.3130252361297607
29,1.9600000381469727,2.559999942779541,23,16,90.625,75.0,1,0,3,-2.0483193397521973
29,3.3399999141693115,3.4200000762939453,22,24,90.625,100.0,0,1,3,-0.36764705181121826
28,2.9000000953674316,2.430000066757202,21,22,87.5,100.0,0,1,4,-0.7878151535987854
32,3.6500000953674316,3.490000009536743,23,31,100.0,100.0,0,0,0,1.1029411554336548
25,3.0299999713897705,2.3399999141693115,22,25,78.125,75.0,0,1,7,-0.15756303071975708
28,2.680000066757202,2.4800000190734863,28,27,87.5,62.5,1,0,4,0.26260504126548767
28,2.430000066757202,3.2100000381469727,23,26,87.5,75.0,1,0,4,0.052521008998155594
24,1.5,2.0999999046325684,17,24,75.0,100.0,0,1,8,-0.36764705181121826
29,2.9700000286102295,2.819999933242798,25,28,90.625,100.0,0,1,3,0.47268906235694885
30,3.7100000381469727,3.2200000286102295,27,37,93.75,87.5,0,1,2,2.363445281982422
29,2.2699999809265137,2.0999999046325684,19,21,90.625,100.0,0,1,3,-0.9978991746902466
28,2.680000066757202,1.6699999570846558,22,31,87.5,87.5,1,0,4,1.1029411554336548
25,3.630000114440918,3.640000104904175,26,32,78.125,100.0,0,1,7,1.3130252361297607
30,2.5899999141693115,2.450000047683716,25,29,93.75,100.0,0,1,2,0.6827731132507324
32,2.7699999809265137,2.5299999713897705,20,29,100.0,100.0,0,0,0,0.6827731132507324
29,3.299999952316284,2.390000104904175,16,27,90.625,100.0,1,0,3,0.26260504126548767
28,2.130000114440918,2.630000114440918,20,23,87.5,87.5,1,0,4,-0.5777310729026794
24,2.3499999046325684,2.5399999618530273,24,30,75.0,87.5,0,0,8,0.8928571343421936
26,3.4600000381469727,3.5399999618530273,27,29,81.25,100.0,0,1,6,0.6827731132507324
3,2.0799999237060547,1.850000023841858,22,23,9.375,87.5,0,1,29,-0.5777310729026794
15,3.049999952316284,2.440000057220459,24,32,46.875,75.0,0,0,17,1.3130252361297607
31,3.549999952316284,3.309999942779541,22,28,96.875,100.0,0,1,1,0.47268906235694885
25,2.130000114440918,2.3499999046325684,20,30,78.125,50.0,0,1,7,0.8928571343421936
27,2.380000114440918,2.2200000286102295,20,22,84.375,100.0,0,0,5,-0.7878151535987854
27,3.7300000190734863,3.200000047683716,25,37,84.375,100.0,0,0,5,2.363445281982422
27,2.130000114440918,2.5799999237060547,21,17,84.375,100.0,0,1,5,-1.8382352590560913
29,3.7100000381469727,3.609999895095825,26,31,90.625,100.0,0,1,3,1.1029411554336548
32,2.549999952316284,2.4600000381469727,18,24,100.0,75.0,1,0,0,-0.36764705181121826
23,3.130000114440918,3.3399999141693115,28,26,71.875,100.0,0,0,9,0.052521008998155594
32,3.190000057220459,3.130000114440918,17,23,100.0,87.5,1,0,0,-0.5777310729026794
28,2.5899999141693115,2.7899999618530273,26,28,87.5,100.0,0,1,4,0.47268906235694885
31,2.7899999618530273,2.359999895095825,23,27,96.875,100.0,1,0,1,0.26260504126548767
25,3.0,3.2899999618530273,28,30,78.125,100.0,0,1,7,0.8928571343421936
30,2.75,2.369999885559082,20,24,93.75,87.5,1,0,2,-0.36764705181121826
24,3.25,3.569999933242798,29,30,75.0,100.0,0,1,8,0.8928571343421936
22,0.699999988079071,2.069999933242798,28,28,68.75,12.5,1,0,10,0.47268906235694885
31,3.2100000381469727,3.200000047683716,27,30,96.875,100.0,1,0,1,0.8928571343421936
16,1.809999942779541,1.9800000190734863,23,25,50.0,,1,0,16,-0.15756303071975708
28,3.2100000381469727,2.799999952316284,22,22,87.5,100.0,0,1,4,-0.7878151535987854
31,3.0,2.9800000190734863,18,22,96.875,100.0,0,1,1,-0.7878151535987854
21,1.850000023841858,2.8499999046325684,22,21,65.625,75.0,0,0,11,-0.9978991746902466
9,2.0,1.9500000476837158,20,26,28.125,37.5,1,0,23,0.052521008998155594
24,1.350000023841858,1.8899999856948853,21,22,75.0,75.0,1,0,8,-0.7878151535987854
31,3.0399999618530273,3.2899999618530273,19,32,96.875,100.0,1,0,1,1.3130252361297607
28,3.180000066757202,2.759999990463257,25,26,87.5,100.0,1,0,4,0.052521008998155594
26,3.359999895095825,1.7799999713897705,23,34,81.25,100.0,0,1,6,1.733193278312683
31,3.0,2.890000104904175,20,26,96.875,100.0,0,1,1,0.052521008998155594
20,2.880000114440918,1.9500000476837158,25,26,62.5,87.5,0,1,12,0.052521008998155594
23,3.0399999618530273,2.4800000190734863,27,30,71.875,100.0,0,1,9,0.8928571343421936
29,2.7300000190734863,2.299999952316284,16,24,90.625,100.0,1,0,3,-0.36764705181121826
32,2.7799999713897705,1.8600000143051147,21,34,100.0,87.5,1,0,0,1.733193278312683
32,2.9600000381469727,2.700000047683716,24,30,100.0,87.5,0,1,0,0.8928571343421936
29,2.25,2.2799999713897705,15,26,90.625,87.5,1,0,3,0.052521008998155594
28,2.109999895095825,2.690000057220459,19,19,87.5,87.5,0,1,4,-1.418067216873169
31,3.2699999809265137,2.4700000286102295,25,34,96.875,100.0,0,0,1,1.733193278312683
28,2.2300000190734863,2.6700000762939453,19,22,87.5,100.0,1,0,4,-0.7878151535987854
31,2.940000057220459,2.4000000953674316,22,22,96.875,100.0,1,0,1,-0.7878151535987854
30,4.0,3.450000047683716,30,36,93.75,100.0,0,0,2,2.1533613204956055
27,2.319999933242798,2.3499999046325684,21,27,84.375,87.5,1,0,5,0.26260504126548767
25,3.4100000858306885,2.9200000762939453,23,24,78.125,100.0,0,0,7,-0.36764705181121826
27,2.2899999618530273,2.7300000190734863,18,26,84.375,100.0,0,1,5,0.052521008998155594
25,1.5399999618530273,2.680000066757202,19,22,78.125,87.5,0,1,7,-0.7878151535987854
32,3.559999942779541,3.5199999809265137,23,31,100.0,100.0,0,1,0,1.1029411554336548
10,1.0,1.409999966621399,23,20,31.25,12.5,1,0,22,-1.207983136177063
25,2.940000057220459,2.940000057220459,20,30,78.125,100.0,0,0,7,0.8928571343421936
31,3.140000104904175,3.319999933242798,23,22,96.875,100.0,0,1,1,-0.7878151535987854
29,2.75,2.9100000858306885,19,22,90.625,75.0,0,1,3,-0.7878151535987854
27,2.2300000190734863,2.130000114440918,24,26,84.375,100.0,1,0,5,0.052521008998155594
30,3.799999952316284,3.109999895095825,24,29,93.75,100.0,0,1,2,0.6827731132507324
32,3.5399999618530273,2.940000057220459,16,22,100.0,100.0,1,0,0,-0.7878151535987854
31,3.75,3.5299999713897705,26,31,96.875,100.0,0,1,1,1.1029411554336548
32,3.5,2.8299999237060547,22,27,100.0,100.0,0,1,0,0.26260504126548767
29,2.619999885559082,2.6600000858306885,26,23,90.625,87.5,0,1,3,-0.5777310729026794
24,1.7599999904632568,2.119999885559082,23,26,75.0,50.0,0,1,8,0.052521008998155594
21,2.359999895095825,2.200000047683716,19,22,65.625,87.5,0,1,11,-0.7878151535987854
21,2.4600000381469727,2.25,26,24,65.625,100.0,1,0,11,-0.36764705181121826
32,3.7300000190734863,3.2200000286102295,28,32,100.0,100.0,0,1,0,1.3130252361297607
28,3.2300000190734863,2.950000047683716,21,26,87.5,100.0,0,1,4,0.052521008998155594
32,2.609999895095825,2.6600000858306885,17,31,100.0,87.5,0,1,0,1.1029411554336548
28,2.630000114440918,2.4100000858306885,20,25,87.5,100.0,0,1,4,-0.15756303071975708
28,3.0799999237060547,2.5899999141693115,19,27,87.5,100.0,0,1,4,0.26260504126548767
30,1.3799999952316284,2.549999952316284,19,17,93.75,100.0,0,1,2,-1.8382352590560913
30,3.5399999618530273,3.4800000190734863,28,29,93.75,100.0,0,1,2,0.6827731132507324
28,3.1500000953674316,2.9100000858306885,23,26,87.5,87.5,1,0,4,0.052521008998155594
29,2.2100000381469727,2.2799999713897705,18,26,90.625,100.0,0,1,3,0.052521008998155594
17,2.180000066757202,2.490000009536743,30,24,53.125,62.5,0,0,15,-0.36764705181121826
32,3.0999999046325684,2.940000057220459,23,25,100.0,100.0,0,0,0,-0.15756303071975708
26,2.619999885559082,3.109999895095825,27,24,81.25,100.0,0,1,6,-0.36764705181121826
31,2.4000000953674316,2.690000057220459,23,28,96.875,100.0,1,0,1,0.47268906235694885
30,3.5999999046325684,3.359999895095825,28,21,93.75,100.0,0,1,2,-0.9978991746902466
26,2.0399999618530273,2.119999885559082,22,32,81.25,100.0,0,1,6,1.3130252361297607
29,3.119999885559082,2.4100000858306885,23,28,90.625,100.0,0,0,3,0.47268906235694885
28,3.190000057220459,2.299999952316284,19,22,87.5,100.0,0,1,4,-0.7878151535987854
25,1.9700000286102295,2.069999933242798,24,24,78.125,100.0,0,1,7,-0.36764705181121826
32,3.0,3.180000066757202,25,33,100.0,100.0,0,1,0,1.5231091976165771
31,3.359999895095825,2.619999885559082,27,28,96.875,100.0,1,0,1,0.47268906235694885
24,1.7899999618530273,1.7400000095367432,24,25,75.0,100.0,1,0,8,-0.15756303071975708
27,2.9700000286102295,3.1500000953674316,28,27,84.375,100.0,0,1,5,0.26260504126548767
23,2.6700000762939453,2.309999942779541,22,27,71.875,87.5,0,1,9,0.26260504126548767
29,3.1600000858306885,2.8399999141693115,20,26,90.625,87.5,0,1,3,0.052521008998155594
26,2.5,2.069999933242798,23,22,81.25,75.0,0,1,6,-0.7878151535987854
22,1.7100000381469727,2.130000114440918,20,21,68.75,87.5,0,1,10,-0.9978991746902466
29,2.7300000190734863,2.549999952316284,24,27,90.625,100.0,0,1,3,0.26260504126548767
29,3.5799999237060547,2.7899999618530273,28,30,90.625,100.0,0,0,3,0.8928571343421936
27,2.2100000381469727,2.390000104904175,20,26,84.375,100.0,0,1,5,0.052521008998155594
18,1.75,2.190000057220459,22,21,56.25,62.5,0,1,14,-0.9978991746902466
27,2.109999895095825,2.140000104904175,20,23,84.375,100.0,0,1,5,-0.5777310729026794
29,4.0,3.8399999141693115,28,37,90.625,87.5,0,1,3,2.363445281982422
23,3.140000104904175,3.2100000381469727,22,24,71.875,87.5,0,1,9,-0.36764705181121826
25,2.9200000762939453,2.680000066757202,20,27,78.125,75.0,0,1,7,0.26260504126548767
28,2.2899999618530273,2.4600000381469727,19,19,87.5,100.0,0,1,4,-1.418067216873169
30,2.9600000381469727,2.3399999141693115,24,25,93.75,100.0,0,1,2,-0.15756303071975708
24,2.069999933242798,2.619999885559082,25,21,75.0,100.0,1,0,8,-0.9978991746902466
30,1.7999999523162842,2.609999895095825,20,30,93.75,100.0,0,0,2,0.8928571343421936
32,3.7300000190734863,3.809999942779541,32,38,100.0,87.5,0,1,0,2.5735294818878174
28,2.309999942779541,2.4200000762939453,18,19,87.5,100.0,1,0,4,-1.418067216873169
29,2.390000104904175,2.450000047683716,20,25,90.625,100.0,0,1,3,-0.15756303071975708
25,2.9600000381469727,2.930000066757202,28,35,78.125,100.0,0,1,7,1.943277359008789
31,3.619999885559082,3.4800000190734863,24,32,96.875,100.0,0,1,1,1.3130252361297607
31,3.119999885559082,2.9600000381469727,22,29,96.875,100.0,0,1,1,0.6827731132507324
30,2.309999942779541,2.359999895095825,19,30,93.75,100.0,0,1,2,0.8928571343421936
23,1.7100000381469727,2.890000104904175,24,22,71.875,100.0,0,1,9,-0.7878151535987854
31,2.690000057220459,3.0199999809265137,26,29,96.875,75.0,0,0,1,0.6827731132507324
32,2.430000066757202,2.5899999141693115,16,21,100.0,87.5,0,1,0,-0.9978991746902466
32,2.549999952316284,2.569999933242798,15,20,100.0,100.0,1,0,0,-1.207983136177063
30,2.7699999809265137,2.5299999713897705,24,29,93.75,100.0,0,1,2,0.6827731132507324
28,3.4000000953674316,3.6600000858306885,29,26,87.5,100.0,0,1,4,0.052521008998155594
26,2.5,2.0999999046325684,17,21,81.25,87.5,0,0,6,-0.9978991746902466
24,3.0,1.809999942779541,22,30,75.0,75.0,0,1,8,0.8928571343421936
28,2.25,2.390000104904175,16,19,87.5,100.0,0,0,4,-1.418067216873169
15,2.5,2.0299999713897705,26,24,46.875,50.0,0,1,17,-0.36764705181121826
28,2.049999952316284,2.5899999141693115,22,24,87.5,87.5,0,1,4,-0.36764705181121826
29,1.3799999952316284,1.9199999570846558,16,16,90.625,100.0,1,0,3,-2.0483193397521973
27,2.7300000190734863,1.850000023841858,23,25,84.375,87.5,1,0,5,-0.15756303071975708
28,3.299999952316284,3.5399999618530273,26,33,87.5,25.0,0,0,4,1.5231091976165771
31,2.7899999618530273,2.569999933242798,19,31,96.875,100.0,0,1,1,1.1029411554336548
29,3.309999942779541,3.2699999809265137,26,27,90.625,100.0,0,1,3,0.26260504126548767
30,1.7899999618530273,2.440000057220459,20,14,93.75,75.0,0,1,2,-2.468487501144409
24,2.9700000286102295,2.369999885559082,22,31,75.0,100.0,1,0,8,1.1029411554336548
31,2.130000114440918,2.630000114440918,19,14,96.875,100.0,0,0,1,-2.468487501144409
28,3.0399999618530273,2.680000066757202,25,24,87.5,100.0,0,0,4,-0.36764705181121826
21,2.0399999618530273,2.5,18,23,65.625,87.5,1,0,11,-0.5777310729026794
26,2.75,2.950000047683716,21,25,81.25,100.0,0,1,6,-0.15756303071975708
32,3.4000000953674316,3.1600000858306885,25,29,100.0,100.0,0,1,0,0.6827731132507324
32,2.819999933242798,3.130000114440918,22,19,100.0,100.0,0,1,0,-1.418067216873169
21,0.5450000166893005,1.9800000190734863,18,23,65.625,37.5,1,0,11,-0.5777310729026794
9,1.4299999475479126,2.0299999713897705,28,25,28.125,37.5,0,1,23,-0.15756303071975708
26,2.1500000953674316,1.9299999475479126,16,27,81.25,87.5,1,0,6,0.26260504126548767
24,2.5399999618530273,1.8799999952316284,23,24,75.0,75.0,1,0,8,-0.36764705181121826
26,2.5,2.859999895095825,23,25,81.25,100.0,0,1,6,-0.15756303071975708
31,2.380000114440918,2.299999952316284,17,25,96.875,100.0,0,1,1,-0.15756303071975708
27,1.6699999570846558,2.190000057220459,13,15,84.375,87.5,0,1,5,-2.2584033012390137
28,3.2100000381469727,2.5399999618530273,23,25,87.5,100.0,1,0,4,-0.15756303071975708
32,2.75,2.940000057220459,22,24,100.0,100.0,0,1,0,-0.36764705181121826
25,2.5,2.930000066757202,25,29,78.125,87.5,0,1,7,0.6827731132507324
26,2.9000000953674316,2.5999999046325684,19,24,81.25,100.0,1,0,6,-0.36764705181121826
27,2.6500000953674316,3.259999990463257,20,29,84.375,50.0,0,0,5,0.6827731132507324
32,3.430000066757202,3.2899999618530273,20,22,100.0,100.0,0,1,0,-0.7878151535987854
21,2.8499999046325684,2.190000057220459,24,31,65.625,75.0,1,0,11,1.1029411554336548
