female,phsrank,BA,AA,black,hispanic,id,exper,jc,univ,lwage,stotal,smcity,medcity,submed,lgcity,sublg,vlgcity,subvlg,ne,nc,south,totcoll
1,68,0,0,0,0,1388.0,101,0.0,0.0,1.3862943649291992,0.10740216076374054,0,1,0,0,0,0,0,0,0,0,0.0
0,57,0,0,0,0,1399.0,155,0.0,0.0,2.231088876724243,-0.46463102102279663,0,0,1,0,0,0,0,0,0,1,0.0
0,55,1,0,0,0,1403.0,138,0.0,4.555548191070557,2.2512917518615723,0.9311299324035645,0,0,0,0,0,0,1,0,1,0,4.555548191070557
1,75,0,0,0,0,1407.0,119,1.7111084461212158,0.0,1.504077434539795,0.4506220817565918,0,0,0,0,0,0,1,0,1,0,1.7111084461212158
1,78,0,0,0,0,1412.0,155,2.200000047683716,0.0,1.832897424697876,0.17604614794254303,0,0,0,0,0,0,0,0,0,1,2.200000047683716
1,82,0,0,0,0,1416.0,151,0.0,1.2666666507720947,1.3350008726119995,1.0455366373062134,1,0,0,0,0,0,0,0,1,0,1.2666666507720947
0,70,1,0,0,0,1436.0,145,0.0,4.266666889190674,2.79998779296875,1.4345191717147827,0,0,0,0,1,0,0,0,0,0,4.266666889190674
1,36,0,0,0,0,1439.0,136,0.0,0.0,2.159484386444092,0.061639510095119476,1,0,0,0,0,0,0,1,0,0,0.0
0,36,0,0,0,0,1508.0,97,0.0,0.0,2.4079456329345703,-0.8078509569168091,0,0,0,0,0,0,0,0,1,0,0.0
1,88,1,0,0,0,1518.0,146,0.0,6.0,2.5649492740631104,0.9997739195823669,0,0,0,0,0,0,0,0,0,0,6.0
0,35,0,0,0,0,1538.0,161,1.2999999523162842,0.6333333253860474,1.7925289869308472,0.6107913851737976,0,1,0,0,0,0,0,0,0,1,1.9333332777023315
1,80,0,0,0,1,1539.0,143,0.0,0.0,2.4454445838928223,-1.0137828588485718,0,0,0,0,1,0,0,0,0,0,0.0
1,68,0,0,0,0,1541.0,164,0.0,0.0,2.2570230960845947,0.038758181035518646,1,0,0,0,0,0,0,0,0,0,0.0
1,86,0,0,0,0,1553.0,149,0.0,0.5111104249954224,2.6270811557769775,-0.25869908928871155,0,0,0,0,0,0,0,0,1,0,0.5111104249954224
0,27,0,0,0,0,1577.0,166,0.0,0.0,2.5649492740631104,-0.8993762135505676,1,0,0,0,0,0,0,0,1,0,0.0
1,44,0,0,0,0,1586.0,60,0.0,0.0,1.2527629137039185,-1.51717209815979,0,0,0,0,1,0,0,0,1,0,0.0
1,92,1,0,1,0,1588.0,84,0.0,4.800000190734863,1.7715562582015991,0.5192660689353943,1,0,0,0,0,0,0,0,0,1,4.800000190734863
1,51,1,0,1,0,1598.0,163,0.0,4.64443826675415,1.9906102418899536,-1.105308175086975,0,0,0,1,0,0,0,0,0,1,4.64443826675415
0,37,0,1,0,0,1599.0,111,0.0,4.577775001525879,2.0512707233428955,-0.48751235008239746,1,0,0,0,0,0,0,1,0,0,4.577775001525879
0,36,1,0,0,0,1613.0,127,0.0,4.333333492279053,2.5964479446411133,-0.09852978587150574,0,0,1,0,0,0,0,0,0,1,4.333333492279053
0,38,0,0,0,0,1624.0,157,0.0,0.0,2.0149030685424805,-0.2129364162683487,0,0,0,1,0,0,0,0,1,0,0.0
0,71,0,0,0,0,1629.0,162,0.13333334028720856,0.0,2.139291763305664,0.0,1,0,0,0,0,0,0,1,0,0,0.13333334028720856
0,53,0,0,0,0,1640.0,135,2.3333303928375244,0.8999989628791809,2.3586745262145996,-0.1442924439907074,0,1,0,0,0,0,0,0,1,0,3.2333292961120605
1,79,1,0,0,0,1661.0,109,0.0,4.199999809265137,2.649815559387207,0.6107913851737976,1,0,0,0,0,0,0,1,0,0,4.199999809265137
1,99,0,0,0,0,1667.0,56,0.0,5.833333492279053,2.1611084938049316,1.5031630992889404,0,0,0,0,1,0,0,0,1,0,5.833333492279053
0,21,0,0,0,0,1676.0,153,0.0,0.0,1.6582280397415161,-1.0366642475128174,0,0,0,0,0,0,0,0,0,1,0.0
0,65,1,0,0,0,1679.0,118,0.0,4.300000190734863,1.8718022108078003,0.5421473979949951,1,0,0,0,0,0,0,0,0,1,4.300000190734863
0,95,0,0,0,0,1695.0,161,0.0,0.0,2.375422477722168,0.9082486033439636,1,0,0,0,0,0,0,0,0,0,0.0
1,54,0,0,0,0,1710.0,150,0.0,0.0,2.079441547393799,0.3590967655181885,0,1,0,0,0,0,0,0,1,0,0.0
0,40,0,0,1,0,1723.0,146,0.0,0.0,2.255492687225342,-1.0137828588485718,0,1,0,0,0,0,0,1,0,0,0.0
0,40,1,0,0,0,1724.0,109,0.0,4.199999809265137,2.079441547393799,0.8167232871055603,0,1,0,0,0,0,0,1,0,0,4.199999809265137
0,88,1,0,0,0,1728.0,101,0.5666666626930237,5.266666889190674,2.2353763580322266,1.6404510736465454,1,0,0,0,0,0,0,0,1,0,5.833333492279053
0,25,0,0,0,0,1730.0,85,0.0,0.0,2.0281479358673096,1.2057058811187744,0,0,0,0,0,0,0,0,1,0,0.0
1,58,0,0,0,0,1735.0,137,0.0,0.4000000059604645,2.3589649200439453,0.1531648188829422,0,0,0,0,0,0,0,1,0,0,0.4000000059604645
0,42,1,0,0,0,1744.0,131,0.0,2.8666625022888184,2.826655864715576,0.40485942363739014,1,0,0,0,0,0,0,1,0,0,2.8666625022888184
0,98,1,0,0,0,1799.0,47,2.6666667461395264,3.77777099609375,2.5417656898498535,1.0226552486419678,0,0,0,0,0,0,1,0,0,0,6.4444379806518555
0,61,0,0,0,0,1801.0,160,0.0,0.0,2.13521146774292,-1.8603919744491577,1,0,0,0,0,0,0,1,0,0,0.0
1,42,0,0,1,0,1813.0,142,0.0,0.0,1.840120553970337,-1.4485280513763428,0,0,0,1,0,0,0,0,1,0,0.0
1,40,0,0,0,0,1830.0,159,0.0,0.0,2.944438934326172,0.015876853838562965,0,0,0,0,0,0,1,1,0,0,0.0
0,11,0,0,0,0,1847.0,162,0.0,0.0,1.9712989330291748,-0.28158038854599,0,0,0,1,0,0,0,0,1,0,0.0
1,92,0,0,0,0,1848.0,66,0.955554723739624,1.3666661977767944,2.145930767059326,0.5879100561141968,0,0,0,0,0,0,0,0,0,0,2.322220802307129
0,98,1,0,0,0,1851.0,122,2.566666603088379,2.433333396911621,3.465735912322998,0.8167232871055603,0,0,0,0,1,0,0,0,0,1,5.0
1,17,0,0,0,0,1853.0,155,0.0,0.0,1.7533082962036133,-1.379884123802185,1,0,0,0,0,0,0,0,0,1,0.0
1,88,1,0,0,0,1864.0,114,0.0,4.233333110809326,1.7491998672485352,0.7023167014122009,0,0,0,0,0,1,0,1,0,0,4.233333110809326
0,74,0,0,0,0,1865.0,137,0.0,2.0333333015441895,2.2905123233795166,0.7023167014122009,0,0,0,0,0,0,0,0,1,0,2.0333333015441895
0,10,0,0,0,0,1866.0,152,1.100000023841858,0.0,2.5902671813964844,-1.082426905632019,0,1,0,0,0,0,0,0,0,1,1.100000023841858
1,90,0,0,0,0,1915.0,161,0.0,0.0,1.7613002061843872,0.862485945224762,0,1,0,0,0,0,0,0,1,0,0.0
1,50,0,1,0,0,1919.0,162,2.0999999046325684,0.0,2.1068406105041504,0.3590967655181885,0,0,1,0,0,0,0,1,0,0,2.0999999046325684
1,81,1,0,0,0,1923.0,116,0.0,4.1777729988098145,2.397895336151123,0.6565540432929993,1,0,0,0,0,0,0,0,0,1,4.1777729988098145
0,23,0,0,0,0,1924.0,161,0.0,0.0,1.8718022108078003,-0.48751235008239746,1,0,0,0,0,0,0,0,1,0,0.0
1,65,0,0,0,0,1925.0,106,0.0,5.26666259765625,2.90653657913208,0.9311299324035645,1,0,0,0,0,0,0,1,0,0,5.26666259765625
0,61,1,0,0,0,1928.0,142,0.0,5.055554389953613,3.0602707862854004,0.5879100561141968,0,0,0,1,0,0,0,1,0,0,5.055554389953613
1,87,0,1,0,0,1935.0,148,2.5999999046325684,0.0,2.285778045654297,1.4574004411697388,0,0,0,0,0,0,1,0,1,0,2.5999999046325684
0,73,0,0,0,0,1937.0,165,0.0,2.888885498046875,1.8586688041687012,0.6794353723526001,0,0,0,0,1,0,0,0,1,0,2.888885498046875
0,19,0,0,0,0,1943.0,161,0.0,0.0,1.5368672609329224,-0.3502243757247925,1,0,0,0,0,0,0,0,1,0,0.0
0,44,0,0,0,0,1963.0,163,0.4222216308116913,0.0,2.7170188426971436,-0.32734304666519165,0,0,0,0,0,0,0,0,1,0,0.4222216308116913
1,57,0,0,0,0,1966.0,67,0.0,0.0,1.648658037185669,-0.7849696278572083,1,0,0,0,0,0,0,0,1,0,0.0
1,32,0,0,0,0,1973.0,87,0.0,0.0,2.1729161739349365,0.3133341073989868,1,0,0,0,0,0,0,1,0,0,0.0
0,83,0,0,0,0,1979.0,109,0.0,5.911108493804932,2.906784772872925,1.1599432229995728,0,1,0,0,0,0,0,0,1,0,5.911108493804932
1,43,0,0,0,0,1985.0,9,0.8888875246047974,0.0,1.386419415473938,0.49638473987579346,0,0,0,0,0,0,1,0,1,0,0.8888875246047974
1,62,0,0,0,0,1987.0,148,0.0,0.0,1.3225253820419312,-1.5629347562789917,0,0,0,0,0,0,0,0,0,1,0.0
1,27,0,0,0,0,1995.0,82,0.0,0.0,1.3143209218978882,-1.7231040000915527,0,1,0,0,0,0,0,0,1,0,0.0
0,70,0,0,0,0,2004.0,160,1.3333313465118408,5.766664505004883,2.7472708225250244,0.565028727054596,0,0,0,0,1,0,0,0,0,1,7.0999956130981445
0,99,1,0,0,0,2005.0,128,0.0,5.366662502288818,2.9927515983581543,1.960789680480957,1,0,0,0,0,0,0,0,1,0,5.366662502288818
0,8,0,0,0,0,2007.0,101,0.0,0.0,3.2047040462493896,-1.791748046875,0,0,0,1,0,0,0,0,0,1,0.0
0,32,0,0,0,0,2015.0,83,0.0,0.0,2.2512917518615723,-0.8993762135505676,0,0,0,0,0,0,1,0,1,0,0.0
0,65,1,0,0,0,2028.0,155,0.0,4.566666603088379,2.995732307434082,1.4345191717147827,0,0,0,0,0,0,0,1,0,0,4.566666603088379
1,91,0,0,0,0,2051.0,151,0.0,2.799999952316284,2.6390573978424072,1.1828244924545288,0,0,0,0,0,0,0,0,0,1,2.799999952316284
0,50,0,0,0,0,2059.0,151,0.0,0.6111104488372803,1.455287218093872,0.0,0,0,0,0,0,0,0,0,1,0,0.6111104488372803
0,55,0,0,0,0,2060.0,146,0.0,0.0,2.525728702545166,0.0,0,0,0,1,0,0,0,0,1,0,0.0
1,98,1,0,0,0,2081.0,93,0.0,7.00555419921875,2.181464195251465,1.8463830947875977,1,0,0,0,0,0,0,0,1,0,7.00555419921875
1,68,1,0,0,0,2082.0,123,0.0,4.333327293395996,2.2449560165405273,-0.007004473824054003,0,0,0,0,0,0,0,0,0,1,4.333327293395996
0,37,0,0,0,0,2090.0,158,0.0,0.0,1.736141562461853,0.0,0,1,0,0,0,0,0,0,0,0,0.0
1,68,1,0,1,0,2092.0,66,1.4222207069396973,1.6444417238235474,2.3025851249694824,-1.4027653932571411,0,0,0,0,1,0,0,0,0,1,3.066662311553955
0,73,0,0,1,0,2095.0,131,0.0,7.5,2.7370481491088867,0.4735034108161926,0,0,0,1,0,0,0,0,0,1,7.5
0,26,0,0,0,0,2102.0,148,0.0,0.0,2.8079686164855957,0.061639510095119476,0,0,0,1,0,0,0,0,1,0,0.0
0,83,1,0,0,0,2104.0,104,0.0,4.577771186828613,2.476938486099243,0.8396046161651611,0,0,0,1,0,0,0,0,0,1,4.577771186828613
1,82,0,0,0,0,2130.0,161,0.0,0.0,1.4327003955841064,0.6565540432929993,0,0,0,0,0,0,0,0,1,0,0.0
0,85,1,0,0,0,2140.0,142,0.0,4.378881931304932,2.217843770980835,0.038758181035518646,0,0,0,1,0,0,0,0,1,0,4.378881931304932
1,45,0,0,0,0,2144.0,55,0.0,0.0,1.7578577995300293,0.42774075269699097,0,0,0,0,1,0,0,0,1,0,0.0
1,72,1,0,1,0,2147.0,146,0.0,4.099999904632568,1.5475618839263916,0.5421473979949951,0,0,0,0,1,0,0,0,0,1,4.099999904632568
1,96,0,0,0,0,2156.0,90,0.0,7.5,2.890371799468994,1.3658751249313354,1,0,0,0,0,0,0,0,1,0,7.5
1,95,1,0,0,0,2171.0,137,0.0,5.088883399963379,1.7647308111190796,-0.05276712775230408,1,0,0,0,0,0,0,0,0,1,5.088883399963379
0,32,1,0,0,0,2192.0,149,0.0,6.113329887390137,0.5753641724586487,-0.6705629825592041,0,0,1,0,0,0,0,1,0,0,6.113329887390137
1,76,1,0,0,0,2208.0,83,0.0,4.699999809265137,1.4469189643859863,1.3658751249313354,0,0,0,0,0,0,0,1,0,0,4.699999809265137
