narr86,nfarr86,nparr86,pcnv,avgsen,tottime,ptime86,qemp86,inc86,durat,black,hispan,born60,pcnvsq,pt86sq,inc86sq
0,0,0,0.4699999988079071,31.899999618530273,31.899999618530273,12,0.0,0.0,0.0,1,0,1,0.22089999914169312,144,0.0
0,0,0,0.36000001430511475,18.700000762939453,37.400001525878906,0,0.0,0.0,5.0,0,0,1,0.12960000336170197,0,0.0
0,0,0,0.4000000059604645,0.0,0.0,2,0.0,0.0,19.0,1,0,0,0.1600000113248825,4,0.0
0,0,0,0.33000001311302185,0.0,0.0,0,2.0,17.100000381469727,0.0,0,0,1,0.10890001058578491,0,292.4100036621094
0,0,0,0.5,0.0,0.0,0,0.0,0.0,15.0,0,1,1,0.25,0,0.0
0,0,0,0.33000001311302185,6.300000190734863,25.200000762939453,12,0.0,0.0,0.0,0,0,0,0.10890001058578491,144,0.0
0,0,0,0.20000000298023224,0.0,0.0,0,3.0,54.099998474121094,0.0,0,0,1,0.04000000283122063,0,2926.809814453125
2,0,0,0.0,0.0,0.0,0,1.0,11.199999809265137,1.0,0,0,0,0.0,0,125.43999481201172
0,0,0,1.0,0.0,0.0,0,0.0,0.0,7.0,0,0,1,1.0,0,0.0
1,0,0,0.4000000059604645,0.0,0.0,5,0.0,0.0,15.0,0,0,1,0.1600000113248825,25,0.0
0,0,0,0.33000001311302185,36.099998474121094,36.099998474121094,0,4.0,7.599999904632568,0.0,0,1,0,0.10890001058578491,0,57.7599983215332
2,1,0,0.6700000166893005,0.0,0.0,0,1.0,0.5,0.0,0,1,1,0.4489000141620636,0,0.25
0,0,0,1.0,0.0,0.0,0,3.0,16.799999237060547,1.0,0,0,1,1.0,0,282.2399597167969
0,0,0,0.33000001311302185,0.0,0.0,12,0.0,0.0,0.0,0,0,0,0.10890001058578491,144,0.0
0,0,0,0.0,0.0,0.0,0,4.0,63.0,0.0,0,1,1,0.0,0,3969.0
2,2,2,0.0,0.0,0.0,1,2.0,52.599998474121094,0.0,0,0,0,0.0,1,2766.759765625
1,1,1,0.4300000071525574,0.0,0.0,0,1.0,15.899999618530273,1.0,0,1,1,0.18490000069141388,0,252.8099822998047
0,0,0,0.5,0.0,0.0,0,0.0,0.0,6.0,0,0,1,0.25,0,0.0
0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0
3,0,0,0.38999998569488525,11.300000190734863,11.300000190734863,0,3.0,29.700000762939453,0.0,0,1,0,0.15209998190402985,0,882.0900268554688
0,0,0,0.5,0.0,0.0,0,0.0,0.0,1.0,1,0,1,0.25,0,0.0
3,2,2,0.4399999976158142,0.0,0.0,0,1.0,3.799999952316284,0.0,0,1,1,0.19359999895095825,0,14.4399995803833
0,0,0,0.0,0.0,0.0,0,0.0,0.0,8.0,0,0,1,0.0,0,0.0
0,0,0,0.0,0.0,0.0,0,0.0,0.0,9.0,0,1,1,0.0,0,0.0
2,1,1,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0
0,0,0,0.5699999928474426,0.0,0.0,0,4.0,91.5,0.0,0,0,1,0.3249000012874603,0,8372.25
2,1,1,0.4099999964237213,0.0,0.0,0,1.0,1.7999999523162842,13.0,0,1,0,0.1680999994277954,0,3.239999771118164
1,1,1,0.0,0.0,0.0,0,4.0,144.0,0.0,1,0,0,0.0,0,20736.0
0,0,0,0.10000000149011612,0.0,0.0,0,4.0,45.599998474121094,0.0,0,1,0,0.010000000707805157,0,2079.35986328125
0,0,0,1.0,0.0,0.0,0,4.0,66.5,0.0,0,0,1,1.0,0,4422.25
1,1,0,0.8299999833106995,0.0,0.0,0,1.0,6.199999809265137,0.0,0,1,1,0.6888999938964844,0,38.439998626708984
1,1,0,0.0,0.0,0.0,0,4.0,90.0999984741211,0.0,0,0,1,0.0,0,8118.009765625
0,0,0,0.33000001311302185,0.0,0.0,8,0.0,0.0,2.0,1,0,1,0.10890001058578491,64,0.0
0,0,0,0.0,0.0,0.0,0,4.0,169.3000030517578,0.0,0,0,0,0.0,0,28662.490234375
0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,0,0.0
0,0,0,0.5,0.0,0.0,0,0.0,0.0,11.0,0,0,0,0.25,0,0.0
0,0,0,0.33000001311302185,0.0,0.0,12,0.0,0.0,0.0,0,1,1,0.10890001058578491,144,0.0
1,0,0,0.33000001311302185,0.0,0.0,0,0.0,0.0,1.0,1,0,1,0.10890001058578491,0,0.0
0,0,0,0.6000000238418579,6.199999809265137,6.199999809265137,0,0.0,0.0,5.0,0,0,1,0.36000001430511475,0,0.0
1,0,1,0.0,0.0,0.0,0,1.0,17.200000762939453,13.0,0,0,1,0.0,0,295.84002685546875
0,0,0,1.0,0.0,0.0,0,2.0,3.299999952316284,12.0,0,0,0,1.0,0,10.889999389648438
1,0,0,0.0,0.0,0.0,0,0.0,0.0,9.0,0,0,0,0.0,0,0.0
1,1,0,0.33000001311302185,12.899999618530273,25.799999237060547,6,0.0,0.0,1.0,1,0,1,0.10890001058578491,36,0.0
0,0,0,0.0,0.0,0.0,0,4.0,103.69999694824219,0.0,0,0,1,0.0,0,10753.689453125
0,0,0,1.0,11.800000190734863,35.400001525878906,12,0.0,0.0,0.0,1,0,0,1.0,144,0.0
0,0,0,0.5,5.599999904632568,5.599999904632568,0,4.0,60.70000076293945,0.0,0,0,1,0.25,0,3684.489990234375
1,1,0,0.5,0.0,0.0,0,4.0,51.79999923706055,0.0,0,1,0,0.25,0,2683.239990234375
3,2,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
3,2,1,0.5,0.0,0.0,0,0.0,0.0,8.0,0,1,0,0.25,0,0.0
0,0,0,1.0,0.0,0.0,0,2.0,46.20000076293945,15.0,0,0,1,1.0,0,2134.440185546875
0,0,0,0.25,0.0,0.0,0,1.0,3.799999952316284,0.0,0,0,0,0.0625,0,14.4399995803833
1,1,0,1.0,0.0,0.0,0,2.0,14.300000190734863,3.0,0,0,1,1.0,0,204.49000549316406
1,0,0,0.33000001311302185,0.0,0.0,0,1.0,0.8999999761581421,0.0,0,1,1,0.10890001058578491,0,0.809999942779541
0,0,0,0.4300000071525574,0.0,0.0,0,0.0,0.0,12.0,0,1,0,0.18490000069141388,0,0.0
0,0,0,0.25,0.0,0.0,0,4.0,58.20000076293945,0.0,0,1,0,0.0625,0,3387.239990234375
0,0,0,0.20000000298023224,0.0,0.0,0,0.0,0.0,9.0,0,0,0,0.04000000283122063,0,0.0
0,0,0,0.0,0.0,0.0,0,4.0,50.400001525878906,0.0,1,0,0,0.0,0,2540.16015625
2,2,2,0.5400000214576721,5.5,11.0,0,3.0,37.599998474121094,1.0,1,0,1,0.2916000187397003,0,1413.7598876953125
1,0,1,0.5,0.0,0.0,0,1.0,0.5,7.0,0,0,1,0.25,0,0.25
0,0,0,0.75,0.0,0.0,0,0.0,0.0,3.0,1,0,1,0.5625,0,0.0
2,2,1,0.09000000357627869,0.0,0.0,0,0.0,0.0,6.0,1,0,0,0.008100000210106373,0,0.0
0,0,0,0.17000000178813934,0.0,0.0,0,4.0,263.79998779296875,0.0,1,0,1,0.02890000119805336,0,69590.4296875
1,1,0,0.20000000298023224,0.0,0.0,0,3.0,41.0,0.0,1,0,1,0.04000000283122063,0,1681.0
0,0,0,0.4300000071525574,0.0,0.0,0,2.0,7.599999904632568,0.0,0,0,1,0.18490000069141388,0,57.7599983215332
0,0,0,0.25,0.0,0.0,0,4.0,108.30000305175781,0.0,0,0,1,0.0625,0,11728.890625
0,0,0,0.0,20.299999237060547,20.299999237060547,0,3.0,82.5,0.0,0,0,1,0.0,0,6806.25
2,1,0,0.33000001311302185,0.0,0.0,0,1.0,28.399999618530273,19.0,1,0,1,0.10890001058578491,0,806.5599975585938
2,1,1,0.44999998807907104,9.5,9.5,0,4.0,80.30000305175781,0.0,1,0,1,0.20249998569488525,0,6448.09033203125
1,0,0,0.28999999165534973,0.0,0.0,0,4.0,138.89999389648438,0.0,0,1,0,0.08409999310970306,0,19293.208984375
0,0,0,0.4000000059604645,0.0,0.0,12,0.0,0.0,0.0,0,1,0,0.1600000113248825,144,0.0
0,0,0,0.6700000166893005,0.0,0.0,0,0.0,0.0,6.0,1,0,0,0.4489000141620636,0,0.0
0,0,0,0.0,0.0,0.0,0,4.0,90.69999694824219,0.0,0,0,1,0.0,0,8226.4892578125
2,1,1,0.0,0.0,0.0,0,1.0,8.600000381469727,0.0,0,0,0,0.0,0,73.96000671386719
5,3,4,0.0,0.0,0.0,0,3.0,22.399999618530273,0.0,0,1,0,0.0,0,501.7599792480469
1,1,1,0.3799999952316284,0.0,0.0,0,4.0,53.0,0.0,0,0,0,0.1444000005722046,0,2809.0
5,2,2,0.27000001072883606,0.0,0.0,0,1.0,0.699999988079071,2.0,0,1,0,0.07290000468492508,0,0.4899999797344208
0,0,0,0.4000000059604645,0.0,0.0,0,0.0,0.0,9.0,1,0,0,0.1600000113248825,0,0.0
2,2,1,0.5,0.0,0.0,0,4.0,24.799999237060547,0.0,0,1,0,0.25,0,615.0399780273438
1,1,1,0.6000000238418579,0.0,0.0,0,0.0,0.0,19.0,0,0,0,0.36000001430511475,0,0.0
0,0,0,1.0,0.0,0.0,0,4.0,131.1999969482422,0.0,0,0,1,1.0,0,17213.439453125
0,0,0,0.0,0.0,0.0,0,4.0,144.60000610351562,0.0,0,0,0,0.0,0,20909.162109375
0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.0,0,0.0
1,1,0,0.0,0.0,0.0,0,2.0,6.199999809265137,0.0,1,0,1,0.0,0,38.439998626708984
0,0,0,0.5699999928474426,18.399999618530273,36.79999923706055,2,1.7999999523162842,5.599999904632568,10.899999618530273,0,1,0,0.3249000012874603,4,31.35999870300293
0,0,0,1.0,0.0,0.0,0,1.0,3.4000000953674316,17.0,0,0,0,1.0,0,11.5600004196167
0,0,0,0.5,0.0,0.0,0,3.0,37.5,6.0,0,0,0,0.25,0,1406.25
0,0,0,0.5,0.0,0.0,0,0.0,0.0,10.0,0,0,0,0.25,0,0.0
0,0,0,0.33000001311302185,18.399999618530273,18.399999618530273,0,0.0,0.0,2.0,0,0,0,0.10890001058578491,0,0.0
0,0,0,0.33000001311302185,0.0,0.0,0,0.0,0.0,3.0,0,1,1,0.10890001058578491,0,0.0
0,0,0,0.5,0.0,0.0,0,4.0,89.9000015258789,0.0,0,0,1,0.25,0,8082.01025390625
0,0,0,0.5,11.0,11.0,0,0.0,0.0,7.0,0,1,1,0.25,0,0.0
0,0,0,0.20000000298023224,0.0,0.0,0,4.0,21.5,0.0,0,1,1,0.04000000283122063,0,462.25
0,0,0,0.0,0.0,0.0,0,4.0,164.89999389648438,0.0,0,1,0,0.0,0,27192.0078125
1,1,1,0.6299999952316284,8.899999618530273,8.899999618530273,7,0.0,0.0,1.899999976158142,0,0,1,0.3968999981880188,49,0.0
0,0,0,0.0,0.0,0.0,0,0.0,0.0,11.0,1,0,0,0.0,0,0.0
1,1,1,0.0,0.0,0.0,2,2.0,9.699999809265137,0.0,0,1,0,0.0,4,94.08999633789062
2,1,0,0.28999999165534973,21.700000762939453,21.700000762939453,0,2.0,18.899999618530273,0.0,0,1,1,0.08409999310970306,0,357.2099914550781
0,0,0,0.25,24.600000381469727,49.20000076293945,0,1.0,9.600000381469727,12.899999618530273,0,0,0,0.0625,0,92.16000366210938
0,0,0,1.0,0.0,0.0,0,1.0,0.699999988079071,17.0,0,0,1,1.0,0,0.4899999797344208
2,2,0,0.0,0.0,0.0,0,1.0,29.299999237060547,1.0,0,0,1,0.0,0,858.4899291992188
2,2,0,0.14000000059604645,13.399999618530273,13.399999618530273,0,1.0,1.0,0.0,1,0,1,0.019600000232458115,0,1.0
0,0,0,0.0,18.399999618530273,18.399999618530273,0,1.0,21.299999237060547,3.0,0,0,0,0.0,0,453.6899719238281
0,0,0,0.5,0.0,0.0,0,4.0,33.400001525878906,0.0,0,1,0,0.25,0,1115.56005859375
0,0,0,0.0,0.0,0.0,0,4.0,117.80000305175781,0.0,0,0,1,0.0,0,13876.8408203125
0,0,0,0.33000001311302185,0.0,0.0,0,2.0,29.100000381469727,0.0,0,0,1,0.10890001058578491,0,846.8099975585938
0,0,0,1.0,0.0,0.0,0,4.0,240.8000030517578,0.0,0,0,1,1.0,0,57984.640625
0,0,0,0.0,0.0,0.0,0,4.0,140.60000610351562,0.0,0,0,1,0.0,0,19768.361328125
0,0,0,1.0,0.0,0.0,0,4.0,148.3000030517578,0.0,0,0,1,1.0,0,21992.890625
0,0,0,0.75,0.0,0.0,0,4.0,14.699999809265137,0.0,0,0,1,0.5625,0,216.08999633789062
0,0,0,0.8299999833106995,7.800000190734863,31.200000762939453,0,2.0,10.5,0.0,0,0,1,0.6888999938964844,0,110.25
0,0,0,0.0,0.0,0.0,0,1.0,7.900000095367432,7.0,0,0,0,0.0,0,62.40999984741211
1,0,0,0.3100000023841858,0.0,0.0,0,0.0,0.0,23.0,0,0,1,0.09610000252723694,0,0.0
2,1,0,0.5,0.0,0.0,0,1.0,6.199999809265137,0.0,0,1,1,0.25,0,38.439998626708984
1,0,0,0.5,0.0,0.0,0,0.0,0.0,2.0,0,1,1,0.25,0,0.0
0,0,0,0.5,0.0,0.0,0,0.0,0.0,3.0,1,0,0,0.25,0,0.0
1,1,1,1.0,0.0,0.0,0,2.0,2.9000000953674316,1.0,0,0,0,1.0,0,8.410000801086426
0,0,0,0.25,18.5,18.5,11,0.0,0.0,1.0,1,0,0,0.0625,121,0.0
0,0,0,0.6700000166893005,0.0,0.0,0,2.0,2.9000000953674316,0.0,0,0,1,0.4489000141620636,0,8.410000801086426
0,0,0,0.6700000166893005,0.0,0.0,0,1.0,4.099999904632568,0.0,0,0,1,0.4489000141620636,0,16.809999465942383
3,3,0,0.33000001311302185,11.899999618530273,11.899999618530273,0,0.0,0.0,1.0,0,0,0,0.10890001058578491,0,0.0
0,0,0,0.17000000178813934,10.899999618530273,10.899999618530273,9,0.0,0.0,4.0,0,1,1,0.02890000119805336,81,0.0
0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.0,0,0.0
1,1,0,0.33000001311302185,0.0,0.0,0,0.0,0.0,20.0,1,0,0,0.10890001058578491,0,0.0
0,0,0,0.5,0.0,0.0,0,0.0,0.0,4.0,0,0,1,0.25,0,0.0
0,0,0,0.33000001311302185,0.0,0.0,0,1.0,0.20000000298023224,0.0,0,0,1,0.10890001058578491,0,0.04000000283122063
0,0,0,0.0,0.0,0.0,0,3.0,61.29999923706055,0.0,0,0,0,0.0,0,3757.68994140625
0,0,0,0.0,0.0,0.0,0,4.0,276.20001220703125,0.0,0,1,1,0.0,0,76286.4453125
0,0,0,0.25,9.100000381469727,9.100000381469727,12,0.0,0.0,0.0,1,0,0,0.0625,144,0.0
0,0,0,0.5,0.0,0.0,0,4.0,52.400001525878906,0.0,0,0,0,0.25,0,2745.76025390625
2,2,1,0.41999998688697815,6.699999809265137,6.699999809265137,3,0.0,0.0,22.0,0,0,1,0.17639999091625214,9,0.0
0,0,0,0.5699999928474426,14.399999618530273,14.399999618530273,0,4.0,34.5,0.0,0,0,1,0.3249000012874603,0,1190.25
0,0,0,1.0,0.0,0.0,0,4.0,80.9000015258789,0.0,0,0,1,1.0,0,6544.81005859375
0,0,0,0.4000000059604645,10.600000381469727,21.200000762939453,12,0.0,0.0,0.0,0,0,0,0.1600000113248825,144,0.0
0,0,0,0.5,0.0,0.0,0,4.0,121.0999984741211,0.0,0,1,1,0.25,0,14665.2099609375
0,0,0,1.0,0.0,0.0,0,4.0,182.60000610351562,0.0,0,0,1,1.0,0,33342.76171875
0,0,0,1.0,0.0,0.0,0,0.0,0.0,6.0,0,1,1,1.0,0,0.0
0,0,0,0.33000001311302185,0.0,0.0,0,0.0,0.0,1.0,0,0,1,0.10890001058578491,0,0.0
0,0,0,0.5,0.0,0.0,0,3.0,44.599998474121094,0.0,0,0,1,0.25,0,1989.159912109375
2,0,0,0.8299999833106995,0.0,0.0,0,2.0,26.100000381469727,5.0,0,1,1,0.6888999938964844,0,681.2100219726562
0,0,0,0.25,0.0,0.0,0,1.0,0.800000011920929,1.0,0,0,1,0.0625,0,0.64000004529953
0,0,0,0.5,0.0,0.0,12,0.0,0.0,0.0,0,0,1,0.25,144,0.0
0,0,0,0.0,0.0,0.0,0,4.0,185.5,0.0,0,0,0,0.0,0,34410.25
0,0,0,0.800000011920929,0.0,0.0,0,0.0,0.0,6.0,0,0,1,0.64000004529953,0,0.0
0,0,0,0.6700000166893005,0.0,0.0,0,4.0,97.69999694824219,0.0,0,1,1,0.4489000141620636,0,9545.2890625
4,2,2,1.0,21.799999237060547,43.599998474121094,0,2.0,25.799999237060547,0.0,0,1,0,1.0,0,665.6399536132812
1,0,0,0.5,0.0,0.0,0,2.0,1.7999999523162842,5.0,1,0,0,0.25,0,3.239999771118164
0,0,0,0.0,0.0,0.0,0,4.0,166.5,0.0,0,0,1,0.0,0,27722.25
2,2,2,0.0,0.0,0.0,0,0.0,0.0,1.0,1,0,1,0.0,0,0.0
1,1,1,1.0,0.0,0.0,0,3.0,71.0999984741211,1.0,1,0,0,1.0,0,5055.2099609375
0,0,0,0.33000001311302185,0.0,0.0,0,3.0,9.199999809265137,0.0,1,0,1,0.10890001058578491,0,84.63999938964844
0,0,0,0.6700000166893005,11.399999618530273,11.399999618530273,0,4.0,210.60000610351562,0.0,0,0,1,0.4489000141620636,0,44352.36328125
1,1,0,0.0,0.0,0.0,0,4.0,282.3999938964844,0.0,0,1,0,0.0,0,79749.7578125
0,0,0,0.6700000166893005,0.0,0.0,0,0.0,0.0,3.0,0,0,1,0.4489000141620636,0,0.0
1,0,0,0.0,0.0,0.0,0,4.0,25.700000762939453,0.0,1,0,0,0.0,0,660.4900512695312
2,2,2,0.4000000059604645,0.0,0.0,0,2.0,34.900001525878906,0.0,0,0,1,0.1600000113248825,0,1218.0101318359375
0,0,0,0.33000001311302185,0.0,0.0,0,4.0,58.70000076293945,0.0,0,0,1,0.10890001058578491,0,3445.690185546875
0,0,0,0.5,0.0,0.0,0,4.0,108.30000305175781,0.0,1,0,1,0.25,0,11728.890625
0,0,0,0.5,0.0,0.0,0,0.0,0.0,9.0,0,0,1,0.25,0,0.0
0,0,0,0.0,0.0,0.0,0,3.0,15.699999809265137,4.0,0,0,1,0.0,0,246.489990234375
1,1,0,0.28999999165534973,0.0,0.0,0,0.0,0.0,2.0,1,0,1,0.08409999310970306,0,0.0
3,2,0,0.5,0.0,0.0,0,3.0,37.20000076293945,0.0,0,1,0,0.25,0,1383.840087890625
0,0,0,0.2199999988079071,0.0,0.0,0,3.0,84.80000305175781,0.0,0,0,0,0.04839999973773956,0,7191.04052734375
0,0,0,0.12999999523162842,12.699999809265137,38.099998474121094,12,0.0,0.0,0.0,0,1,0,0.016899999231100082,144,0.0
0,0,0,0.33000001311302185,0.0,0.0,0,2.0,9.5,1.0,0,1,1,0.10890001058578491,0,90.25
0,0,0,0.4000000059604645,0.0,0.0,0,4.0,54.79999923706055,0.0,0,1,1,0.1600000113248825,0,3003.039794921875
0,0,0,0.20000000298023224,0.0,0.0,0,1.0,2.0,22.0,0,0,1,0.04000000283122063,0,4.0
0,0,0,0.33000001311302185,14.199999809265137,14.199999809265137,0,4.0,76.30000305175781,0.0,0,1,0,0.10890001058578491,0,5821.6904296875
1,0,1,1.0,0.0,0.0,0,0.0,0.0,4.0,0,0,1,1.0,0,0.0
1,1,0,0.5,0.0,0.0,0,4.0,103.69999694824219,0.0,0,0,1,0.25,0,10753.689453125
0,0,0,1.0,0.0,0.0,0,4.0,148.1999969482422,0.0,0,0,1,1.0,0,21963.23828125
0,0,0,1.0,0.0,0.0,0,0.0,0.0,3.0,0,0,1,1.0,0,0.0
0,0,0,0.5,0.0,0.0,0,4.0,183.39999389648438,0.0,0,0,1,0.25,0,33635.55859375
0,0,0,0.6700000166893005,10.699999809265137,21.399999618530273,0,4.0,117.5999984741211,0.0,0,1,1,0.4489000141620636,0,13829.759765625
1,1,1,0.7099999785423279,0.0,0.0,0,4.0,24.799999237060547,0.0,0,1,0,0.50409996509552,0,615.0399780273438
0,0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,1.0,0,0.0
0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0,1,0.0,0,0.0
0,0,0,0.33000001311302185,0.0,0.0,0,1.0,0.800000011920929,15.0,0,1,1,0.10890001058578491,0,0.64000004529953
0,0,0,0.4000000059604645,0.0,0.0,0,4.0,108.80000305175781,0.0,0,1,1,0.1600000113248825,0,11837.4404296875
0,0,0,1.0,0.0,0.0,0,4.0,220.3000030517578,0.0,0,0,1,1.0,0,48532.08984375
1,0,0,0.0,0.0,0.0,0,3.0,56.29999923706055,0.0,0,0,1,0.0,0,3169.68994140625
0,0,0,1.0,0.0,0.0,0,4.0,176.39999389648438,0.0,0,0,1,1.0,0,31116.95703125
0,0,0,0.0,0.0,0.0,0,2.0,28.299999237060547,0.0,0,0,1,0.0,0,800.8899536132812
1,0,0,0.800000011920929,0.0,0.0,0,3.0,51.79999923706055,1.0,0,1,1,0.64000004529953,0,2683.239990234375
0,0,0,1.0,0.0,0.0,0,4.0,178.1999969482422,0.0,0,0,1,1.0,0,31755.23828125
1,0,0,0.0,0.0,0.0,0,4.0,176.10000610351562,0.0,1,0,1,0.0,0,31011.212890625
1,1,1,1.0,0.0,0.0,0,4.0,142.39999389648438,0.0,0,0,1,1.0,0,20277.7578125
0,0,0,1.0,0.0,0.0,0,2.0,23.799999237060547,8.0,0,0,1,1.0,0,566.43994140625
3,0,0,0.33000001311302185,0.0,0.0,0,4.0,176.5,0.0,1,0,1,0.10890001058578491,0,31152.25
0,0,0,0.0,0.0,0.0,0,4.0,75.19999694824219,0.0,0,0,1,0.0,0,5655.03955078125
0,0,0,0.5,0.0,0.0,0,0.0,0.0,3.0,0,1,1,0.25,0,0.0
0,0,0,0.6000000238418579,0.0,0.0,12,0.0,0.0,0.0,0,1,0,0.36000001430511475,144,0.0
2,1,0,0.33000001311302185,0.0,0.0,0,4.0,145.39999389648438,0.0,0,1,0,0.10890001058578491,0,21141.158203125
1,1,1,0.0,0.0,0.0,0,0.0,0.0,9.0,1,0,1,0.0,0,0.0
1,1,0,0.33000001311302185,0.0,0.0,0,0.0,0.0,19.0,1,0,1,0.10890001058578491,0,0.0
0,0,0,1.0,0.0,0.0,0,4.0,237.6999969482422,0.0,0,0,1,1.0,0,56501.2890625
0,0,0,0.0,0.0,0.0,0,4.0,195.6999969482422,0.0,0,0,1,0.0,0,38298.48828125
1,1,0,0.0,0.0,0.0,0,4.0,53.79999923706055,0.0,0,0,1,0.0,0,2894.43994140625
1,0,0,0.4000000059604645,0.0,0.0,0,2.0,33.20000076293945,2.0,0,0,0,0.1600000113248825,0,1102.239990234375
2,1,0,0.0,19.299999237060547,19.299999237060547,0,3.0,10.100000381469727,9.0,1,0,0,0.0,0,102.010009765625
0,0,0,0.4399999976158142,10.0,20.0,0,4.0,262.70001220703125,0.0,0,0,1,0.19359999895095825,0,69011.296875
0,0,0,0.0,0.0,0.0,0,4.0,81.30000305175781,0.0,0,0,1,0.0,0,6609.6904296875
0,0,0,0.4300000071525574,22.0,22.0,0,3.0,5.699999809265137,5.5,1,0,1,0.18490000069141388,0,32.48999786376953
0,0,0,1.0,0.0,0.0,0,2.0,25.899999618530273,0.0,0,0,1,1.0,0,670.8099975585938
1,0,0,0.33000001311302185,9.699999809265137,19.399999618530273,0,2.0,21.0,0.0,1,0,1,0.10890001058578491,0,441.0
0,0,0,0.0,0.0,0.0,0,2.0,16.399999618530273,1.0,0,0,1,0.0,0,268.9599914550781
1,0,0,0.4399999976158142,0.0,0.0,0,4.0,35.70000076293945,0.0,1,0,1,0.19359999895095825,0,1274.4901123046875
0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.0,0,0.0
0,0,0,1.0,0.0,0.0,0,4.0,263.6000061035156,0.0,0,0,1,1.0,0,69484.9609375
0,0,0,0.20000000298023224,0.0,0.0,0,4.0,133.8000030517578,0.0,0,1,1,0.04000000283122063,0,17902.44140625
0,0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,1.0,0,0.0
0,0,0,0.17000000178813934,0.0,0.0,0,0.0,0.0,2.0,0,1,1,0.02890000119805336,0,0.0
1,1,0,0.33000001311302185,6.099999904632568,12.199999809265137,0,1.0,6.099999904632568,0.0,0,1,1,0.10890001058578491,0,37.209999084472656
2,2,0,0.0,0.0,0.0,0,3.0,20.700000762939453,0.0,0,1,1,0.0,0,428.4900207519531
1,1,0,0.33000001311302185,0.0,0.0,0,2.0,10.0,1.0,0,0,1,0.10890001058578491,0,100.0
