year,age,agesq,nbh,cbd,inst,linst,price,rooms,area,land,baths,dist,ldist,lprice,y81,larea,lland,linstsq
1978,1,1.0,1,18000.0,21000.0,9.952300071716309,77500.0,7,1998,147668.0,3,19800.0,9.893437385559082,11.25803279876709,0,7.599902153015137,11.902721405029297,99.04827880859375
1978,26,676.0,1,20000.0,22000.0,9.998800277709961,58000.0,6,1356,544500.0,2,21000.0,9.952278137207031,10.9681978225708,0,7.212294578552246,13.207623481750488,99.97600555419922
1978,0,0.0,1,19000.0,21000.0,9.952300071716309,61900.0,9,1411,44431.0,3,20200.0,9.913437843322754,11.033275604248047,0,7.252053737640381,10.701692581176758,99.04827880859375
1978,2,4.0,1,19000.0,21000.0,9.952300071716309,79900.0,7,1540,46174.0,3,21000.0,9.952278137207031,11.288531303405762,0,7.339537620544434,10.740172386169434,99.04827880859375
1978,0,0.0,1,20000.0,22000.0,9.998800277709961,62400.0,7,1296,46609.0,2,20900.0,9.947504043579102,11.04132080078125,0,7.1670379638671875,10.74954891204834,99.97600555419922
1978,1,1.0,1,22000.0,24000.0,10.086000442504883,89500.0,7,2240,43560.0,2,23000.0,10.04325008392334,11.401993751525879,0,7.714231014251709,10.681894302368164,101.72740173339844
1978,0,0.0,6,21000.0,23000.0,10.043000221252441,89500.0,7,2436,43560.0,3,23100.0,10.047590255737305,11.401993751525879,0,7.798112392425537,10.681894302368164,100.86185455322266
1978,0,0.0,6,22000.0,24000.0,10.086000442504883,94900.0,7,2384,43560.0,3,23200.0,10.051910400390625,11.460578918457031,0,7.7765350341796875,10.681894302368164,101.72740173339844
1978,0,0.0,6,24000.0,26000.0,10.166000366210938,85900.0,6,1862,56392.0,2,27100.0,10.207289695739746,11.360939025878906,0,7.529406547546387,10.940082550048828,103.34756469726562
1978,0,0.0,6,24000.0,26000.0,10.166000366210938,92900.0,7,2036,49737.0,3,27000.0,10.203590393066406,11.439278602600098,0,7.6187424659729,10.814504623413086,103.34756469726562
1978,0,0.0,6,24000.0,26000.0,10.166000366210938,84900.0,7,2082,43958.0,3,27000.0,10.203590393066406,11.34922981262207,0,7.64108419418335,10.69098949432373,103.34756469726562
1978,0,0.0,6,24000.0,26000.0,10.166000366210938,85900.0,7,1962,44465.0,3,26700.0,10.19242000579834,11.360939025878906,0,7.581719875335693,10.702457427978516,103.34756469726562
1978,0,0.0,6,24000.0,26000.0,10.166000366210938,85900.0,7,2286,43996.0,3,26600.0,10.18867015838623,11.360939025878906,0,7.734559059143066,10.691853523254395,103.34756469726562
1978,0,0.0,6,24000.0,25000.0,10.126999855041504,97900.0,7,2464,43560.0,3,26400.0,10.181119918823242,11.49170207977295,0,7.80954122543335,10.681894302368164,102.5561294555664
1978,0,0.0,6,24000.0,25000.0,10.126999855041504,78400.0,6,1862,45302.0,2,26300.0,10.177319526672363,11.26957893371582,0,7.529406547546387,10.72110652923584,102.5561294555664
1978,0,0.0,6,24000.0,26000.0,10.166000366210938,91400.0,8,2738,43995.0,2,27000.0,10.203590393066406,11.42300033569336,0,7.914982795715332,10.691831588745117,103.34756469726562
1978,0,0.0,6,25000.0,26000.0,10.166000366210938,106500.0,7,2240,43995.0,3,27100.0,10.207289695739746,11.575900077819824,0,7.714231014251709,10.691831588745117,103.34756469726562
1978,0,0.0,6,24000.0,26000.0,10.166000366210938,109500.0,7,2780,43995.0,3,27000.0,10.203590393066406,11.603679656982422,0,7.930206298828125,10.691831588745117,103.34756469726562
1978,1,1.0,1,14000.0,16000.0,9.680299758911133,148000.0,7,2781,43560.0,3,15600.0,9.65502643585205,11.904967308044434,0,7.93056583404541,10.681894302368164,93.70820617675781
1978,12,144.0,1,16000.0,19000.0,9.85219955444336,75000.0,6,1537,48352.0,2,17700.0,9.781319618225098,11.22524356842041,0,7.337587833404541,10.786262512207031,97.06583404541016
1978,1,1.0,1,14000.0,16000.0,9.680299758911133,90400.0,7,2796,43560.0,3,15600.0,9.65502643585205,11.411999702453613,0,7.9359450340271,10.681894302368164,93.70820617675781
1978,1,1.0,1,14000.0,16000.0,9.680299758911133,125000.0,9,2794,43995.0,3,15600.0,9.65502643585205,11.736068725585938,0,7.935229301452637,10.691831588745117,93.70820617675781
1978,158,24964.0,6,22000.0,23000.0,10.043000221252441,123000.0,9,2872,104544.0,3,33300.0,10.413310050964355,11.719939231872559,0,7.962763786315918,11.557363510131836,100.86185455322266
1978,30,900.0,6,21000.0,22000.0,9.998800277709961,63000.0,6,1357,45302.0,1,25600.0,10.150349617004395,11.05088996887207,0,7.213031768798828,10.72110652923584,99.97600555419922
1978,188,35344.0,6,21000.0,23000.0,10.043000221252441,87500.0,7,3256,44867.0,2,25300.0,10.13856029510498,11.37939453125,0,8.088254928588867,10.711458206176758,100.86185455322266
1978,0,0.0,0,30000.0,31000.0,10.342000007629395,73000.0,7,2038,49223.0,2,33300.0,10.413310050964355,11.198214530944824,0,7.619724273681641,10.804116249084473,106.95696258544922
1978,0,0.0,0,25000.0,26000.0,10.166000366210938,84900.0,7,1924,44431.0,3,28100.0,10.24351978302002,11.34922981262207,0,7.562161445617676,10.701692581176758,103.34756469726562
1978,0,0.0,0,25000.0,26000.0,10.166000366210938,80900.0,7,2370,43560.0,3,27300.0,10.214639663696289,11.300969123840332,0,7.7706451416015625,10.681894302368164,103.34756469726562
1978,0,0.0,0,25000.0,26000.0,10.166000366210938,94000.0,7,2036,51836.0,3,27200.0,10.210969924926758,11.4510498046875,0,7.6187424659729,10.855839729309082,103.34756469726562
1978,0,0.0,0,30000.0,31000.0,10.342000007629395,74500.0,7,1818,55321.0,2,33200.0,10.410309791564941,11.218554496765137,0,7.505492210388184,10.920907974243164,106.95696258544922
1978,1,1.0,5,33000.0,34000.0,10.434000015258789,82500.0,7,1986,50094.0,3,36700.0,10.510530471801758,11.32055377960205,0,7.593877792358398,10.821656227111816,108.86835479736328
1978,3,9.0,5,31000.0,32000.0,10.373000144958496,86000.0,6,1855,50965.0,2,34600.0,10.45160961151123,11.362102508544922,0,7.52564001083374,10.838894844055176,107.59912872314453
1978,1,1.0,5,30000.0,30000.0,10.309000015258789,76900.0,6,1836,46174.0,3,33300.0,10.413310050964355,11.250261306762695,0,7.515344619750977,10.740172386169434,106.27548217773438
1978,1,1.0,5,30000.0,30000.0,10.309000015258789,75900.0,7,1836,45738.0,2,33300.0,10.413310050964355,11.23717212677002,0,7.515344619750977,10.730684280395508,106.27548217773438
1978,0,0.0,5,30000.0,30000.0,10.309000015258789,75500.0,7,1820,46174.0,3,33300.0,10.413310050964355,11.231887817382812,0,7.506591796875,10.740172386169434,106.27548217773438
1978,0,0.0,5,30000.0,30000.0,10.309000015258789,75000.0,7,1728,47916.0,2,33300.0,10.413310050964355,11.22524356842041,0,7.4547200202941895,10.777204513549805,106.27548217773438
1978,0,0.0,5,30000.0,30000.0,10.309000015258789,73900.0,6,2092,47045.0,3,33300.0,10.413310050964355,11.210468292236328,0,7.645875930786133,10.758859634399414,106.27548217773438
1978,0,0.0,5,33000.0,34000.0,10.434000015258789,83900.0,7,2036,46174.0,3,36800.0,10.513250350952148,11.337381362915039,0,7.6187424659729,10.740172386169434,108.86835479736328
1978,1,1.0,5,33000.0,34000.0,10.434000015258789,76900.0,7,2400,43560.0,3,37100.0,10.521369934082031,11.250261306762695,0,7.783224105834961,10.681894302368164,108.86835479736328
1978,0,0.0,5,30000.0,31000.0,10.342000007629395,84300.0,7,2104,68689.0,3,33200.0,10.410309791564941,11.342137336730957,0,7.651595592498779,11.137344360351562,106.95696258544922
1978,0,0.0,5,30000.0,31000.0,10.342000007629395,75900.0,7,1928,157252.0,3,33300.0,10.413310050964355,11.23717212677002,0,7.564238548278809,11.965604782104492,106.95696258544922
1978,0,0.0,5,30000.0,31000.0,10.342000007629395,87900.0,7,2067,204296.0,3,33300.0,10.413310050964355,11.383955001831055,0,7.633853435516357,12.227325439453125,106.95696258544922
1978,13,169.0,2,26000.0,26000.0,10.166000366210938,65000.0,7,1360,43910.0,2,30100.0,10.31227970123291,11.08214282989502,0,7.215240001678467,10.689897537231445,103.34756469726562
1978,0,0.0,2,26000.0,26000.0,10.166000366210938,90000.0,7,1940,43996.0,3,30000.0,10.308950424194336,11.407565116882324,0,7.570443153381348,10.691853523254395,103.34756469726562
1978,5,25.0,2,26000.0,26000.0,10.166000366210938,104500.0,7,2816,43560.0,3,29900.0,10.305609703063965,11.556941986083984,0,7.94307279586792,10.681894302368164,103.34756469726562
1978,14,196.0,2,24000.0,25000.0,10.126999855041504,63000.0,6,1235,95832.0,2,28400.0,10.25413990020752,11.05088996887207,0,7.118826389312744,11.470352172851562,102.5561294555664
1978,5,25.0,2,27000.0,27000.0,10.204000473022461,66100.0,7,1388,46600.0,2,31000.0,10.341739654541016,11.098923683166504,0,7.235619068145752,10.749356269836426,104.12162780761719
1978,6,36.0,2,27000.0,27000.0,10.204000473022461,60000.0,7,1070,48834.0,1,31000.0,10.341739654541016,11.002099990844727,0,6.975413799285889,10.796181678771973,104.12162780761719
1978,4,16.0,2,27000.0,28000.0,10.239999771118164,73000.0,7,1390,46100.0,2,31000.0,10.341739654541016,11.198214530944824,0,7.237059116363525,10.738568305969238,104.85759735107422
1978,3,9.0,2,24000.0,25000.0,10.126999855041504,83000.0,9,2574,43996.0,3,28200.0,10.247079849243164,11.3265962600708,0,7.853216171264648,10.691853523254395,102.5561294555664
1978,1,1.0,5,28000.0,29000.0,10.274999618530273,70500.0,6,1232,45000.0,2,32300.0,10.382820129394531,11.163368225097656,0,7.11639404296875,10.714417457580566,105.57561492919922
1978,4,16.0,5,28000.0,28000.0,10.239999771118164,120000.0,6,2650,43996.0,3,32000.0,10.373490333557129,11.695246696472168,0,7.882314682006836,10.691853523254395,104.85759735107422
1978,12,144.0,5,31000.0,32000.0,10.373000144958496,62500.0,6,1978,44867.0,2,35700.0,10.48291015625,11.042922019958496,0,7.589841365814209,10.711458206176758,107.59912872314453
1978,1,1.0,5,28000.0,29000.0,10.274999618530273,65500.0,6,1248,45000.0,2,32800.0,10.39818000793457,11.089805603027344,0,7.129297733306885,10.714417457580566,105.57561492919922
1978,9,81.0,5,27000.0,28000.0,10.239999771118164,84900.0,7,1716,45500.0,2,31300.0,10.351369857788086,11.34922981262207,0,7.447751045227051,10.725467681884766,104.85759735107422
1978,9,81.0,5,31000.0,31000.0,10.342000007629395,63400.0,6,1144,44431.0,1,35600.0,10.48009967803955,11.057219505310059,0,7.042286396026611,10.701692581176758,106.95696258544922
1978,2,4.0,5,30000.0,30000.0,10.309000015258789,80000.0,7,2450,44867.0,3,34500.0,10.448710441589355,11.28978157043457,0,7.8038434982299805,10.711458206176758,106.27548217773438
1978,2,4.0,0,23000.0,24000.0,10.086000442504883,86000.0,7,2952,43996.0,3,28200.0,10.247079849243164,11.362102508544922,0,7.990238189697266,10.691853523254395,101.72740173339844
1978,0,0.0,0,23000.0,24000.0,10.086000442504883,94376.0,7,2800,69260.0,3,28400.0,10.25413990020752,11.455041885375977,0,7.937374591827393,11.145623207092285,101.72740173339844
1978,0,0.0,0,23000.0,24000.0,10.086000442504883,90500.0,7,2108,52272.0,3,28000.0,10.239959716796875,11.413105010986328,0,7.653494834899902,10.864215850830078,101.72740173339844
1978,2,4.0,0,24000.0,24000.0,10.086000442504883,90500.0,7,2208,54014.0,3,28400.0,10.25413990020752,11.413105010986328,0,7.69984245300293,10.896998405456543,101.72740173339844
1978,0,0.0,0,24000.0,24000.0,10.086000442504883,84900.0,7,1560,44864.0,3,28600.0,10.261159896850586,11.34922981262207,0,7.352441310882568,10.711390495300293,101.72740173339844
1978,2,4.0,0,24000.0,24000.0,10.086000442504883,86000.0,7,2248,49222.0,3,28300.0,10.250619888305664,11.362102508544922,0,7.717796325683594,10.804096221923828,101.72740173339844
1978,6,36.0,2,22000.0,23000.0,10.043000221252441,91500.0,7,2284,44001.0,3,27800.0,10.232789993286133,11.424094200134277,0,7.7336835861206055,10.691967964172363,100.86185455322266
1978,23,529.0,2,21000.0,21000.0,9.952300071716309,89912.0,7,2632,64904.0,2,27000.0,10.203590393066406,11.406586647033691,0,7.875499248504639,11.08066463470459,99.04827880859375
1978,23,529.0,2,21000.0,21000.0,9.952300071716309,88000.0,7,2632,64904.0,2,27000.0,10.203590393066406,11.385091781616211,0,7.875499248504639,11.08066463470459,99.04827880859375
1978,14,196.0,2,19000.0,19000.0,9.85219955444336,73500.0,6,1936,43996.0,2,25200.0,10.134599685668945,11.20504093170166,0,7.5683794021606445,10.691853523254395,97.06583404541016
1978,8,64.0,2,21000.0,21000.0,9.952300071716309,85000.0,8,2004,44080.0,2,26700.0,10.19242000579834,11.350406646728516,0,7.602900505065918,10.693761825561523,99.04827880859375
1978,13,169.0,2,21000.0,21000.0,9.952300071716309,87000.0,7,1920,44260.0,2,26200.0,10.17350959777832,11.373662948608398,0,7.560080528259277,10.697836875915527,99.04827880859375
1978,5,25.0,2,20000.0,20000.0,9.903499603271484,97000.0,7,2136,44000.0,3,25800.0,10.158129692077637,11.482466697692871,0,7.666690349578857,10.69194507598877,98.07930755615234
1978,3,9.0,2,24000.0,24000.0,10.086000442504883,72500.0,7,2472,46422.0,3,29000.0,10.275050163269043,11.191341400146484,0,7.8127827644348145,10.745529174804688,101.72740173339844
1978,4,16.0,2,24000.0,23000.0,10.043000221252441,77000.0,7,1792,45106.0,3,29000.0,10.275050163269043,11.251561164855957,0,7.491087436676025,10.71677017211914,100.86185455322266
1978,5,25.0,2,23000.0,23000.0,10.043000221252441,85000.0,7,2136,117176.0,3,28100.0,10.24351978302002,11.350406646728516,0,7.666690349578857,11.671432495117188,100.86185455322266
1978,4,16.0,2,20000.0,20000.0,9.903499603271484,82000.0,8,2016,44900.0,3,25800.0,10.158129692077637,11.314474105834961,0,7.608870506286621,10.712193489074707,98.07930755615234
1978,0,0.0,2,20000.0,20000.0,9.903499603271484,93000.0,6,2514,43996.0,3,26000.0,10.165849685668945,11.440354347229004,0,7.829630374908447,10.691853523254395,98.07930755615234
1978,0,0.0,2,20000.0,20000.0,9.903499603271484,105000.0,7,2432,43663.0,3,25600.0,10.150349617004395,11.561716079711914,0,7.796469211578369,10.684256553649902,98.07930755615234
1978,0,0.0,2,20000.0,20000.0,9.903499603271484,106500.0,7,2878,43560.0,3,25600.0,10.150349617004395,11.575900077819824,0,7.964850902557373,10.681894302368164,98.07930755615234
1978,15,225.0,3,26000.0,26000.0,10.166000366210938,44900.0,5,960,51690.0,1,31700.0,10.364069938659668,10.712193489074707,0,6.866933345794678,10.853019714355469,103.34756469726562
