occ,loanamt,action,msa,suffolk,appinc,typur,unit,married,dep,emp,yjob,self,atotinc,cototinc,hexp,price,other,liq,rep,gdlin,lines,mortg,cons,pubrec,hrat,obrat,fixadj,term,apr,prop,inss,inson,gift,cosign,unver,review,netw,unem,min30,bd,mi,old,vr,sch,black,hispan,male,reject,approve,mortno,mortperf,mortlat1,mortlat2,chist,multi,loanprc,thick,white
1,349,2,1120,1,285,0,1,1,1,0,0,0,12841.0,10968.0,4575.0,387.0,0.0,57.0,2,1,39.0,1,2,0,21.0,27.0,0,360.0,433.0,2,0,0,0,0,0,3,598.0,3.9000000953674316,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.9018087983131409,0,1
1,185,1,1120,0,99,8,1,1,0,0,0,0,5600.0,2500.0,2011.0,196.0,0.0,24.0,0,1,24.0,2,1,0,24.799999237060547,37.20000076293945,0,360.0,201.0,2,0,0,0,0,0,999,22.0,3.200000047683716,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.9438775777816772,0,1
1,126,1,1120,0,55,8,1,1,1,0,1,0,3076.0,1500.0,1449.0,140.0,0.0,19.0,1,1,24.0,2,1,0,28.899999618530273,36.0,1,360.0,160.0,2,1,0,0,0,0,2,21.0,3.200000047683716,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.8999999761581421,0,1
1,100,1,1120,1,666,0,1,1,0,0,1,1,7589.0,0.0,868.0,208.0,0.0,347.0,1,1,6.0,3,4,0,14.0,16.0,0,360.0,240.0,1,0,0,0,0,0,1,681.0,3.200000047683716,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0.48076921701431274,0,1
1,70,1,1120,1,47,0,1,1,2,0,0,0,3200.0,700.0,793.7000122070312,70.0,16.468000411987305,11.5,1,1,5.0,1,1,0,20.0,36.0,0,360.0,180.0,2,0,0,0,0,0,1,229.58999633789062,3.9000000953674316,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1.0,0,1
1,125,1,1120,0,59,9,1,1,0,0,1,1,3000.0,2000.0,1300.0,180.0,0.0,8.0,1,1,26.0,1,1,0,25.059999465942383,29.200000762939453,0,360.0,180.0,2,0,0,0,0,0,2,126.0,4.300000190734863,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.6944444179534912,0,1
1,130,1,1120,0,135,1,1,0,0,0,0,0,11283.0,0.0,1545.0,230.0,0.0,124.0,1,1,9.0,2,1,0,12.0,18.0,0,360.0,233.0,2,0,0,0,0,0,2,196.0,3.0999999046325684,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.5652173757553101,0,1
1,109,1,1120,0,52,3,1,1,2,0,0,0,2500.0,1840.0,1194.0,115.0,0.0,13.600000381469727,1,1,1.0,2,1,0,27.5,27.899999618530273,0,360.0,115.0,2,1,0,0,0,0,3,60.08399963378906,3.200000047683716,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.947826087474823,0,1
1,200,1,1120,0,117,0,1,1,2,0,0,0,3073.0,8106.0,2037.0,250.0,0.0,83.5,3,1,26.0,1,5,0,18.0,34.0,0,360.0,250.0,2,0,0,0,0,0,3,110.47000122070312,3.200000047683716,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0.800000011920929,1,0
1,114,3,1120,0,56,0,1,0,0,1,1,0,1853.0,2840.0,1021.0,120.0,0.0,14.0,4,1,14.0,2,1,0,25.559999465942383,38.400001525878906,1,360.0,120.0,2,1,1,0,0,0,1,-8.0,1.7999999523162842,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.949999988079071,1,1
1,17,1,1120,0,31,0,1,1,2,0,0,0,1299.0,1086.0,342.0,57.0,0.0,50.0,1,1,1.0,2,1,0,14.0,14.0,0,120.0,65.0,2,0,0,0,0,0,1,53.0,3.200000047683716,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.2982456088066101,0,1
1,208,1,1120,0,82,0,1,1,2,1,1,0,5000.0,1800.0,1988.0,260.0,0.0,14.0,2,1,4.0,1,1,0,26.200000762939453,34.79999923706055,1,360.0,260.0,2,0,0,0,0,0,3,175.0,3.0999999046325684,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0.800000011920929,0,0
1,125,1,1120,0,64,0,1,0,0,0,0,0,4950.0,0.0,1342.0,225.0,0.0,219.0,0,1,9.0,1,1,0,27.100000381469727,28.700000762939453,0,360.0,225.0,2,0,0,0,0,0,999,690.0,2.0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.5555555820465088,0,1
1,187,1,1120,0,177,0,1,1,0,1,1,1,13000.0,1733.0,1927.0,234.0,0.0,48.0,2,1,3.0,1,1,0,17.899999618530273,40.400001525878906,1,360.0,234.0,2,0,0,1,0,0,3,43.0,3.200000047683716,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.7991452813148499,0,1
1,100,1,1120,0,44,0,1,0,1,0,0,0,3596.0,0.0,2548.0,100.0,0.0,20.0,1,1,4.0,1,1,0,71.0,73.0,0,240.0,165.0,2,0,0,0,0,0,1,23.159000396728516,3.9000000953674316,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1.0,0,1
1,100,1,1120,0,59,8,1,1,2,0,0,0,2340.0,2546.0,1116.0,125.0,25.0,3.0,1,1,14.0,2,1,0,20.799999237060547,27.899999618530273,1,360.0,133.0,2,0,0,1,0,0,1,27.0,5.300000190734863,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.800000011920929,0,1
1,76,3,1120,0,42,0,1,0,0,0,1,0,3510.0,0.0,783.0,80.0,0.0,8.0,0,0,6.0,2,6,0,22.299999237060547,38.20000076293945,1,360.0,80.0,2,0,0,0,0,0,999,22.0,3.200000047683716,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.949999988079071,0,0
1,121,1,1120,0,666,1,1,0,0,0,0,0,4706.0,0.0,1049.0,161.0,0.0,46.0,1,1,15.0,2,1,0,27.0,27.0,0,360.0,161.0,1,0,0,1,0,0,1,95.0,3.9000000953674316,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0.7515528202056885,0,0
1,133,3,1120,0,666,0,1,1,0,0,0,0,4887.0,0.0,1256.0,118.0,0.0,63.0,1,1,4.0,2,1,0,26.0,35.0,0,360.0,118.0,2,1,0,0,0,0,2,106.0,3.200000047683716,,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1.1271185874938965,0,1
1,140,1,1120,0,63,5,1,0,0,0,0,0,5233.0,0.0,1407.0,200.0,0.0,123.0,1,1,5.0,2,1,0,26.0,33.0,0,360.0,200.0,2,0,0,0,0,0,999,-85.0,3.9000000953674316,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.699999988079071,0,1
1,70,1,1120,0,31,0,1,0,0,0,1,0,2567.0,0.0,644.0,77.0,0.0,11.0,1,1,10.0,2,1,0,30.0,35.0,0,360.0,78.0,1,0,0,0,0,0,1,34.0,4.300000190734863,,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.9090909361839294,0,1
1,115,1,1120,0,73,3,1,1,0,0,1,0,2600.0,3500.0,1070.0,128.0,0.0,23.0,3,1,18.0,2,1,0,20.18000030517578,32.099998474121094,0,999999.375,128.0,2,0,0,1,0,0,2,52.0,3.5999999046325684,,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.8984375,1,1
1,252,1,1120,0,106,9,1,1,1,0,0,1,5167.0,3650.0,2500.0,315.0,0.0,29.0,4,1,36.0,1,2,0,31.0,35.0,0,180.0,315.0,2,0,0,1,0,0,5,208.0,3.5999999046325684,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.800000011920929,1,1
1,104,3,1120,0,92,0,1,1,0,6,6,0,7660.0,0.0,1081.0,130.0,0.0,1.0,1,0,19.0,2,6,0,14.0,16.0,0,360.0,130.0,1,0,0,0,1,0,2,38.0,3.5999999046325684,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0.800000011920929,0,1
1,100,1,1120,0,53,0,1,1,0,0,0,0,3328.0,1083.0,1216.0,270.0,0.0,17.0,1,1,6.0,1,1,0,29.0,30.0,0,360.0,270.0,2,0,0,0,0,0,1,195.0,3.200000047683716,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.37037035822868347,0,1
1,100,1,1120,0,123,0,1,1,0,0,0,0,6333.0,4755.0,1909.0,125.0,0.0,26.0,0,1,33.0,2,6,0,17.219999313354492,27.5,0,60.0,140.0,2,0,0,0,0,0,999,25.0,3.200000047683716,,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.800000011920929,0,1
1,315,1,1120,0,139,0,1,1,1,0,0,0,5955.0,5625.0,3086.0,355.0,0.0,42.900001525878906,1,1,20.0,1,1,0,26.700000762939453,32.400001525878906,1,360.0,355.0,2,1,0,0,0,0,999,66.69999694824219,3.200000047683716,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.8873239159584045,0,1
1,116,3,1120,1,62,0,1,1,0,0,0,0,2600.0,1911.0,1217.0,145.0,0.0,1.0,2,0,2.0,2,4,0,27.0,34.0,0,360.0,142.0,2,0,0,0,0,0,0,36.0,3.200000047683716,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0.800000011920929,0,0
1,632,1,1120,0,351,0,1,1,0,0,0,0,24166.0,5100.0,5535.0,790.0,0.0,183.0,1,1,32.0,1,1,0,18.90999984741211,26.700000762939453,1,360.0,790.0,2,0,0,0,0,0,3,1427.0,3.200000047683716,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.800000011920929,0,1
1,112,1,1120,0,60,8,1,0,0,0,0,1,5000.0,0.0,1205.0,140.0,0.0,49.0,1,1,21.0,2,2,0,22.0,31.0,1,360.0,140.0,2,0,0,0,0,0,1,256.0,10.600000381469727,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.800000011920929,0,1
1,112,3,1120,0,68,0,1,1,2,0,1,0,3365.0,1917.0,1205.0,118.0,0.0,9.0,1,0,22.0,3,6,0,23.0,30.0,0,360.0,118.0,2,1,0,0,0,1,2,291.0,5.300000190734863,,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0.9491525292396545,0,0
1,78,1,1120,0,39,0,1,0,0,0,0,0,3276.0,0.0,906.0,115.0,0.0,31.0,0,1,5.0,2,6,0,27.700000762939453,38.20000076293945,1,360.0,97.0,1,0,0,0,0,0,999,104.0,3.9000000953674316,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.678260862827301,0,0
1,151,2,1120,1,74,0,2,1,1,0,0,0,3717.0,2925.0,1546.0,158.0,0.0,14.0,1,1,25.0,2,5,0,23.0,35.0,0,360.0,159.0,3,1,0,1,0,0,1,10.0,3.200000047683716,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0.9556962251663208,0,0
1,115,1,1120,0,57,8,1,1,0,0,0,1,3900.0,840.0,1407.0,150.0,0.0,6.0,2,1,39.0,1,2,0,26.0,34.0,0,360.0,154.0,2,0,0,0,0,0,1,86.0,10.600000381469727,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.7666666507720947,0,1
1,152,1,1120,1,72,0,2,1,0,0,0,1,2165.0,3422.0,1511.0,140.0,0.0,47.0,1,1,15.0,2,1,0,27.0,38.0,0,360.0,190.0,3,0,0,1,0,0,5,55.0,10.600000381469727,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1.085714340209961,0,1
1,59,1,1120,1,27,3,1,0,1,0,0,0,2226.0,0.0,816.0,66.0,0.0,11.0,1,1,8.0,2,2,0,35.0,38.0,0,360.0,72.0,1,0,0,0,0,0,2,14.0,2.0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0.8939393758773804,0,0
2,147,3,1120,0,54,0,1,1,2,0,1,0,3881.0,0.0,1306.0,165.0,0.0,34.0,2,0,0.0,2,5,0,34.0,34.0,0,360.0,165.0,2,0,0,0,0,0,0,64.0,3.9000000953674316,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.8909090757369995,0,1
1,80,1,1120,0,44,0,1,0,0,0,1,0,3685.0,0.0,903.0,101.0,0.0,34.0,0,1,8.0,2,1,0,25.0,25.0,1,360.0,101.0,1,0,0,1,0,0,999,65.0,3.200000047683716,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0.7920792102813721,0,0
1,130,1,1120,0,55,3,1,1,0,0,1,0,2824.0,1750.0,1317.0,144.0,0.0,26.0,1,1,8.0,2,1,0,28.0,34.0,0,360.0,145.0,2,1,0,0,0,0,3,42.0,3.0999999046325684,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.9027777910232544,0,1
1,280,1,1120,0,157,0,1,1,2,0,0,0,13633.0,0.0,3122.0,350.0,0.0,129.3000030517578,1,1,11.0,1,2,0,22.0,24.0,0,240.0,362.0,2,0,0,0,0,0,4,337.8999938964844,3.5999999046325684,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.800000011920929,0,1
1,175,1,1120,0,108,0,1,1,0,0,0,1,5000.0,4000.0,1799.0,345.0,0.0,228.0,1,1,6.0,4,3,0,19.979999542236328,35.5,1,360.0,349.0,2,0,0,0,0,0,999,369.0,3.5999999046325684,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0.5072463750839233,0,1
1,187,1,1120,0,103,0,1,1,1,0,1,0,4042.0,4542.0,2008.0,330.0,0.0,44.02000045776367,1,1,15.0,1,1,0,23.0,24.0,0,360.0,330.0,2,0,0,0,0,0,3,167.8800048828125,5.300000190734863,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.5666666626930237,0,1
1,310,1,1120,0,119,0,1,1,2,0,0,0,13567.0,0.0,3170.0,457.0,0.0,154.0,0,1,7.0,1,1,0,22.600000381469727,23.5,1,360.0,456.0,2,0,0,0,0,0,999,193.0,3.200000047683716,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.6783369779586792,0,1
1,345,1,1120,1,275,8,1,1,1,0,0,0,12579.0,10342.0,4279.0,388.0,0.0,83.0,1,1,33.0,1,1,0,19.0,23.0,0,180.0,388.0,2,1,0,0,0,0,2,600.0,3.200000047683716,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.8891752362251282,0,1
1,90,1,1120,0,40,1,1,0,0,0,0,1,3333.0,0.0,797.0,145.0,0.0,94.0,1,1,10.0,2,1,0,28.0,28.0,1,360.0,148.0,2,0,0,0,0,0,2,113.0,3.200000047683716,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.6206896305084229,0,1
1,115,1,1120,0,52,3,1,0,0,0,0,0,4333.0,0.0,1213.0,165.0,0.0,207.0,1,1,6.0,2,1,0,28.0,29.0,0,360.0,165.0,2,0,0,0,0,0,999,235.0,4.300000190734863,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.6969696879386902,0,1
1,191,1,1120,0,115,0,1,1,0,0,0,1,9560.0,0.0,2924.0,410.0,0.0,76.0,1,1,27.0,1,6,0,30.0,37.0,0,360.0,418.0,2,0,0,1,0,0,1,261.0,3.0999999046325684,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0.46585366129875183,0,1
1,123,3,1120,0,61,0,1,0,0,0,0,0,2400.0,2400.0,1466.0,136.0,0.0,5.0,1,1,24.0,2,2,1,30.0,42.0,1,360.0,136.0,1,0,0,0,0,0,0,62.0,3.9000000953674316,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0.904411792755127,0,1
1,122,1,1120,0,61,3,1,1,0,0,0,0,2799.0,2253.0,1300.0,138.0,0.0,25.0,4,1,20.0,2,2,0,27.0,40.0,0,360.0,139.0,2,0,0,0,0,0,2,52.0,2.0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.8840579986572266,1,1
1,68,1,1120,0,35,0,1,0,0,0,0,0,2887.0,0.0,742.0,135.0,0.0,144.0,0,1,5.0,2,1,0,25.0,25.0,0,360.0,135.0,2,0,0,0,0,0,999,188.0,4.300000190734863,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.5037037134170532,0,1
1,128,1,1120,0,72,0,1,1,2,0,0,0,2202.0,3683.0,1076.0,160.0,0.0,62.0,1,0,17.0,3,6,1,19.0,22.0,0,360.0,162.0,2,0,0,0,0,0,2,407.0,2.0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0.800000011920929,0,0
1,134,1,1120,0,57,1,1,0,0,0,0,0,2773.0,1907.0,1361.0,154.0,0.0,32.0,2,1,12.0,2,1,0,31.0,36.0,0,360.0,154.0,2,1,0,0,0,0,1,65.0,10.600000381469727,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.8701298832893372,0,1
1,72,1,1120,0,35,1,1,1,2,0,1,0,2925.0,0.0,796.0,96.0,0.0,1.0,1,1,5.0,1,1,0,27.0,28.0,0,360.0,99.0,1,0,0,0,0,0,1,114.0,3.9000000953674316,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0.75,0,1
1,110,1,1120,0,63,1,1,1,2,0,0,0,4226.0,1040.0,1107.0,141.0,0.0,13.100000381469727,1,1,8.0,2,5,0,21.0,21.899999618530273,0,360.0,148.0,2,0,0,0,0,0,2,45.32600021362305,8.899999618530273,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.7801418304443359,0,1
1,138,1,1120,0,71,0,1,1,0,0,0,0,2988.0,2900.0,1491.0,153.0,0.0,20.729999542236328,0,1,6.0,2,1,0,25.299999237060547,29.399999618530273,0,360.0,153.0,2,1,0,1,0,0,1,20.197999954223633,3.200000047683716,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.9019607901573181,0,1
1,248,1,1120,0,95,0,1,1,2,0,0,0,5399.0,2583.0,2354.0,295.0,15.0,57.0,4,1,16.0,2,1,0,27.739999771118164,39.70000076293945,1,360.0,282.0,1,0,0,0,0,0,3,270.0,3.200000047683716,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0.8406779766082764,1,0
1,99,1,1120,0,64,1,1,1,0,0,0,0,4194.0,1057.0,1046.0,110.0,0.0,23.399999618530273,2,1,6.0,2,5,0,19.899999618530273,29.799999237060547,0,360.0,122.0,2,1,0,0,0,0,3,139.5,10.600000381469727,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.8999999761581421,0,1
1,187,1,1120,0,84,1,1,1,1,0,0,0,5850.0,1167.0,1954.0,268.0,0.0,149.0,0,1,5.0,2,1,0,27.899999618530273,35.70000076293945,0,360.0,268.0,2,0,0,0,0,0,999,222.0,4.300000190734863,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.6977611780166626,0,1
1,90,1,1120,0,27,1,1,0,0,0,0,0,3091.0,0.0,973.0,145.0,0.0,72.0,1,1,1.0,2,1,0,31.510000228881836,31.5,0,360.0,145.0,2,0,0,0,0,0,3,96.5,3.0999999046325684,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.6206896305084229,0,1
2,130,1,1120,0,27,0,2,0,0,1,1,0,3125.0,583.0,1362.0,155.0,0.0,25.0,2,1,9.0,2,1,0,37.0,45.0,1,300.0,175.0,3,0,0,0,0,0,2,33.0,1.7999999523162842,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0.8387096524238586,0,1
1,2,1,1120,0,35,0,1,0,0,0,0,0,2963.0,0.0,876.0,95.0,2.0,21.0,2,1,8.0,2,1,0,28.0,33.0,0,360.0,100.0,1,0,0,0,0,0,2,32.0,3.9000000953674316,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.021052632480859756,0,1
1,132,1,1120,0,59,1,1,0,1,0,0,0,4020.0,916.0,1464.0,149.0,0.0,23.0,1,1,5.0,2,1,0,28.0,34.0,0,360.0,152.0,2,1,0,1,0,0,2,46.0,3.200000047683716,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0.8859060406684875,0,0
1,162,1,1120,1,53,1,2,1,1,0,0,0,2185.0,1516.0,842.0,170.0,0.0,19.0,1,1,1.0,2,1,0,21.899999618530273,38.900001525878906,0,360.0,170.0,3,1,0,0,0,0,3,39.486000061035156,3.200000047683716,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0.9529411792755127,0,0
1,40,3,1120,0,50,0,1,0,4,0,0,0,4166.0,0.0,429.0,50.0,0.0,17.0,3,0,18.0,3,3,1,13.0,47.0,0,180.0,50.0,2,0,0,0,0,0,2,102.0,3.0999999046325684,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0.800000011920929,1,1
1,150,1,1120,0,66,0,1,1,0,0,1,0,3000.0,2500.0,1654.0,167.0,0.0,38.0,4,1,24.0,2,1,0,32.0,42.0,0,180.0,167.0,2,0,0,1,0,0,2,61.0,3.0999999046325684,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.8982036113739014,1,1
1,94,1,1120,0,43,0,1,0,0,0,0,0,2374.0,1213.0,1075.0,99.0,0.0,8.0,2,1,12.0,2,2,0,28.0,36.0,0,360.0,99.0,2,1,0,1,0,0,1,23.0,5.300000190734863,,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.9494949579238892,0,1
